chargesheet_id,case_id,court_id,court_name,filing_date,filing_officer_id,chargesheet_status
CHG001184,CR004909,CRT0042,Chikkaballapura Senior Civil Court,2025-10-29,EMP003267,Filed
CHG001185,CR004918,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2025-03-02,EMP009352,Filed
CHG001186,CR004924,CRT0116,Raichur District and Sessions Court,2026-01-13,EMP007884,Filed
CHG001187,CR004928,CRT0155,Yadgir Special Court,2025-11-28,EMP009899,Filed
CHG001188,CR004933,CRT0077,Hassan Senior Civil Court,2026-05-22,EMP005023,Accepted
CHG001189,CR004934,CRT0113,Mysuru Civil Judge and JMFC Court,2025-11-07,EMP007294,Filed
CHG001190,CR004944,CRT0083,Haveri Civil Judge and JMFC Court,2025-12-11,EMP005133,Filed
CHG001191,CR004948,CRT0078,Hassan Civil Judge and JMFC Court,2026-01-13,EMP004682,Filed
CHG001192,CR004949,CRT0126,Tumakuru District and Sessions Court,2025-11-22,EMP008430,Filed
CHG001193,CR004951,CRT0118,Raichur Civil Judge and JMFC Court,2026-04-14,EMP007704,Filed
CHG001194,CR004952,CRT0098,Kolar Civil Judge and JMFC Court,2026-09-18,EMP006021,Returned for Correction
CHG001195,CR004963,CRT0123,Shivamogga Civil Judge and JMFC Court,2025-12-23,EMP008201,Filed
CHG001196,CR004974,CRT0089,Kalaburagi Family Court,2026-05-15,EMP005665,Filed
CHG001197,CR004975,CRT0061,Davanagere District and Sessions Court,2024-12-06,EMP003913,Filed
CHG001198,CR004976,CRT0079,Hassan Family Court,2026-06-16,EMP004789,Filed
CHG001199,CR004981,CRT0017,Bengaluru Rural Senior Civil Court,2025-06-05,EMP001196,Filed
CHG001200,CR004982,CRT0041,Chikkaballapura District and Sessions Court,2026-01-30,EMP003278,Accepted
CHG001201,CR004987,CRT0136,Uttara Kannada District and Sessions Court,2025-03-24,EMP009478,Accepted
CHG001202,CR004992,CRT0059,Dakshina Kannada Family Court,2026-01-22,EMP003396,Filed
CHG001203,CR004993,CRT0080,Hassan Special Court,2025-06-25,EMP005035,Filed
CHG001204,CR005007,CRT0067,Dharwad Senior Civil Court,2025-08-13,EMP002638,Accepted
CHG001205,CR005008,CRT0122,Shivamogga Senior Civil Court,2026-02-03,EMP008079,Filed
CHG001206,CR005022,CRT0053,Chitradurga Civil Judge and JMFC Court,2026-06-09,EMP000890,Filed
CHG001207,CR005025,CRT0055,Chitradurga Special Court,2025-11-22,EMP000887,Filed
CHG001208,CR005027,CRT0126,Tumakuru District and Sessions Court,2025-01-06,EMP008456,Filed
CHG001209,CR005031,CRT0121,Shivamogga District and Sessions Court,2025-11-12,EMP008091,Filed
CHG001210,CR005039,CRT0126,Tumakuru District and Sessions Court,2025-06-09,EMP008595,Filed
CHG001211,CR005041,CRT0020,Bengaluru Rural Special Court,2025-01-15,EMP001412,Filed
CHG001212,CR005045,CRT0116,Raichur District and Sessions Court,2025-04-22,EMP007700,Filed
CHG001213,CR005048,CRT0020,Bengaluru Rural Special Court,2025-12-31,EMP001382,Accepted
CHG001214,CR005050,CRT0038,Chamarajanagar Civil Judge and JMFC Court,2025-02-15,EMP003256,Filed
CHG001215,CR005056,CRT0022,Bengaluru South Senior Civil Court,2025-06-28,EMP001642,Filed
CHG001216,CR005057,CRT0117,Raichur Senior Civil Court,2025-07-07,EMP007806,Returned for Correction
CHG001217,CR005062,CRT0042,Chikkaballapura Senior Civil Court,2025-09-09,EMP003285,Filed
CHG001218,CR005068,CRT0100,Kolar Special Court,2025-03-01,EMP006242,Accepted
CHG001219,CR005072,CRT0098,Kolar Civil Judge and JMFC Court,2026-03-16,EMP006358,Accepted
CHG001220,CR005073,CRT0020,Bengaluru Rural Special Court,2025-04-05,EMP001231,Filed
CHG001221,CR005083,CRT0033,Bidar Civil Judge and JMFC Court,2025-03-28,EMP003004,Filed
CHG001222,CR005084,CRT0074,Gadag Family Court,2024-10-02,EMP004583,Accepted
CHG001223,CR005086,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2026-01-22,EMP009406,Accepted
CHG001224,CR005087,CRT0078,Hassan Civil Judge and JMFC Court,2025-08-20,EMP004653,Filed
CHG001225,CR005088,CRT0140,Uttara Kannada Special Court,2025-08-15,EMP009335,Accepted
CHG001226,CR005091,CRT0108,Mandya Civil Judge and JMFC Court,2025-06-11,EMP007021,Accepted
CHG001227,CR005095,CRT0086,Kalaburagi District and Sessions Court,2026-01-14,EMP005434,Accepted
CHG001228,CR005097,CRT0047,Chikkamagaluru Senior Civil Court,2025-11-10,EMP003297,Filed
CHG001229,CR005106,CRT0011,Belagavi District and Sessions Court,2026-02-10,EMP000661,Filed
CHG001230,CR005110,CRT0111,Mysuru District and Sessions Court,2025-01-25,EMP002122,Filed
CHG001231,CR005121,CRT0146,Vijayapura District and Sessions Court,2024-12-31,EMP009839,Filed
CHG001232,CR005123,CRT0139,Uttara Kannada Family Court,2025-11-17,EMP009425,Filed
CHG001233,CR005130,CRT0011,Belagavi District and Sessions Court,2025-09-19,EMP000604,Accepted
CHG001234,CR005135,CRT0136,Uttara Kannada District and Sessions Court,2025-07-23,EMP009173,Filed
CHG001235,CR005138,CRT0011,Belagavi District and Sessions Court,2025-06-25,EMP001050,Filed
CHG001236,CR005140,CRT0078,Hassan Civil Judge and JMFC Court,2026-11-30,EMP004668,Filed
CHG001237,CR005142,CRT0152,Yadgir Senior Civil Court,2025-12-23,EMP009935,Filed
CHG001238,CR005145,CRT0061,Davanagere District and Sessions Court,2025-02-04,EMP004014,Accepted
CHG001239,CR005151,CRT0034,Bidar Family Court,2025-02-24,EMP003204,Filed
CHG001240,CR005160,CRT0015,Belagavi Special Court,2025-01-16,EMP000898,Filed
CHG001241,CR005163,CRT0100,Kolar Special Court,2026-05-13,EMP006214,Filed
CHG001242,CR005168,CRT0106,Mandya District and Sessions Court,2025-09-02,EMP006876,Filed
CHG001243,CR005169,CRT0130,Tumakuru Special Court,2026-08-23,EMP008499,Filed
CHG001244,CR005173,CRT0077,Hassan Senior Civil Court,2025-03-11,EMP004835,Filed
CHG001245,CR005176,CRT0079,Hassan Family Court,2025-08-12,EMP004627,Filed
CHG001246,CR005178,CRT0153,Yadgir Civil Judge and JMFC Court,2026-06-30,EMP010044,Filed
CHG001247,CR005179,CRT0047,Chikkamagaluru Senior Civil Court,2024-11-22,EMP003305,Filed
CHG001248,CR005183,CRT0015,Belagavi Special Court,2025-08-05,EMP000786,Filed
CHG001249,CR005189,CRT0024,Bengaluru South Family Court,2025-11-30,EMP001514,Filed
CHG001250,CR005191,CRT0125,Shivamogga Special Court,2025-03-03,EMP008331,Filed
CHG001251,CR005192,CRT0055,Chitradurga Special Court,2025-05-02,EMP003333,Filed
CHG001252,CR005195,CRT0155,Yadgir Special Court,2025-12-09,EMP010024,Filed
CHG001253,CR005200,CRT0151,Yadgir District and Sessions Court,2025-11-03,EMP010084,Filed
CHG001254,CR005205,CRT0025,Bengaluru South Special Court,2026-07-18,EMP001712,Accepted
CHG001255,CR005207,CRT0099,Kolar Family Court,2025-09-23,EMP006047,Filed
CHG001256,CR005208,CRT0106,Mandya District and Sessions Court,2026-03-16,EMP006734,Filed
CHG001257,CR005212,CRT0098,Kolar Civil Judge and JMFC Court,2026-04-12,EMP006063,Filed
CHG001258,CR005213,CRT0140,Uttara Kannada Special Court,2026-01-14,EMP009193,Filed
CHG001259,CR005214,CRT0055,Chitradurga Special Court,2026-06-02,EMP003324,Filed
CHG001260,CR005216,CRT0109,Mandya Family Court,2026-03-09,EMP006632,Filed
CHG001261,CR005218,CRT0085,Haveri Special Court,2024-12-27,EMP005323,Filed
CHG001262,CR005221,CRT0037,Chamarajanagar Senior Civil Court,2025-04-18,EMP003259,Accepted
CHG001263,CR005224,CRT0102,Koppal Senior Civil Court,2025-03-03,EMP006440,Filed
CHG001264,CR005226,CRT0116,Raichur District and Sessions Court,2026-08-19,EMP007863,Filed
CHG001265,CR005230,CRT0130,Tumakuru Special Court,2026-03-21,EMP008828,Filed
CHG001266,CR005233,CRT0050,Chikkamagaluru Special Court,2026-08-04,EMP003297,Filed
CHG001267,CR005235,CRT0100,Kolar Special Court,2026-03-17,EMP006182,Filed
CHG001268,CR005247,CRT0121,Shivamogga District and Sessions Court,2026-09-03,EMP007985,Filed
CHG001269,CR005252,CRT0083,Haveri Civil Judge and JMFC Court,2026-03-12,EMP005189,Accepted
CHG001270,CR005255,CRT0120,Raichur Special Court,2025-12-11,EMP007913,Filed
CHG001271,CR005258,CRT0121,Shivamogga District and Sessions Court,2024-12-06,EMP008129,Returned for Correction
CHG001272,CR005259,CRT0086,Kalaburagi District and Sessions Court,2026-08-26,EMP005437,Filed
CHG001273,CR005263,CRT0068,Dharwad Civil Judge and JMFC Court,2026-02-23,EMP004326,Filed
CHG001274,CR005264,CRT0100,Kolar Special Court,2025-11-15,EMP006071,Filed
CHG001275,CR005265,CRT0084,Haveri Family Court,2025-06-19,EMP005062,Filed
CHG001276,CR005268,CRT0018,Bengaluru Rural Civil Judge and JMFC Court,2026-01-30,EMP001203,Filed
CHG001277,CR005286,CRT0089,Kalaburagi Family Court,2025-01-18,EMP005393,Filed
CHG001278,CR005287,CRT0099,Kolar Family Court,2026-02-23,EMP006212,Filed
CHG001279,CR005290,CRT0126,Tumakuru District and Sessions Court,2025-07-23,EMP008698,Filed
CHG001280,CR005293,CRT0039,Chamarajanagar Family Court,2025-05-14,EMP003254,Accepted
CHG001281,CR005296,CRT0003,Bagalkote Civil Judge and JMFC Court,2026-04-04,EMP000042,Filed
CHG001282,CR005298,CRT0100,Kolar Special Court,2024-08-31,EMP006313,Filed
CHG001283,CR005300,CRT0051,Chitradurga District and Sessions Court,2026-10-27,EMP003351,Accepted
CHG001284,CR005301,CRT0098,Kolar Civil Judge and JMFC Court,2026-08-08,EMP006103,Accepted
CHG001285,CR005321,CRT0122,Shivamogga Senior Civil Court,2026-06-27,EMP008182,Filed
CHG001286,CR005322,CRT0068,Dharwad Civil Judge and JMFC Court,2025-08-11,EMP004244,Filed
CHG001287,CR005323,CRT0150,Vijayapura Special Court,2025-12-05,EMP009598,Filed
CHG001288,CR005324,CRT0114,Mysuru Family Court,2025-07-02,EMP000884,Filed
CHG001289,CR005328,CRT0067,Dharwad Senior Civil Court,2025-07-21,EMP004405,Filed
CHG001290,CR005330,CRT0076,Hassan District and Sessions Court,2026-07-03,EMP004843,Filed
CHG001291,CR005331,CRT0154,Yadgir Family Court,2026-04-24,EMP009960,Filed
CHG001292,CR005337,CRT0126,Tumakuru District and Sessions Court,2025-01-12,EMP008621,Accepted
CHG001293,CR005338,CRT0045,Chikkaballapura Special Court,2026-12-31,EMP003277,Returned for Correction
CHG001294,CR005339,CRT0097,Kolar Senior Civil Court,2025-10-21,EMP006071,Accepted
CHG001295,CR005344,CRT0119,Raichur Family Court,2025-09-20,EMP007820,Accepted
CHG001296,CR005355,CRT0111,Mysuru District and Sessions Court,2025-02-11,EMP007354,Filed
CHG001297,CR005370,CRT0044,Chikkaballapura Family Court,2026-03-09,EMP003292,Accepted
CHG001298,CR005373,CRT0079,Hassan Family Court,2025-09-28,EMP004833,Filed
CHG001299,CR005377,CRT0076,Hassan District and Sessions Court,2025-08-29,EMP004683,Accepted
CHG001300,CR005378,CRT0118,Raichur Civil Judge and JMFC Court,2026-02-05,EMP000891,Filed
CHG001301,CR005380,CRT0017,Bengaluru Rural Senior Civil Court,2026-07-21,EMP001429,Filed
CHG001302,CR005392,CRT0075,Gadag Special Court,2026-04-03,EMP004591,Returned for Correction
CHG001303,CR005393,CRT0053,Chitradurga Civil Judge and JMFC Court,2026-09-27,EMP000887,Filed
CHG001304,CR005400,CRT0106,Mandya District and Sessions Court,2026-06-15,EMP007034,Filed
CHG001305,CR005403,CRT0099,Kolar Family Court,2025-11-30,EMP006279,Filed
CHG001306,CR005412,CRT0078,Hassan Civil Judge and JMFC Court,2024-10-28,EMP004983,Returned for Correction
CHG001307,CR005415,CRT0100,Kolar Special Court,2026-05-31,EMP006110,Accepted
CHG001308,CR005422,CRT0107,Mandya Senior Civil Court,2025-04-02,EMP006704,Filed
CHG001309,CR005429,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2025-06-02,EMP009228,Filed
CHG001310,CR005433,CRT0099,Kolar Family Court,2026-08-27,EMP006295,Filed
CHG001311,CR005434,CRT0115,Mysuru Special Court,2026-06-29,EMP007504,Accepted
CHG001312,CR005436,CRT0139,Uttara Kannada Family Court,2025-11-18,EMP009443,Filed
CHG001313,CR005438,CRT0123,Shivamogga Civil Judge and JMFC Court,2025-07-11,EMP008081,Filed
CHG001314,CR005439,CRT0023,Bengaluru South Civil Judge and JMFC Court,2026-03-31,EMP001713,Filed
CHG001315,CR005443,CRT0139,Uttara Kannada Family Court,2025-05-30,EMP009321,Filed
CHG001316,CR005444,CRT0140,Uttara Kannada Special Court,2025-12-22,EMP009441,Filed
CHG001317,CR005448,CRT0116,Raichur District and Sessions Court,2025-02-10,EMP007851,Filed
CHG001318,CR005450,CRT0121,Shivamogga District and Sessions Court,2026-01-28,EMP008029,Filed
CHG001319,CR005460,CRT0096,Kolar District and Sessions Court,2024-12-16,EMP006055,Filed
CHG001320,CR005461,CRT0076,Hassan District and Sessions Court,2026-07-03,EMP004683,Filed
CHG001321,CR005462,CRT0147,Vijayapura Senior Civil Court,2026-03-24,EMP009736,Accepted
CHG001322,CR005463,CRT0065,Davanagere Special Court,2026-01-23,EMP003986,Filed
CHG001323,CR005466,CRT0115,Mysuru Special Court,2024-11-03,EMP007288,Filed
CHG001324,CR005478,CRT0154,Yadgir Family Court,2025-02-09,EMP010053,Filed
CHG001325,CR005482,CRT0112,Mysuru Senior Civil Court,2026-07-12,EMP007374,Filed
CHG001326,CR005488,CRT0155,Yadgir Special Court,2025-12-12,EMP009989,Filed
CHG001327,CR005489,CRT0095,Kodagu Special Court,2025-05-26,EMP005951,Filed
CHG001328,CR005491,CRT0091,Kodagu District and Sessions Court,2024-12-25,EMP006014,Filed
CHG001329,CR005496,CRT0041,Chikkaballapura District and Sessions Court,2026-01-04,EMP003274,Filed
CHG001330,CR005499,CRT0077,Hassan Senior Civil Court,2025-08-27,EMP005004,Filed
CHG001331,CR005506,CRT0034,Bidar Family Court,2026-03-24,EMP003102,Filed
CHG001332,CR005513,CRT0045,Chikkaballapura Special Court,2025-02-26,EMP003294,Filed
CHG001333,CR005520,CRT0151,Yadgir District and Sessions Court,2026-10-12,EMP009947,Accepted
CHG001334,CR005526,CRT0047,Chikkamagaluru Senior Civil Court,2026-04-01,EMP003310,Returned for Correction
CHG001335,CR005540,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2026-06-29,EMP003313,Filed
CHG001336,CR005548,CRT0140,Uttara Kannada Special Court,2024-09-26,EMP009466,Filed
CHG001337,CR005552,CRT0093,Kodagu Civil Judge and JMFC Court,2025-10-04,EMP005867,Returned for Correction
CHG001338,CR005554,CRT0087,Kalaburagi Senior Civil Court,2025-09-20,EMP005352,Filed
CHG001339,CR005559,CRT0077,Hassan Senior Civil Court,2025-05-14,EMP004780,Accepted
CHG001340,CR005570,CRT0091,Kodagu District and Sessions Court,2025-12-26,EMP005760,Filed
CHG001341,CR005579,CRT0063,Davanagere Civil Judge and JMFC Court,2024-12-01,EMP004108,Filed
CHG001342,CR005580,CRT0063,Davanagere Civil Judge and JMFC Court,2025-11-22,EMP003907,Filed
CHG001343,CR005581,CRT0076,Hassan District and Sessions Court,2025-08-03,EMP004740,Filed
CHG001344,CR005583,CRT0077,Hassan Senior Civil Court,2025-05-03,EMP004729,Filed
CHG001345,CR005584,CRT0065,Davanagere Special Court,2026-08-06,EMP003886,Filed
CHG001346,CR005585,CRT0146,Vijayapura District and Sessions Court,2025-11-19,EMP009879,Filed
CHG001347,CR005587,CRT0027,Bengaluru Urban Senior Civil Court,2026-01-16,EMP002379,Filed
CHG001348,CR005596,CRT0128,Tumakuru Civil Judge and JMFC Court,2026-02-17,EMP008699,Filed
CHG001349,CR005597,CRT0078,Hassan Civil Judge and JMFC Court,2026-05-31,EMP004801,Accepted
CHG001350,CR005602,CRT0036,Chamarajanagar District and Sessions Court,2024-12-09,EMP003258,Filed
CHG001351,CR005617,CRT0041,Chikkaballapura District and Sessions Court,2025-03-26,EMP003264,Filed
CHG001352,CR005618,CRT0101,Koppal District and Sessions Court,2026-04-16,EMP006552,Filed
CHG001353,CR005625,CRT0106,Mandya District and Sessions Court,2025-05-23,EMP006962,Filed
CHG001354,CR005626,CRT0046,Chikkamagaluru District and Sessions Court,2025-02-01,EMP003315,Returned for Correction
CHG001355,CR005628,CRT0079,Hassan Family Court,2026-03-29,EMP004888,Filed
CHG001356,CR005632,CRT0131,Udupi District and Sessions Court,2025-12-30,EMP008932,Filed
CHG001357,CR005633,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-03-25,EMP008689,Filed
CHG001358,CR005637,CRT0047,Chikkamagaluru Senior Civil Court,2026-07-28,EMP003306,Filed
CHG001359,CR005644,CRT0077,Hassan Senior Civil Court,2025-04-02,EMP004793,Accepted
CHG001360,CR005651,CRT0089,Kalaburagi Family Court,2026-02-28,EMP005411,Filed
CHG001361,CR005652,CRT0124,Shivamogga Family Court,2025-02-01,EMP008248,Filed
CHG001362,CR005653,CRT0044,Chikkaballapura Family Court,2025-05-22,EMP003291,Accepted
CHG001363,CR005655,CRT0077,Hassan Senior Civil Court,2026-06-28,EMP004742,Filed
CHG001364,CR005659,CRT0041,Chikkaballapura District and Sessions Court,2025-04-02,EMP003265,Filed
CHG001365,CR005662,CRT0053,Chitradurga Civil Judge and JMFC Court,2025-11-30,EMP003374,Filed
CHG001366,CR005667,CRT0004,Bagalkote Family Court,2025-01-06,EMP000262,Returned for Correction
CHG001367,CR005671,CRT0065,Davanagere Special Court,2025-09-10,EMP004030,Accepted
CHG001368,CR005672,CRT0008,Ballari Civil Judge and JMFC Court,2025-06-26,EMP000493,Filed
CHG001369,CR005675,CRT0137,Uttara Kannada Senior Civil Court,2025-01-04,EMP009200,Accepted
CHG001370,CR005681,CRT0101,Koppal District and Sessions Court,2026-05-09,EMP006413,Filed
CHG001371,CR005682,CRT0067,Dharwad Senior Civil Court,2025-04-19,EMP004317,Filed
CHG001372,CR005685,CRT0096,Kolar District and Sessions Court,2025-05-19,EMP006351,Accepted
CHG001373,CR005688,CRT0055,Chitradurga Special Court,2026-05-02,EMP000892,Filed
CHG001374,CR005692,CRT0121,Shivamogga District and Sessions Court,2025-10-08,EMP008169,Filed
CHG001375,CR005702,CRT0048,Chikkamagaluru Civil Judge and JMFC Court,2024-12-06,EMP003303,Accepted
CHG001376,CR005715,CRT0065,Davanagere Special Court,2025-05-07,EMP004061,Filed
CHG001377,CR005718,CRT0039,Chamarajanagar Family Court,2025-03-07,EMP003260,Filed
CHG001378,CR005721,CRT0034,Bidar Family Court,2025-11-01,EMP003154,Filed
CHG001379,CR005722,CRT0012,Belagavi Senior Civil Court,2025-05-03,EMP000612,Accepted
CHG001380,CR005724,CRT0003,Bagalkote Civil Judge and JMFC Court,2025-07-04,EMP000057,Filed
CHG001381,CR005735,CRT0081,Haveri District and Sessions Court,2026-06-23,EMP005330,Filed
CHG001382,CR005739,CRT0105,Koppal Special Court,2025-11-21,EMP006584,Accepted
CHG001383,CR005745,CRT0044,Chikkaballapura Family Court,2025-03-19,EMP003289,Filed
CHG001384,CR005747,CRT0029,Bengaluru Urban Family Court,2025-08-08,EMP002315,Accepted
CHG001385,CR005752,CRT0096,Kolar District and Sessions Court,2024-11-06,EMP006182,Filed
CHG001386,CR005761,CRT0139,Uttara Kannada Family Court,2025-01-13,EMP009444,Filed
CHG001387,CR005762,CRT0104,Koppal Family Court,2025-06-25,EMP006550,Filed
CHG001388,CR005763,CRT0121,Shivamogga District and Sessions Court,2025-11-02,EMP008137,Filed
CHG001389,CR005765,CRT0076,Hassan District and Sessions Court,2025-06-01,EMP004907,Filed
CHG001390,CR005766,CRT0054,Chitradurga Family Court,2026-08-03,EMP003330,Filed
CHG001391,CR005772,CRT0002,Bagalkote Senior Civil Court,2025-05-16,EMP000018,Filed
CHG001392,CR005775,CRT0130,Tumakuru Special Court,2026-05-17,EMP008505,Accepted
CHG001393,CR005779,CRT0029,Bengaluru Urban Family Court,2025-10-19,EMP002671,Filed
CHG001394,CR005783,CRT0081,Haveri District and Sessions Court,2026-03-11,EMP005059,Accepted
CHG001395,CR005785,CRT0081,Haveri District and Sessions Court,2025-07-31,EMP005308,Accepted
CHG001396,CR005789,CRT0066,Dharwad District and Sessions Court,2025-03-17,EMP002632,Filed
CHG001397,CR005800,CRT0011,Belagavi District and Sessions Court,2025-09-24,EMP000708,Filed
CHG001398,CR005805,CRT0123,Shivamogga Civil Judge and JMFC Court,2026-10-30,EMP007994,Accepted
CHG001399,CR005808,CRT0091,Kodagu District and Sessions Court,2026-02-22,EMP005789,Filed
CHG001400,CR005809,CRT0130,Tumakuru Special Court,2025-07-12,EMP008833,Filed
CHG001401,CR005811,CRT0118,Raichur Civil Judge and JMFC Court,2026-08-01,EMP007697,Accepted
CHG001402,CR005812,CRT0111,Mysuru District and Sessions Court,2024-12-04,EMP007234,Accepted
CHG001403,CR005819,CRT0049,Chikkamagaluru Family Court,2026-09-03,EMP003296,Filed
CHG001404,CR005822,CRT0098,Kolar Civil Judge and JMFC Court,2026-08-16,EMP006203,Filed
CHG001405,CR005828,CRT0125,Shivamogga Special Court,2025-04-07,EMP008320,Accepted
CHG001406,CR005836,CRT0118,Raichur Civil Judge and JMFC Court,2025-06-20,EMP007918,Filed
CHG001407,CR005838,CRT0059,Dakshina Kannada Family Court,2024-11-05,EMP003426,Filed
CHG001408,CR005839,CRT0034,Bidar Family Court,2025-12-21,EMP002990,Filed
CHG001409,CR005842,CRT0051,Chitradurga District and Sessions Court,2026-08-17,EMP003331,Accepted
CHG001410,CR005843,CRT0078,Hassan Civil Judge and JMFC Court,2025-12-15,EMP004746,Filed
CHG001411,CR005849,CRT0117,Raichur Senior Civil Court,2024-11-14,EMP007787,Accepted
CHG001412,CR005850,CRT0106,Mandya District and Sessions Court,2025-04-06,EMP006672,Filed
CHG001413,CR005853,CRT0127,Tumakuru Senior Civil Court,2025-10-20,EMP008408,Returned for Correction
CHG001414,CR005856,CRT0087,Kalaburagi Senior Civil Court,2025-09-07,EMP005382,Filed
CHG001415,CR005857,CRT0032,Bidar Senior Civil Court,2025-04-29,EMP003152,Accepted
CHG001416,CR005865,CRT0147,Vijayapura Senior Civil Court,2026-02-19,EMP009631,Accepted
CHG001417,CR005891,CRT0062,Davanagere Senior Civil Court,2025-05-25,EMP003976,Filed
CHG001418,CR005900,CRT0078,Hassan Civil Judge and JMFC Court,2026-06-16,EMP004738,Filed
CHG001419,CR005912,CRT0093,Kodagu Civil Judge and JMFC Court,2025-11-26,EMP005772,Filed
CHG001420,CR005913,CRT0098,Kolar Civil Judge and JMFC Court,2025-06-24,EMP006134,Accepted
CHG001421,CR005914,CRT0147,Vijayapura Senior Civil Court,2025-09-25,EMP009724,Filed
CHG001422,CR005922,CRT0011,Belagavi District and Sessions Court,2025-02-15,EMP000883,Accepted
CHG001423,CR005929,CRT0094,Kodagu Family Court,2025-05-04,EMP005824,Filed
CHG001424,CR005931,CRT0020,Bengaluru Rural Special Court,2026-02-19,EMP001237,Filed
CHG001425,CR005934,CRT0011,Belagavi District and Sessions Court,2025-08-28,EMP000565,Filed
CHG001426,CR005940,CRT0121,Shivamogga District and Sessions Court,2026-04-20,EMP008062,Filed
CHG001427,CR005946,CRT0087,Kalaburagi Senior Civil Court,2025-05-31,EMP005443,Filed
CHG001428,CR005962,CRT0126,Tumakuru District and Sessions Court,2025-07-02,EMP008507,Filed
CHG001429,CR005964,CRT0090,Kalaburagi Special Court,2026-08-24,EMP005390,Filed
CHG001430,CR005968,CRT0139,Uttara Kannada Family Court,2025-01-06,EMP009183,Accepted
CHG001431,CR005972,CRT0049,Chikkamagaluru Family Court,2025-10-30,EMP003304,Filed
CHG001432,CR005973,CRT0065,Davanagere Special Court,2026-03-13,EMP003858,Filed
CHG001433,CR005977,CRT0019,Bengaluru Rural Family Court,2025-11-01,EMP001474,Accepted
CHG001434,CR005979,CRT0091,Kodagu District and Sessions Court,2025-03-24,EMP005809,Filed
CHG001435,CR005983,CRT0110,Mandya Special Court,2026-03-18,EMP006655,Accepted
CHG001436,CR005988,CRT0107,Mandya Senior Civil Court,2025-01-08,EMP006692,Filed
CHG001437,CR005994,CRT0120,Raichur Special Court,2025-11-26,EMP007776,Filed
CHG001438,CR006002,CRT0108,Mandya Civil Judge and JMFC Court,2025-08-10,EMP003307,Filed
CHG001439,CR006007,CRT0076,Hassan District and Sessions Court,2025-06-20,EMP004680,Filed
CHG001440,CR006009,CRT0087,Kalaburagi Senior Civil Court,2026-08-25,EMP005355,Filed
CHG001441,CR006014,CRT0115,Mysuru Special Court,2024-11-05,EMP007344,Filed
CHG001442,CR006015,CRT0010,Ballari Special Court,2025-04-06,EMP000327,Filed
CHG001443,CR006027,CRT0124,Shivamogga Family Court,2025-10-13,EMP008236,Filed
CHG001444,CR006029,CRT0097,Kolar Senior Civil Court,2025-05-28,EMP006304,Accepted
CHG001445,CR006033,CRT0129,Tumakuru Family Court,2025-12-16,EMP008606,Filed
CHG001446,CR006036,CRT0053,Chitradurga Civil Judge and JMFC Court,2024-10-08,EMP003349,Filed
CHG001447,CR006038,CRT0088,Kalaburagi Civil Judge and JMFC Court,2025-11-26,EMP005640,Returned for Correction
CHG001448,CR006042,CRT0063,Davanagere Civil Judge and JMFC Court,2024-11-15,EMP003827,Filed
CHG001449,CR006045,CRT0105,Koppal Special Court,2024-10-26,EMP006512,Filed
CHG001450,CR006050,CRT0127,Tumakuru Senior Civil Court,2025-08-14,EMP000889,Accepted
CHG001451,CR006051,CRT0121,Shivamogga District and Sessions Court,2026-07-31,EMP008075,Filed
CHG001452,CR006058,CRT0106,Mandya District and Sessions Court,2026-04-25,EMP006796,Filed
CHG001453,CR006062,CRT0108,Mandya Civil Judge and JMFC Court,2026-07-01,EMP006744,Accepted
CHG001454,CR006063,CRT0050,Chikkamagaluru Special Court,2026-04-06,EMP003312,Filed
CHG001455,CR006069,CRT0069,Dharwad Family Court,2026-06-28,EMP004288,Filed
CHG001456,CR006070,CRT0108,Mandya Civil Judge and JMFC Court,2026-05-06,EMP006669,Filed
CHG001457,CR006071,CRT0127,Tumakuru Senior Civil Court,2025-11-16,EMP008770,Accepted
CHG001458,CR006072,CRT0094,Kodagu Family Court,2025-11-25,EMP005773,Filed
CHG001459,CR006076,CRT0137,Uttara Kannada Senior Civil Court,2026-07-25,EMP009364,Filed
CHG001460,CR006078,CRT0117,Raichur Senior Civil Court,2026-03-19,EMP007919,Filed
CHG001461,CR006088,CRT0128,Tumakuru Civil Judge and JMFC Court,2025-01-22,EMP008529,Returned for Correction
CHG001462,CR006092,CRT0078,Hassan Civil Judge and JMFC Court,2025-09-18,EMP004625,Filed
CHG001463,CR006097,CRT0120,Raichur Special Court,2025-05-15,EMP007836,Filed
CHG001464,CR006113,CRT0107,Mandya Senior Civil Court,2025-12-11,EMP007013,Filed
CHG001465,CR006118,CRT0154,Yadgir Family Court,2025-11-06,EMP010055,Filed
CHG001466,CR006120,CRT0079,Hassan Family Court,2025-05-23,EMP005005,Filed
CHG001467,CR006134,CRT0138,Uttara Kannada Civil Judge and JMFC Court,2025-03-14,EMP009181,Filed
CHG001468,CR006135,CRT0045,Chikkaballapura Special Court,2025-11-13,EMP003278,Filed
CHG001469,CR006138,CRT0044,Chikkaballapura Family Court,2026-04-02,EMP003277,Filed
CHG001470,CR006139,CRT0152,Yadgir Senior Civil Court,2024-12-02,EMP010060,Filed
