occurrence_id,case_id,occurrence_datetime,time_slot,district,taluk,gram_panchayat,village,police_station,crime_latitude,crime_longitude
OCC005928,CR005928,2024-09-03 06:55:10,Evening,Tumakuru,Chiknayakanhalli,Unknown,Kedigehalli,Hebbur PS,13.363109,77.102957
OCC005929,CR005929,2025-09-20 08:40:04,Evening,Dakshina Kannada,Moodubidire,Padumarnad,Padumarnadu,Subramanya PS,12.90762,74.843715
OCC005930,CR005930,2026-05-14 16:43:32,Night,Hassan,Arkalgud,Ramanathapura,Ramanathapura,Channarayapatna Town PS,13.009404,76.091369
OCC005931,CR005931,2026-03-28 07:24:29,Night,Dharwad,Dharwad,Uppin Betageri,Hanamanakoppa,Ghantikeri PS,15.424376,75.015235
OCC005932,CR005932,2026-05-29 21:15:14,Night,Mysuru,Heggadadevankote,N.Belthur,N.Belathur,Siddarthanagar Traffic PS,12.239284,76.673769
OCC005933,CR005933,2025-06-01 07:56:57,Afternoon,Bengaluru Rural,Hosakote,Unknown,Hosakote,Nelamangala Rural PS,13.222023,77.582656
OCC005934,CR005934,2026-06-19 04:43:21,Night,Shivamogga,Sorab,Mutuguppe,Kadasuru,Shiralakuppa PS,13.926194,75.570121
OCC005935,CR005935,2025-01-31 09:06:55,Night,Hassan,Hole Narsipur,Malali,Chandapura,Hassan Traffic PS,12.993251,76.049168
OCC005936,CR005936,2026-04-26 02:58:39,Evening,Gadag,Shirahatti,Majjooru,Majjur,Mundargi PS,15.471235,75.639927
OCC005937,CR005937,2026-01-01 21:36:50,Night,Tumakuru,Tumakuru,Honasigere,Mulukunte,Kibbanhalli PS,13.32453,77.113718
OCC005938,CR005938,2025-09-20 16:28:32,Afternoon,Raichur,Lingasugur,Rodalabanda,Tawag,Gabbur PS,16.21408,77.328401
OCC005939,CR005939,2025-03-02 05:18:32,Morning,Bengaluru Rural,Nelamangala,Arebommanahalli,Halkur,Jigani PS,13.190845,77.52872
OCC005940,CR005940,2025-05-25 12:57:11,Night,Bengaluru South,Kanakapura,Uyyamballi,Bennegodlu,Ramanagar CEN Crime PS,12.988841,77.601743
OCC005941,CR005941,2026-04-01 15:53:47,Evening,Chikkaballapura,Bagepalli,Thimamapalli,Chancharayanapalli,Nandi Giridhama PS,13.411259,77.679676
OCC005942,CR005942,2026-07-15 13:38:03,Evening,Tumakuru,Kunigal,Nidasale,Honnamachanahalli,Sira PS,13.377608,77.095996
OCC005943,CR005943,2026-01-09 06:48:04,Morning,Chikkaballapura,Chelur,Racheravu,Arigevarigutta,Chelur PS,13.419758,77.704736
OCC005944,CR005944,2025-12-02 06:14:37,Evening,Tumakuru,Turuvekere,Soravanahalli,Honakere,New Extention PS,13.367547,77.099613
OCC005945,CR005945,2026-03-21 13:47:51,Night,Raichur,Maski,Gudadur,Gudadur,Jalhalli PS,16.184921,77.361806
OCC005946,CR005946,2025-10-01 10:13:54,Afternoon,Kalaburagi,Yadrami,Balbatti,Kachur,Ferhatabad PS,17.289942,76.801751
OCC005947,CR005947,2025-05-27 00:42:14,Night,Kolar,Kolar,Madderi,Devarahalli,BEML Nagar PS,13.138577,78.131538
OCC005948,CR005948,2026-04-17 10:45:56,Evening,Chamarajanagar,Gundlupet,Belachavadi,Kasavanur,Chamarajanagar Traffic PS,11.885078,76.952493
OCC005949,CR005949,2024-07-25 22:40:18,Evening,Chikkamagaluru,Mudigere,Coove,Hadivoni,Jayapura PS,13.291978,75.741588
OCC005950,CR005950,2026-06-04 21:19:16,Afternoon,Mysuru,Heggadadevankote,D.B.Kuppe,Kadegadde,Krishnaraja PS,12.274014,76.634099
OCC005951,CR005951,2026-04-21 10:23:30,Night,Kolar,Kolar,Uragili,Talagondapurahalli,Srinivasapura PS,13.155798,78.158661
OCC005952,CR005952,2024-08-19 03:12:03,Night,Kolar,Bangarapet,Karahalli,Margal,Gulpet PS,13.14278,78.129464
OCC005953,CR005953,2025-12-20 00:07:25,Night,Hassan,Arkalgud,Mokali,Somanahalli,Holenarasipura Town PS,12.995866,76.0897
OCC005954,CR005954,2026-06-29 16:01:38,Morning,Belagavi,Khanapur,Nilawade,Daroli,APMC Yard PS,15.855412,74.489382
OCC005955,CR005955,2025-09-08 23:17:40,Evening,Mandya,Krishnarajpet,Chowdenahalli,Jakkanahalli,Mandya CEN Crime PS,12.577962,76.885828
OCC005956,CR005956,2026-07-01 23:40:14,Afternoon,Hassan,Alur,Karagodu,Baliganahalli,Pension Mohalla PS,12.998727,76.129578
OCC005957,CR005957,2026-05-14 17:08:16,Night,Uttara Kannada,Karwar,Gotegali,Lande,Bhatkal Rural PS,14.8485,74.732918
OCC005958,CR005958,2026-04-04 00:57:12,Evening,Kodagu,Ponnampet,Mayamudi,Mayamudi,Napoklu PS,12.286764,75.84415
OCC005959,CR005959,2025-01-18 10:48:17,Morning,Shivamogga,Tirthahalli,Naalur Kolige,Dasanakodige,Agumbe PS,13.921263,75.549415
OCC005960,CR005960,2025-02-09 00:14:18,Night,Mysuru,Nanjangud,Badanavalu,Veeredevanapura,Kuvempunagar PS,12.26915,76.638697
OCC005961,CR005961,2025-07-19 15:41:41,Night,Shivamogga,Tirthahalli,Hanagere,Hanagere,Soraba PS,13.949394,75.586582
OCC005962,CR005962,2025-04-15 09:46:38,Evening,Davanagere,Channagiri,Nalkudure,Nalkudre,Honnali PS,14.500847,75.950664
OCC005963,CR005963,2026-03-30 05:22:44,Morning,Hassan,Channarayapatna,Karehalli,Papanaghatta,Konanur PS,13.019326,76.115011
OCC005964,CR005964,2026-07-03 15:13:47,Afternoon,Koppal,Karatagi,Siddapur,Siddapur,Tavaregera PS,15.37866,76.200037
OCC005965,CR005965,2024-08-10 00:33:26,Night,Kolar,Malur,Araleri,Angasettihalli,Gulpet PS,13.143383,78.12382
OCC005966,CR005966,2024-08-04 00:55:15,Night,Koppal,Kanakagiri,Basarihal,Basrihal,Gangavathi Traffic PS,15.389422,76.158237
OCC005967,CR005967,2026-05-01 23:45:30,Morning,Hassan,Arkalgud,Heggadihalli,Heggadihalli,Holenarasipura Town PS,13.015481,76.101059
OCC005968,CR005968,2026-05-17 21:27:41,Evening,Dakshina Kannada,Beltangadi,Arasinamakki,Rekhya,Uppinangadi PS,12.936556,74.849407
OCC005969,CR005969,2026-04-23 15:51:12,Morning,Kalaburagi,Jevargi,Ranjangi,Badnihal,Kalaburagi CEN Crime PS,17.360636,76.843499
OCC005970,CR005970,2025-06-09 23:34:25,Evening,Haveri,Haveri,Hanvasi,Shyakar,Shiggaon PS,14.763913,75.382514
OCC005971,CR005971,2025-02-21 18:25:15,Night,Hassan,Sakleshpur,Kyanahalli,Aluvalli,Hassan Traffic PS,12.982143,76.081795
OCC005972,CR005972,2025-08-07 11:20:08,Afternoon,Shivamogga,Bhadravati,Dasarakallahalli,Dasarakallahalli,Bhadravathi New Town PS,13.971567,75.521878
OCC005973,CR005973,2026-06-25 01:16:06,Evening,Belagavi,Chikodi,Ingali,Ingali,Belagavi City CEN Crime PS,15.820684,74.507558
OCC005974,CR005974,2024-12-17 05:24:58,Afternoon,Chamarajanagar,Gundlupet,Nenekatte,Devalapura,Chamarajanagar Traffic PS,11.910314,76.94477
OCC005975,CR005975,2025-04-23 07:55:39,Afternoon,Haveri,Shiggaon,Nmtadasa,Neeralgi,Bankapura PS,14.780703,75.412933
OCC005976,CR005976,2024-08-03 01:50:06,Afternoon,Shivamogga,Hosanagara,Maruthipura,Kanagodu,Paper Town PS,13.913303,75.532335
OCC005977,CR005977,2024-12-16 10:22:08,Evening,Chitradurga,Holalkere,Tuppadahalli,Kenchapura,Chitradurga Extension PS,14.220452,76.386605
OCC005978,CR005978,2025-05-16 13:19:50,Evening,Belagavi,Khanapur,Nanjanakodal,Junjwad (K.G.),Kudachi PS,15.815442,74.466328
OCC005979,CR005979,2026-07-04 01:41:12,Night,Belagavi,Hukkeri,Shiradaana,Shirdhan,Belgaum South Traffic PS,15.850129,74.544665
OCC005980,CR005980,2025-05-05 14:21:12,Morning,Hassan,Hassan,Channangihalli,Kabbathi,Shravanabelagola PS,13.040958,76.072376
OCC005981,CR005981,2025-02-09 04:32:20,Evening,Kalaburagi,Sedam,Ribbanpalli,Khanderayanpalli,MB Nagar PS,17.361399,76.782115
OCC005982,CR005982,2025-07-06 17:23:16,Night,Bagalkote,Mudhol,Machaknur,Alagundi(B.K),Banahatti PS,16.223335,75.721946
OCC005983,CR005983,2026-01-07 13:55:22,Evening,Bengaluru Rural,Hosakote,Doddaralagere,Haniyur,Suryanagar PS,13.25495,77.565659
OCC005984,CR005984,2025-08-23 11:00:36,Afternoon,Kalaburagi,Jevargi,Yalvar,Chigarhalli,Kalaburagi CEN Crime PS,17.354119,76.874467
OCC005985,CR005985,2025-12-05 04:00:47,Afternoon,Hassan,Alur,Hanchur,Kithabur,Hassan Traffic PS,12.995113,76.052399
OCC005986,CR005986,2026-05-19 22:23:28,Evening,Davanagere,Davanagere,Huchchavanahally,Kyatanahalli,Harihara Town PS,14.428446,75.922361
OCC005987,CR005987,2024-07-27 08:48:18,Night,Belagavi,Ramdurg,Idagal,Lingadal,Athani PS,15.828034,74.488318
OCC005988,CR005988,2026-05-19 11:46:17,Afternoon,Kolar,Kolar,Uragili,Somambudi Amanikere,Nangli PS,13.158326,78.146787
OCC005989,CR005989,2024-11-11 11:46:18,Evening,Belagavi,Khanapur,Shiroli,Mendil,Kakati PS,15.842123,74.530272
OCC005990,CR005990,2026-06-19 06:52:11,Night,Raichur,Arakera,Jagirajadaladinni,Markamdinni,Shakti Nagar PS,16.208852,77.360504
OCC005991,CR005991,2025-02-24 00:55:35,Night,Hassan,Channarayapatna,Kembalu,Balehalli,Javagal PS,12.98311,76.112704
OCC005992,CR005992,2024-10-07 03:03:52,Evening,Chikkamagaluru,Ajjampura,Gowrapura,Abbinaholalu,Jayapura PS,13.26673,75.718398
OCC005993,CR005993,2025-08-23 08:35:14,Night,Bagalkote,Bilgi,Janamatti,Janamatti,Bagalkot Traffic PS,16.214252,75.707182
OCC005994,CR005994,2025-09-10 04:29:40,Night,Chikkamagaluru,Chikkamagaluru,Anooru,Hedadalu,Jayapura PS,13.275326,75.73987
OCC005995,CR005995,2025-06-04 23:23:41,Evening,Hassan,Arsikere,Unknown,Byrapura,Alur PS,12.955657,76.100984
OCC005996,CR005996,2024-10-17 12:32:35,Evening,Chitradurga,Hiriyur,Khandenahally,Khandenahalli,Chitradurga CEN Crime PS,14.211782,76.364528
OCC005997,CR005997,2025-10-28 05:50:54,Morning,Bengaluru Urban,Bengaluru East,Bidarahalli,Byappanahalli,Wilsongarden Traffic PS,12.924728,77.583295
OCC005998,CR005998,2024-11-16 14:09:40,Afternoon,Kolar,Malur,Hulimangala Hosakote (H.Hosakote),Lakkurhosahalli,Kolar Traffic PS,13.187183,78.116608
OCC005999,CR005999,2026-04-04 14:43:56,Night,Haveri,Hirekerur,Aladageri,Yalawadahalli,Hanagal PS,14.817472,75.426221
OCC006000,CR006000,2025-08-10 06:16:07,Afternoon,Mandya,Nagamangala,Honakere,J.Hosur,Kirugavalu PS,12.483857,76.888806
OCC006001,CR006001,2026-03-21 12:19:10,Evening,Kalaburagi,Chincholi,Kupanoor,Kupnoor,Kalaburagi CEN Crime PS,17.35661,76.844761
OCC006002,CR006002,2025-08-10 01:48:48,Afternoon,Hassan,Hassan,Salagame,Attihalli,Channarayapatna Town PS,12.999657,76.115753
OCC006003,CR006003,2025-02-24 21:07:35,Night,Mysuru,Hunsur,Harave,Chittikyathanahalli,Periyapatna PS,12.314134,76.63661
OCC006004,CR006004,2025-11-22 15:50:46,Night,Belagavi,Belagavi,Tarihal,Chandanhosur,Nippani Rural PS,15.874119,74.535427
OCC006005,CR006005,2024-10-20 06:06:50,Morning,Bengaluru South,Ramanagara,Unknown,Hulthar State Forest,Channapatna East PS,12.962236,77.569092
OCC006006,CR006006,2026-04-12 08:02:30,Evening,Chamarajanagar,Chamarajanagar,Unknown,Mudlapura,Chamarajanagar Traffic PS,11.892672,76.944724
OCC006007,CR006007,2025-12-16 13:44:57,Late Night,Kalaburagi,Sedam,Kurkunta,Kurgunta (Ct),Ashoknagar PS,17.365816,76.826733
OCC006008,CR006008,2024-10-09 05:24:41,Morning,Chikkamagaluru,Kadur,V.Yaradakere,Chattanahalli,Jayapura PS,13.263579,75.738008
OCC006009,CR006009,2024-10-19 20:54:57,Afternoon,Mysuru,Piriyapatna,Hitnehebbagilu,Mallahalli,Jayapura PS,12.295615,76.628218
OCC006010,CR006010,2026-07-02 16:20:19,Morning,Belagavi,Khanapur,Nagargali,Bamanakop,Chikkodi PS,15.897786,74.473644
OCC006011,CR006011,2025-08-11 00:16:18,Evening,Dharwad,Dharwad,Kanakur,Kavalgeri,Dharwad Sub-Urban PS,15.459416,74.955889
OCC006012,CR006012,2026-02-17 19:07:47,Morning,Vijayapura,Talikoti,Kalakeri,Binjalbhavi,APMC PS,16.846435,75.689157
OCC006013,CR006013,2025-12-24 06:08:07,Evening,Belagavi,Belagavi,Bekkinkeri,Attiwad,Kakati PS,15.817629,74.520296
OCC006014,CR006014,2025-04-13 20:43:16,Night,Hassan,Belur,Kalleri,Byadra Somanahalli,Hassan Women PS,13.002699,76.101081
OCC006015,CR006015,2026-06-09 15:41:42,Night,Vijayapura,Basavana Bagevadi,Byakod,Byakod,Vijayapura Women PS,16.836802,75.711369
OCC006016,CR006016,2025-09-26 05:23:30,Morning,Mandya,Malavalli,Chikkamulagudu,Anasale,Kesthur PS,12.493459,76.93291
OCC006017,CR006017,2025-03-06 07:49:29,Afternoon,Hassan,Arsikere,Narasipura,Jannavara,Hallymysore PS,13.040479,76.095597
OCC006018,CR006018,2025-02-18 09:44:49,Night,Mysuru,Tirumakudal - Narsipur,Maliyuru,Kunthanahalli,Nazarbad PS,12.2795,76.618269
OCC006019,CR006019,2025-01-04 06:15:57,Night,Kolar,Kolar,Beglihosahalli,Kooteri,Mulbagal Rural PS,13.105686,78.123479
OCC006020,CR006020,2024-08-23 11:30:26,Night,Chamarajanagar,Gundlupet,Baragi,Masahalli,Chamarajanagar Traffic PS,11.89309,76.94548
OCC006021,CR006021,2025-04-29 23:06:25,Evening,Mandya,Shrirangapattana,Sabbanakuppe,Chinnenahalli,Belakavadi PS,12.574279,76.85832
OCC006022,CR006022,2024-11-21 22:30:40,Late Night,Chikkaballapura,Gudibanda,Hampasandra,Lakshmanapura,Chelur PS,13.443262,77.729375
OCC006023,CR006023,2024-11-30 22:14:20,Morning,Belagavi,Khanapur,Shiroli,Degaon,Belgaum North Traffic PS,15.896726,74.531173
OCC006024,CR006024,2025-11-17 21:35:34,Morning,Chamarajanagar,Chamarajanagar,Kuderu,Yalakkur,Chamarajanagar Traffic PS,11.911492,76.963774
OCC006025,CR006025,2024-10-19 14:14:27,Morning,Kalaburagi,Aland,Bhodhan,Bhodhan,Madanahipparga PS,17.318041,76.812329
OCC006026,CR006026,2024-10-21 10:13:02,Evening,Chikkamagaluru,Chikkamagaluru,Indavara,Hukkunda,Jayapura PS,13.277614,75.738224
OCC006027,CR006027,2025-10-12 07:18:06,Afternoon,Mandya,Krishnarajpet,Ichanahalli,Bannenahalli,K.R. Sagar PS,12.512227,76.935265
OCC006028,CR006028,2025-05-24 00:26:02,Evening,Uttara Kannada,Sirsi,Salkani,Manadur,Ramnagar PS,14.77107,74.679226
OCC006029,CR006029,2026-04-22 12:59:30,Evening,Mysuru,Piriyapatna,N. Shettihalli,Bettadakaval,Krishnaraja PS,12.284069,76.621091
OCC006030,CR006030,2025-04-06 10:24:16,Evening,Uttara Kannada,Bhatkal,Hadavalli,Hadavalli,Bhatkal Rural PS,14.832461,74.728968
OCC006031,CR006031,2024-12-29 08:48:55,Morning,Kolar,Malur,Tekal,Tekal,Malur PS,13.126262,78.104876
OCC006032,CR006032,2025-01-01 13:29:14,Evening,Kolar,Srinivaspur,Hodali,Devasandra (K.G.),Champion Reefs PS,13.152901,78.145518
OCC006033,CR006033,2024-11-21 14:25:19,Morning,Tumakuru,Madhugiri,Doddayalkuru,Huvinahalli,Kodigenahalli PS,13.343017,77.069716
OCC006034,CR006034,2025-01-16 16:42:08,Afternoon,Gadag,Gadag,Adavisomapur,Adavisomapur,Gadag CEN Crime PS,15.483629,75.668605
OCC006035,CR006035,2026-03-29 22:56:19,Morning,Mysuru,Krishnarajanagara,Chandagalu,Venkatapura,Beechanahalli PS,12.304524,76.608155
OCC006036,CR006036,2025-11-23 19:18:12,Morning,Shivamogga,Sagar,Yadajigalemane,Benkatavalli,Shivamogga CEN Crime PS,13.882801,75.539989
OCC006037,CR006037,2024-11-19 13:23:13,Afternoon,Kalaburagi,Chincholi,Shadipur,Yakatpur,Station Bazar PS,17.349005,76.830189
OCC006038,CR006038,2025-02-13 14:41:34,Afternoon,Chikkaballapura,Gauribidanur,Nagaragere,Mattavalahalli,Peresandra PS,13.467917,77.721139
OCC006039,CR006039,2026-05-09 03:44:23,Night,Chamarajanagar,Gundlupet,Baragi,Masahalli,Chamarajanagar Traffic PS,11.890205,76.94732
OCC006040,CR006040,2025-06-06 04:10:16,Night,Kolar,Malur,Kavala Giriyana Halli (K.G. Halli),Balleri,Kamasamudram PS,13.091056,78.172368
OCC006041,CR006041,2026-07-07 00:44:31,Late Night,Belagavi,Ramdurg,Gonnagar,Gonnagar,Udyambag PS,15.884729,74.453752
OCC006042,CR006042,2025-07-05 07:07:29,Evening,Shivamogga,Shivamogga,Ayanuru-I,Veerannana Benavalli,Sagar Rural PS,13.933236,75.605051
OCC006043,CR006043,2025-09-04 13:44:49,Morning,Raichur,Raichur,Yapaladinni,Budidipad,Raichur CEN Crime PS,16.211925,77.379688
OCC006044,CR006044,2025-05-09 03:27:08,Morning,Bengaluru Rural,Doddaballapura,Kanasavadi,Yedlahalli,Doddabelavangala PS,13.246788,77.575151
OCC006045,CR006045,2024-08-20 05:07:04,Morning,Belagavi,Belagavi,Uchangaon,Uchagaon,Belgaum North Traffic PS,15.897578,74.51433
OCC006046,CR006046,2025-05-02 23:55:01,Night,Chikkaballapura,Chintamani,Doddaganjur,Chikkaganjurgadde,Peresandra PS,13.460476,77.721505
OCC006047,CR006047,2024-09-11 02:28:21,Morning,Shivamogga,Tirthahalli,Kannangi,Adinasara,Kargal PS,13.927402,75.587361
OCC006048,CR006048,2024-08-04 11:35:13,Afternoon,Yadgir,Yadgir,Thanagundi,Hedgimadra,Kodekal PS,16.731194,77.085591
OCC006049,CR006049,2026-01-12 16:48:21,Afternoon,Mysuru,Mysuru,Dhanagalli,Kenchalagudu,Mysuru CEN Crime PS,12.335066,76.661672
OCC006050,CR006050,2026-07-04 15:53:15,Evening,Tumakuru,Kunigal,Chowdanakuppe,K.G. Muthenahalli,Badavanahalli PS,13.338793,77.117776
OCC006051,CR006051,2026-03-23 00:28:33,Afternoon,Hassan,Alur,Ganjigere,Appagowdanahalli,Channarayapatna Town PS,13.025203,76.087875
OCC006052,CR006052,2025-08-11 16:13:04,Evening,Bengaluru South,Kanakapura,Honniganahalli,Sasalapura,Kanakapura Rural PS,12.945678,77.585016
OCC006053,CR006053,2026-07-04 14:52:37,Evening,Dharwad,Annigeri,Navalli,Adnur,Dharwad CEN Crime PS,15.49997,74.994905
OCC006054,CR006054,2026-06-10 02:45:10,Morning,Bidar,Kamalnagar,Chikli U,Mukhed,Bidar Rural PS,17.942007,77.565307
OCC006055,CR006055,2026-04-16 20:10:05,Evening,Kalaburagi,Aland,Kodalhangarga,Kodalhangerga,Nelogi PS,17.312543,76.835626
OCC006056,CR006056,2026-05-25 18:03:39,Afternoon,Bidar,Bidar,Nagur,Nagora,Manna Ekhelli PS,17.91557,77.522557
OCC006057,CR006057,2025-04-30 12:01:01,Afternoon,Belagavi,Yaragatti,Akkisagar,Akkisagar,APMC Yard PS,15.864124,74.468831
OCC006058,CR006058,2024-09-04 23:41:55,Evening,Tumakuru,Kunigal,Kodavathi,Pura,Huliyar PS,13.359944,77.097175
OCC006059,CR006059,2026-05-05 01:06:02,Afternoon,Uttara Kannada,Dandeli,Alur,Tatgera,Dandeli Town PS,14.776474,74.65816
OCC006060,CR006060,2025-05-26 09:08:50,Afternoon,Shivamogga,Sorab,Unknown,Halesoraba,Sagar Rural PS,13.931024,75.581064
OCC006061,CR006061,2025-08-28 10:46:51,Night,Kolar,Srinivaspur,Ronur,Boyipenta,Robertsonpet PS,13.113313,78.166493
OCC006062,CR006062,2026-05-30 05:43:29,Evening,Belagavi,Belagavi,Desur,Zad-Shahapur,Harugeri PS,15.874559,74.451564
OCC006063,CR006063,2026-05-25 01:44:04,Morning,Kolar,Bangarapet,Donimadagu,Bathlahalli,Budikote Police Station,13.149653,78.10322
OCC006064,CR006064,2026-03-30 09:58:13,Evening,Belagavi,Hukkeri,Managuthi,Bolasyanahatti,Ankalgi PS,15.856229,74.51587
OCC006065,CR006065,2026-04-21 13:54:18,Night,Mysuru,Hunsur,Harave,Chittikyathanahalli,Periyapatna PS,12.314751,76.639836
OCC006066,CR006066,2025-08-05 06:01:13,Morning,Udupi,Brahmavara,Vaddarse,Bannady,Karkala Town PS,13.37227,74.728074
OCC006067,CR006067,2024-10-23 23:03:00,Evening,Dharwad,Alnavar,Benachi,Dupenahatti,Hubli South Traffic PS,15.477037,75.031871
OCC006068,CR006068,2024-10-19 08:41:53,Night,Bidar,Kamalnagar,Belkhuni (Bh),Belkuni Bhopalgad,Bhalki Rural PS,17.914123,77.501889
OCC006069,CR006069,2025-11-08 14:21:38,Afternoon,Belagavi,Belagavi,Tarihal,Chandanhosur,Belgaum South Traffic PS,15.854254,74.530059
OCC006070,CR006070,2026-04-19 21:54:55,Evening,Bengaluru Urban,Bengaluru South,Unknown,Vajarahalli,Beguru PS,13.020884,77.551579
OCC006071,CR006071,2024-10-13 07:06:45,Morning,Udupi,Karkal,Shirlal,Shirlal,Ajekar PS,13.328841,74.751479
OCC006072,CR006072,2025-01-19 21:41:23,Afternoon,Uttara Kannada,Yellapur,Vajralli,Chimanalli,Banavasi PS,14.797638,74.643266
OCC006073,CR006073,2024-08-05 13:06:55,Evening,Bengaluru Rural,Nelamangala,Narasipura,Makenahalli,Vishwanathapura PS,13.261209,77.556397
OCC006074,CR006074,2024-09-01 01:59:06,Afternoon,Gadag,Shirahatti,Bannikoppa,Sugnalli,Mulagund PS,15.430887,75.627621
OCC006075,CR006075,2026-05-23 15:50:11,Afternoon,Kalaburagi,Sedam,Madkal,Injepalli,Mudhol PS,17.338645,76.830229
OCC006076,CR006076,2024-08-26 20:00:49,Evening,Udupi,Hebri,Belve,Belve,Udupi CEN Crime PS,13.299155,74.763243
OCC006077,CR006077,2025-12-27 15:19:36,Evening,Kolar,Kolar,Belamaranahalli,Belamarnahalli,BEML Nagar PS,13.145297,78.13351
OCC006078,CR006078,2024-07-17 17:00:46,Night,Belagavi,Khanapur,Kherawad,Handur,APMC Yard PS,15.865599,74.488646
OCC006079,CR006079,2026-06-10 07:05:05,Afternoon,Vijayapura,Tikota,Honawad,Honawad,Indi Rural PS,16.843325,75.700042
OCC006080,CR006080,2024-11-25 14:32:00,Afternoon,Bengaluru Rural,Hosakote,Kambalipura,Kamblipura,Doddabelavangala PS,13.227655,77.575427
OCC006081,CR006081,2024-11-16 11:57:44,Night,Mysuru,Piriyapatna,Handithavalli,Kellur,Krishnaraja Traffic PS,12.273737,76.646521
OCC006082,CR006082,2025-05-04 07:50:47,Afternoon,Belagavi,Athni,Kannala,Bannur,Tilakwadi PS,15.855442,74.512102
OCC006083,CR006083,2025-10-19 12:15:29,Evening,Bengaluru Rural,Nelamangala,Agalakuppe,Lakkuru,Nandagudi PS,13.219036,77.627822
OCC006084,CR006084,2025-04-14 16:04:22,Afternoon,Chitradurga,Holalkere,B.Durga,Davanahalli,Srirampura PS,14.203963,76.434909
OCC006085,CR006085,2025-06-14 02:40:15,Afternoon,Tumakuru,Koratagere,Chinnahalli,Chinnahalli,Tiptur Town PS,13.304677,77.057685
OCC006086,CR006086,2025-09-03 18:31:11,Night,Mysuru,Heggadadevankote,N.Belthur,N.Belathur,Siddarthanagar Traffic PS,12.238957,76.669954
OCC006087,CR006087,2024-11-19 21:59:56,Morning,Chikkaballapura,Bagepalli,Marganukunte,Pokamakalapalli,Peresandra PS,13.475602,77.70075
OCC006088,CR006088,2025-09-25 22:08:57,Afternoon,Kolar,Kolar,Uragili,Urigili,Kolar Traffic PS,13.178813,78.102841
OCC006089,CR006089,2024-10-12 08:40:18,Morning,Chikkamagaluru,Sringeri,Begaru,K.Masige,Koppa PS,13.328353,75.818254
OCC006090,CR006090,2025-01-25 14:23:15,Morning,Chamarajanagar,Gundlupet,Kelasur,Triyambakapura,Chamarajanagar Traffic PS,11.892361,76.957756
OCC006091,CR006091,2025-05-26 18:15:43,Morning,Gadag,Gadag,Unknown,Basapur,Betageri PS,15.406187,75.613585
OCC006092,CR006092,2025-02-16 05:22:57,Night,Belagavi,Khanapur,Shiroli,Mendil,Kakati PS,15.84429,74.526123
OCC006093,CR006093,2024-12-19 07:21:39,Night,Uttara Kannada,Mundgod,Kattur,Shinganahalli,UK CEN Crime PS,14.766508,74.69083
OCC006094,CR006094,2025-05-09 01:53:18,Night,Kolar,Kolar,Vadagur,Seesandra,Marikuppam PS,13.113431,78.143529
OCC006095,CR006095,2025-04-14 01:33:16,Morning,Belagavi,Khanapur,Chapagaon,Chapagaon,APMC Yard PS,15.88274,74.480268
OCC006096,CR006096,2026-03-09 10:39:43,Night,Kalaburagi,Kalaburagi,Heroor B,Maniyal,Ragavendranagar PS,17.345255,76.776572
OCC006097,CR006097,2026-02-22 04:32:12,Afternoon,Belagavi,Mudalgi,Gujanatti,Gujanatti,Camp PS,15.877718,74.528071
OCC006098,CR006098,2024-07-21 03:36:10,Morning,Yadgir,Shahpur,Ibrahimpur,Ibrahimpur,Yadgir CEN Crime PS,16.750597,77.152195
OCC006099,CR006099,2025-09-16 01:10:37,Morning,Bagalkote,Hungund,Belgal,Bisanalkoppa,Hungunda PS,16.188076,75.726049
OCC006100,CR006100,2024-11-16 05:17:53,Evening,Chikkaballapura,Gauribidanur,Bevinahalli,Bevinahalli,Nandi Giridhama PS,13.400034,77.68175
OCC006101,CR006101,2026-02-07 05:34:28,Night,Belagavi,Raybag,Nipnal,Nipanal,Shahapura PS,15.886244,74.444264
OCC006102,CR006102,2024-11-24 08:54:20,Morning,Tumakuru,Kunigal,Santemavathur,Kadarapura,Tiptur Rural PS,13.364046,77.111466
OCC006103,CR006103,2025-01-17 10:43:55,Night,Kalaburagi,Sedam,Ribbanpalli,Khanderayanpalli,Devalagangapur PS,17.327935,76.824239
OCC006104,CR006104,2024-10-09 15:00:01,Morning,Dharwad,Annigeri,Navalli,Navalli,Alnavar PS,15.463702,75.010743
OCC006105,CR006105,2026-01-03 16:27:54,Night,Mysuru,Nanjangud,Kasuvinahalli,Makanapura,Lashkar PS,12.312704,76.631341
OCC006106,CR006106,2025-06-19 00:12:17,Afternoon,Mysuru,Nanjangud,Deburu,Kallahalli,Narasimharaja PS,12.284934,76.60729
OCC006107,CR006107,2025-09-10 20:16:49,Night,Tumakuru,Chiknayakanhalli,J.C.Pura,Agasarahalli,Kora PS,13.38156,77.120934
OCC006108,CR006108,2025-10-29 02:21:12,Afternoon,Belagavi,Khanapur,Nilawade,Amboli,Athani PS,15.817071,74.479448
OCC006109,CR006109,2025-08-27 02:16:14,Morning,Bagalkote,Badami,Hebbali,Mallapur,Ilakal PS,16.23023,75.707814
OCC006110,CR006110,2025-07-02 09:13:01,Morning,Kolar,Mulbagal,Devarayasamudra,Varadaganahalli,Nangli PS,13.181165,78.169404
OCC006111,CR006111,2026-05-25 02:25:04,Afternoon,Chitradurga,Hiriyur,Gananaikanahally,Balenahalli,Chitrahalli Gate PS,14.239372,76.432594
