arrest_id,case_id,accused_person_id,arrest_date,arresting_officer_id
ARR003609,CR004540,A004540,2026-05-01,EMP004699
ARR003610,CR004541,A004541,2026-05-24,EMP000587
ARR003611,CR004542,A004542,2026-07-20,EMP002634
ARR003612,CR004543,A004543,2024-10-19,EMP000303
ARR003613,CR004544,A004544,2025-07-21,EMP004652
ARR003614,CR004545,A004545,2026-03-28,EMP003894
ARR003615,CR004546,A004546,2025-01-01,EMP006770
ARR003616,CR004547,A004547,2024-08-04,EMP002252
ARR003617,CR004549,A004549,2025-09-27,EMP009368
ARR003618,CR004550,A004550,2025-05-04,EMP005637
ARR003619,CR004551,A004551,2024-12-21,EMP009819
ARR003620,CR004552,A004552,2026-04-10,EMP007487
ARR003621,CR004553,A004553,2026-07-18,EMP004642
ARR003622,CR004556,A004556,2026-01-16,EMP006112
ARR003623,CR004557,A004557,2025-08-19,EMP004908
ARR003624,CR004558,A004558,2026-04-01,EMP003623
ARR003625,CR004559,A004559,2024-08-13,EMP005886
ARR003626,CR004560,A004560,2024-12-17,EMP003912
ARR003627,CR004562,A004562,2025-06-02,EMP003298
ARR003628,CR004563,A004563,2025-02-03,EMP001235
ARR003629,CR004565,A004565,2026-03-19,EMP003305
ARR003630,CR004566,A004566,2026-01-08,EMP004756
ARR003631,CR004567,A004567,2025-10-21,EMP000338
ARR003632,CR004568,A004568,2025-12-25,EMP007217
ARR003633,CR004569,A004569,2024-09-04,EMP004903
ARR003634,CR004570,A004570,2026-03-29,EMP008764
ARR003635,CR004571,A004571,2025-12-18,EMP001221
ARR003636,CR004572,A004572,2025-06-09,EMP003303
ARR003637,CR004574,A004574,2024-11-20,EMP001266
ARR003638,CR004576,A004576,2025-07-02,EMP003316
ARR003639,CR004578,A004578,2026-07-12,EMP005509
ARR003640,CR004579,A004579,2025-12-07,EMP001431
ARR003641,CR004580,A004580,2025-08-11,EMP003357
ARR003642,CR004581,A004581,2025-10-07,EMP004521
ARR003643,CR004582,A004582,2026-07-24,EMP007752
ARR003644,CR004583,A004583,2025-08-19,EMP003315
ARR003645,CR004584,A004584,2026-07-12,EMP001009
ARR003646,CR004585,A004585,2026-04-27,EMP001054
ARR003647,CR004586,A004586,2026-06-26,EMP003259
ARR003648,CR004587,A004587,2025-01-13,EMP005710
ARR003649,CR004588,A004588,2025-05-02,EMP000934
ARR003650,CR004589,A004589,2025-02-25,EMP003385
ARR003651,CR004590,A004590,2024-10-09,EMP003268
ARR003652,CR004591,A004591,2024-11-02,EMP007701
ARR003653,CR004593,A004593,2024-08-28,EMP007331
ARR003654,CR004594,A004594,2026-07-12,EMP007931
ARR003655,CR004595,A004595,2025-03-05,EMP008642
ARR003656,CR004596,A004596,2025-06-27,EMP005247
ARR003657,CR004598,A004598,2025-04-22,EMP010022
ARR003658,CR004599,A004599,2026-04-29,EMP008176
ARR003659,CR004600,A004600,2024-10-22,EMP004353
ARR003660,CR004602,A004602,2024-07-09,EMP007508
ARR003661,CR004603,A004603,2025-03-09,EMP006118
ARR003662,CR004604,A004604,2025-02-04,EMP006286
ARR003663,CR004607,A004607,2026-01-16,EMP008656
ARR003664,CR004608,A004608,2025-09-22,EMP003295
ARR003665,CR004610,A004610,2025-03-12,EMP000889
ARR003666,CR004611,A004611,2025-03-03,EMP004679
ARR003667,CR004612,A004612,2025-11-12,EMP005071
ARR003668,CR004614,A004614,2025-05-15,EMP008330
ARR003669,CR004615,A004615,2025-05-06,EMP009326
ARR003670,CR004616,A004616,2026-04-26,EMP004374
ARR003671,CR004617,A004617,2025-04-13,EMP008531
ARR003672,CR004618,A004618,2025-09-21,EMP007588
ARR003673,CR004620,A004620,2025-01-23,EMP006420
ARR003674,CR004623,A004623,2024-07-17,EMP004748
ARR003675,CR004625,A004625,2025-01-18,EMP001367
ARR003676,CR004627,A004627,2025-07-29,EMP005182
ARR003677,CR004628,A004628,2025-05-16,EMP003270
ARR003678,CR004630,A004630,2025-03-18,EMP008448
ARR003679,CR004631,A004631,2026-03-26,EMP003309
ARR003680,CR004633,A004633,2025-06-15,EMP002566
ARR003681,CR004635,A004635,2024-10-18,EMP003372
ARR003682,CR004636,A004636,2026-06-18,EMP004892
ARR003683,CR004637,A004637,2026-01-09,EMP001222
ARR003684,CR004638,A004638,2025-12-16,EMP005858
ARR003685,CR004639,A004639,2025-08-07,EMP001623
ARR003686,CR004640,A004640,2025-09-07,EMP007210
ARR003687,CR004641,A004641,2025-09-11,EMP005092
ARR003688,CR004642,A004642,2025-04-28,EMP009788
ARR003689,CR004643,A004643,2025-12-26,EMP005240
ARR003690,CR004644,A004644,2024-10-13,EMP005526
ARR003691,CR004645,A004645,2024-12-17,EMP009280
ARR003692,CR004646,A004646,2026-07-05,EMP004745
ARR003693,CR004647,A004647,2025-10-02,EMP009196
ARR003694,CR004648,A004648,2025-03-19,EMP005421
ARR003695,CR004649,A004649,2026-02-22,EMP008456
ARR003696,CR004650,A004650,2026-04-19,EMP000607
ARR003697,CR004652,A004652,2024-09-03,EMP004021
ARR003698,CR004653,A004653,2025-12-25,EMP007154
ARR003699,CR004654,A004654,2026-03-14,EMP005552
ARR003700,CR004655,A004655,2025-03-21,EMP008977
ARR003701,CR004656,A004656,2025-12-28,EMP003267
ARR003702,CR004658,A004658,2025-08-18,EMP001923
ARR003703,CR004659,A004659,2024-11-11,EMP005155
ARR003704,CR004660,A004660,2026-02-01,EMP004807
ARR003705,CR004661,A004661,2024-09-09,EMP005759
ARR003706,CR004662,A004662,2026-04-11,EMP001452
ARR003707,CR004663,A004663,2025-11-25,EMP000618
ARR003708,CR004664,A004664,2026-01-18,EMP007819
ARR003709,CR004665,A004665,2025-04-15,EMP001710
ARR003710,CR004666,A004666,2025-08-29,EMP006035
ARR003711,CR004667,A004667,2025-12-14,EMP006366
ARR003712,CR004669,A004669,2025-01-31,EMP003282
ARR003713,CR004671,A004671,2024-11-02,EMP001501
ARR003714,CR004672,A004672,2025-06-27,EMP003281
ARR003715,CR004674,A004674,2026-02-27,EMP008729
ARR003716,CR004675,A004675,2024-11-12,EMP004752
ARR003717,CR004678,A004678,2025-02-09,EMP009521
ARR003718,CR004679,A004679,2025-04-04,EMP006027
ARR003719,CR004680,A004680,2024-12-04,EMP000837
ARR003720,CR004684,A004684,2025-05-16,EMP009198
ARR003721,CR004686,A004686,2026-05-29,EMP005013
ARR003722,CR004687,A004687,2024-11-17,EMP005986
ARR003723,CR004688,A004688,2025-03-07,EMP000885
ARR003724,CR004690,A004690,2026-04-30,EMP001526
ARR003725,CR004692,A004692,2025-04-06,EMP003287
ARR003726,CR004694,A004694,2025-12-10,EMP000889
ARR003727,CR004695,A004695,2024-09-09,EMP005332
ARR003728,CR004697,A004697,2024-09-28,EMP003577
ARR003729,CR004698,A004698,2026-02-09,EMP005510
ARR003730,CR004699,A004699,2025-02-11,EMP005071
ARR003731,CR004700,A004700,2024-09-26,EMP002882
ARR003732,CR004701,A004701,2026-03-30,EMP006435
ARR003733,CR004702,A004702,2025-08-05,EMP009975
ARR003734,CR004704,A004704,2026-05-11,EMP004696
ARR003735,CR004705,A004705,2025-07-31,EMP003283
ARR003736,CR004706,A004706,2025-12-14,EMP001544
ARR003737,CR004707,A004707,2025-10-14,EMP004899
ARR003738,CR004708,A004708,2026-01-04,EMP000361
ARR003739,CR004709,A004709,2025-04-07,EMP008412
ARR003740,CR004710,A004710,2024-09-14,EMP000249
ARR003741,CR004711,A004711,2025-05-06,EMP006452
ARR003742,CR004712,A004712,2026-02-14,EMP007998
ARR003743,CR004713,A004713,2026-03-24,EMP005750
ARR003744,CR004714,A004714,2026-01-31,EMP005021
ARR003745,CR004715,A004715,2025-04-07,EMP009574
ARR003746,CR004716,A004716,2026-01-30,EMP008839
ARR003747,CR004717,A004717,2026-02-27,EMP006310
ARR003748,CR004719,A004719,2025-04-30,EMP003292
ARR003749,CR004720,A004720,2025-01-21,EMP006333
ARR003750,CR004723,A004723,2024-11-14,EMP006647
ARR003751,CR004724,A004724,2025-01-23,EMP000886
ARR003752,CR004725,A004725,2024-12-07,EMP006710
ARR003753,CR004726,A004726,2025-05-02,EMP000011
ARR003754,CR004727,A004727,2026-05-20,EMP003626
ARR003755,CR004728,A004728,2024-09-11,EMP006997
ARR003756,CR004730,A004730,2025-02-06,EMP003256
ARR003757,CR004731,A004731,2025-07-04,EMP006501
ARR003758,CR004732,A004732,2024-12-13,EMP003300
ARR003759,CR004733,A004733,2026-07-24,EMP009702
ARR003760,CR004734,A004734,2026-03-26,EMP009980
ARR003761,CR004735,A004735,2026-05-26,EMP001421
ARR003762,CR004736,A004736,2024-08-05,EMP001170
ARR003763,CR004737,A004737,2025-08-04,EMP006669
ARR003764,CR004738,A004738,2026-03-07,EMP005165
ARR003765,CR004740,A004740,2025-06-20,EMP003285
ARR003766,CR004741,A004741,2024-09-28,EMP006137
ARR003767,CR004742,A004742,2025-11-15,EMP009557
ARR003768,CR004743,A004743,2026-04-28,EMP006268
ARR003769,CR004744,A004744,2026-01-17,EMP007139
ARR003770,CR004745,A004745,2026-04-21,EMP003270
ARR003771,CR004746,A004746,2024-09-03,EMP009255
ARR003772,CR004747,A004747,2025-07-15,EMP008339
ARR003773,CR004749,A004749,2026-01-31,EMP003295
ARR003774,CR004750,A004750,2025-12-21,EMP004778
ARR003775,CR004751,A004751,2025-09-20,EMP007341
ARR003776,CR004752,A004752,2025-01-21,EMP003279
ARR003777,CR004753,A004753,2025-12-10,EMP008891
ARR003778,CR004754,A004754,2024-11-19,EMP003017
ARR003779,CR004755,A004755,2026-03-12,EMP008841
ARR003780,CR004756,A004756,2024-09-21,EMP005604
ARR003781,CR004758,A004758,2025-10-03,EMP008162
ARR003782,CR004759,A004759,2024-12-07,EMP005079
ARR003783,CR004760,A004760,2024-11-03,EMP005025
ARR003784,CR004761,A004761,2025-07-01,EMP008164
ARR003785,CR004762,A004762,2025-06-26,EMP008616
ARR003786,CR004763,A004763,2026-04-08,EMP004904
ARR003787,CR004764,A004764,2026-03-10,EMP000891
ARR003788,CR004765,A004765,2025-06-12,EMP005816
ARR003789,CR004766,A004766,2026-01-10,EMP008129
ARR003790,CR004767,A004767,2025-02-28,EMP008705
ARR003791,CR004768,A004768,2025-11-08,EMP006060
ARR003792,CR004769,A004769,2026-04-10,EMP006126
ARR003793,CR004770,A004770,2026-01-11,EMP003267
ARR003794,CR004771,A004771,2025-05-01,EMP005007
ARR003795,CR004772,A004772,2026-03-03,EMP005034
ARR003796,CR004774,A004774,2024-10-06,EMP004911
ARR003797,CR004775,A004775,2026-01-28,EMP003534
ARR003798,CR004778,A004778,2024-11-07,EMP008005
ARR003799,CR004779,A004779,2024-08-09,EMP004943
ARR003800,CR004780,A004780,2024-11-19,EMP001567
ARR003801,CR004781,A004781,2025-08-30,EMP006122
ARR003802,CR004783,A004783,2026-07-10,EMP001148
ARR003803,CR004784,A004784,2024-08-22,EMP008030
ARR003804,CR004785,A004785,2024-12-04,EMP008807
ARR003805,CR004786,A004786,2026-02-16,EMP005774
ARR003806,CR004787,A004787,2026-01-18,EMP008946
ARR003807,CR004788,A004788,2025-09-19,EMP005104
ARR003808,CR004789,A004789,2026-03-07,EMP002566
ARR003809,CR004790,A004790,2026-05-24,EMP007212
ARR003810,CR004791,A004791,2025-09-26,EMP001649
ARR003811,CR004792,A004792,2024-10-28,EMP008123
ARR003812,CR004793,A004793,2025-09-17,EMP008610
ARR003813,CR004794,A004794,2026-02-06,EMP008658
ARR003814,CR004795,A004795,2025-03-23,EMP009379
ARR003815,CR004796,A004796,2026-04-22,EMP009470
ARR003816,CR004797,A004797,2026-04-29,EMP003327
ARR003817,CR004798,A004798,2026-07-02,EMP003282
ARR003818,CR004799,A004799,2026-04-04,EMP004825
ARR003819,CR004800,A004800,2025-06-02,EMP000942
ARR003820,CR004801,A004801,2024-09-18,EMP005491
ARR003821,CR004802,A004802,2024-11-24,EMP003872
ARR003822,CR004803,A004803,2025-09-06,EMP009823
ARR003823,CR004805,A004805,2024-09-02,EMP006646
ARR003824,CR004806,A004806,2025-08-18,EMP008041
ARR003825,CR004807,A004807,2024-11-27,EMP002888
ARR003826,CR004808,A004808,2026-04-30,EMP007701
ARR003827,CR004809,A004809,2026-04-03,EMP010002
ARR003828,CR004810,A004810,2026-01-24,EMP003270
ARR003829,CR004811,A004811,2026-06-07,EMP000884
ARR003830,CR004812,A004812,2024-09-02,EMP006241
ARR003831,CR004813,A004813,2024-09-29,EMP005398
ARR003832,CR004814,A004814,2024-11-13,EMP007217
ARR003833,CR004815,A004815,2025-09-03,EMP003286
ARR003834,CR004816,A004816,2025-11-19,EMP004082
ARR003835,CR004817,A004817,2026-04-30,EMP000325
ARR003836,CR004818,A004818,2025-01-02,EMP009625
ARR003837,CR004821,A004821,2025-01-26,EMP001277
ARR003838,CR004823,A004823,2024-10-23,EMP000107
ARR003839,CR004825,A004825,2024-08-20,EMP005426
ARR003840,CR004826,A004826,2026-05-05,EMP000656
ARR003841,CR004827,A004827,2025-03-16,EMP007304
ARR003842,CR004828,A004828,2026-03-26,EMP000980
ARR003843,CR004829,A004829,2024-08-30,EMP001311
ARR003844,CR004830,A004830,2025-11-06,EMP006985
ARR003845,CR004831,A004831,2024-08-13,EMP009355
ARR003846,CR004832,A004832,2026-06-17,EMP004378
ARR003847,CR004833,A004833,2025-03-22,EMP006237
ARR003848,CR004834,A004834,2026-01-16,EMP006235
ARR003849,CR004835,A004835,2025-01-09,EMP005526
ARR003850,CR004836,A004836,2024-12-14,EMP003263
ARR003851,CR004838,A004838,2024-08-04,EMP001626
ARR003852,CR004839,A004839,2024-10-07,EMP009408
ARR003853,CR004841,A004841,2025-11-06,EMP008897
ARR003854,CR004842,A004842,2026-03-24,EMP003303
ARR003855,CR004843,A004843,2024-11-12,EMP003414
ARR003856,CR004844,A004844,2024-08-27,EMP008615
ARR003857,CR004845,A004845,2026-06-06,EMP005751
ARR003858,CR004846,A004846,2025-05-07,EMP009171
ARR003859,CR004847,A004847,2026-05-04,EMP007979
ARR003860,CR004849,A004849,2026-01-08,EMP001006
ARR003861,CR004850,A004850,2024-11-26,EMP009893
ARR003862,CR004851,A004851,2025-12-31,EMP009189
ARR003863,CR004852,A004852,2026-04-09,EMP000251
ARR003864,CR004853,A004853,2025-10-26,EMP006040
ARR003865,CR004854,A004854,2026-05-22,EMP009256
ARR003866,CR004855,A004855,2024-09-17,EMP003879
ARR003867,CR004856,A004856,2025-11-27,EMP005772
ARR003868,CR004857,A004857,2024-08-26,EMP004394
ARR003869,CR004859,A004859,2025-01-30,EMP006372
ARR003870,CR004860,A004860,2025-01-15,EMP003272
ARR003871,CR004861,A004861,2026-06-23,EMP003256
ARR003872,CR004862,A004862,2024-07-25,EMP008130
ARR003873,CR004863,A004863,2025-03-03,EMP007156
ARR003874,CR004864,A004864,2025-06-29,EMP004576
ARR003875,CR004865,A004865,2024-07-20,EMP008102
ARR003876,CR004866,A004866,2026-03-13,EMP008062
ARR003877,CR004868,A004868,2025-06-30,EMP003280
ARR003878,CR004869,A004869,2026-01-24,EMP005616
ARR003879,CR004870,A004870,2025-08-22,EMP004154
ARR003880,CR004871,A004871,2025-03-08,EMP004927
ARR003881,CR004873,A004873,2025-02-09,EMP006718
ARR003882,CR004876,A004876,2024-09-14,EMP006671
ARR003883,CR004877,A004877,2025-01-26,EMP003305
ARR003884,CR004878,A004878,2025-03-16,EMP007951
ARR003885,CR004879,A004879,2024-10-20,EMP006090
ARR003886,CR004881,A004881,2026-04-21,EMP001236
ARR003887,CR004882,A004882,2025-08-19,EMP006199
ARR003888,CR004883,A004883,2025-06-02,EMP003849
ARR003889,CR004884,A004884,2025-06-14,EMP002093
ARR003890,CR004885,A004885,2025-07-24,EMP000982
ARR003891,CR004886,A004886,2025-03-26,EMP001721
ARR003892,CR004887,A004887,2025-10-11,EMP007899
ARR003893,CR004888,A004888,2026-02-28,EMP004677
ARR003894,CR004889,A004889,2026-03-12,EMP001623
ARR003895,CR004890,A004890,2025-10-27,EMP006165
ARR003896,CR004892,A004892,2025-12-12,EMP009934
ARR003897,CR004893,A004893,2025-08-10,EMP008858
ARR003898,CR004894,A004894,2025-06-12,EMP003284
ARR003899,CR004897,A004897,2026-06-27,EMP003285
ARR003900,CR004898,A004898,2025-11-05,EMP002633
ARR003901,CR004899,A004899,2025-03-20,EMP006171
ARR003902,CR004901,A004901,2025-12-20,EMP008012
ARR003903,CR004902,A004902,2025-07-11,EMP006754
ARR003904,CR004904,A004904,2024-07-19,EMP000130
ARR003905,CR004905,A004905,2025-06-24,EMP006357
ARR003906,CR004906,A004906,2024-09-02,EMP008835
ARR003907,CR004907,A004907,2025-01-20,EMP003286
ARR003908,CR004908,A004908,2025-10-11,EMP007636
ARR003909,CR004909,A004909,2025-06-18,EMP003269
ARR003910,CR004910,A004910,2026-07-17,EMP009644
ARR003911,CR004911,A004911,2025-11-24,EMP009821
ARR003912,CR004912,A004912,2025-11-03,EMP008457
ARR003913,CR004913,A004913,2025-08-20,EMP000890
ARR003914,CR004914,A004914,2026-06-14,EMP003198
ARR003915,CR004915,A004915,2026-05-14,EMP001619
ARR003916,CR004916,A004916,2024-08-11,EMP007217
ARR003917,CR004917,A004917,2025-09-10,EMP006356
ARR003918,CR004918,A004918,2024-11-08,EMP009357
ARR003919,CR004919,A004919,2024-11-29,EMP001047
ARR003920,CR004920,A004920,2025-10-17,EMP007196
ARR003921,CR004922,A004922,2026-03-02,EMP000877
ARR003922,CR004923,A004923,2025-04-18,EMP006049
ARR003923,CR004924,A004924,2025-10-26,EMP007880
ARR003924,CR004926,A004926,2026-05-27,EMP004112
ARR003925,CR004928,A004928,2025-07-16,EMP009895
ARR003926,CR004929,A004929,2024-11-25,EMP003247
ARR003927,CR004930,A004930,2025-06-22,EMP007336
ARR003928,CR004931,A004931,2025-06-15,EMP007292
ARR003929,CR004932,A004932,2025-09-09,EMP004698
ARR003930,CR004933,A004933,2025-12-07,EMP005023
ARR003931,CR004935,A004935,2026-03-11,EMP000887
ARR003932,CR004937,A004937,2026-02-28,EMP008293
ARR003933,CR004938,A004938,2025-09-15,EMP004948
ARR003934,CR004939,A004939,2025-11-10,EMP006523
ARR003935,CR004941,A004941,2025-07-02,EMP009829
ARR003936,CR004942,A004942,2025-08-10,EMP008444
ARR003937,CR004944,A004944,2025-10-25,EMP005136
ARR003938,CR004945,A004945,2026-02-06,EMP007237
ARR003939,CR004947,A004947,2025-02-21,EMP001641
ARR003940,CR004948,A004948,2025-09-12,EMP004673
ARR003941,CR004949,A004949,2025-10-31,EMP008443
ARR003942,CR004952,A004952,2026-04-14,EMP006021
ARR003943,CR004953,A004953,2026-05-22,EMP006239
ARR003944,CR004954,A004954,2026-05-06,EMP004756
ARR003945,CR004955,A004955,2025-06-23,EMP003123
ARR003946,CR004957,A004957,2025-04-18,EMP001193
ARR003947,CR004958,A004958,2026-03-06,EMP006639
ARR003948,CR004959,A004959,2025-04-20,EMP008761
ARR003949,CR004960,A004960,2026-01-30,EMP004037
ARR003950,CR004961,A004961,2024-10-23,EMP010079
ARR003951,CR004962,A004962,2025-05-08,EMP003373
ARR003952,CR004964,A004964,2024-07-27,EMP007330
ARR003953,CR004965,A004965,2025-10-07,EMP004933
ARR003954,CR004966,A004966,2024-09-25,EMP003374
ARR003955,CR004967,A004967,2025-07-08,EMP008249
ARR003956,CR004968,A004968,2024-12-16,EMP005621
ARR003957,CR004969,A004969,2025-07-25,EMP005554
ARR003958,CR004972,A004972,2024-12-28,EMP003087
ARR003959,CR004973,A004973,2025-11-01,EMP007570
ARR003960,CR004974,A004974,2025-11-23,EMP005657
ARR003961,CR004975,A004975,2024-08-13,EMP003911
ARR003962,CR004976,A004976,2026-02-20,EMP004790
ARR003963,CR004977,A004977,2025-04-20,EMP003293
ARR003964,CR004980,A004980,2025-02-02,EMP002013
ARR003965,CR004981,A004981,2024-11-24,EMP001197
ARR003966,CR004982,A004982,2025-10-31,EMP003279
ARR003967,CR004983,A004983,2024-08-12,EMP000029
ARR003968,CR004985,A004985,2026-07-05,EMP008165
ARR003969,CR004987,A004987,2024-11-21,EMP009477
ARR003970,CR004989,A004989,2026-03-16,EMP002902
ARR003971,CR004990,A004990,2025-11-28,EMP008531
ARR003972,CR004991,A004991,2024-11-15,EMP004525
ARR003973,CR004992,A004992,2025-10-31,EMP003399
ARR003974,CR004994,A004994,2024-10-30,EMP006301
ARR003975,CR004995,A004995,2025-04-26,EMP000881
ARR003976,CR004996,A004996,2025-08-12,EMP000890
ARR003977,CR004997,A004997,2026-07-01,EMP004981
ARR003978,CR004998,A004998,2024-11-28,EMP007278
ARR003979,CR004999,A004999,2025-05-13,EMP000357
ARR003980,CR005001,A005001,2025-06-15,EMP006751
ARR003981,CR005003,A005003,2026-05-05,EMP007329
ARR003982,CR005005,A005005,2024-10-22,EMP000544
ARR003983,CR005006,A005006,2025-08-26,EMP002896
ARR003984,CR005007,A005007,2025-06-18,EMP002633
ARR003985,CR005008,A005008,2025-08-05,EMP008079
ARR003986,CR005009,A005009,2026-04-29,EMP006141
ARR003987,CR005010,A005010,2025-06-20,EMP008137
ARR003988,CR005011,A005011,2024-08-10,EMP008500
ARR003989,CR005012,A005012,2025-12-23,EMP008830
ARR003990,CR005013,A005013,2026-06-25,EMP007696
ARR003991,CR005015,A005015,2024-08-03,EMP001359
ARR003992,CR005017,A005017,2024-09-28,EMP006041
ARR003993,CR005018,A005018,2024-08-21,EMP009033
ARR003994,CR005019,A005019,2026-03-28,EMP004492
ARR003995,CR005020,A005020,2024-09-08,EMP008533
ARR003996,CR005021,A005021,2024-07-23,EMP002402
ARR003997,CR005023,A005023,2024-10-22,EMP004655
ARR003998,CR005024,A005024,2025-09-27,EMP007170
ARR003999,CR005026,A005026,2025-06-01,EMP009220
ARR004000,CR005028,A005028,2024-12-04,EMP009222
ARR004001,CR005029,A005029,2026-04-06,EMP005824
ARR004002,CR005030,A005030,2025-06-03,EMP006099
ARR004003,CR005031,A005031,2025-07-06,EMP008097
ARR004004,CR005032,A005032,2024-10-30,EMP007979
ARR004005,CR005033,A005033,2025-10-16,EMP009840
ARR004006,CR005034,A005034,2025-12-02,EMP005445
ARR004007,CR005035,A005035,2025-08-19,EMP003274
ARR004008,CR005036,A005036,2024-08-12,EMP003293
ARR004009,CR005037,A005037,2026-05-24,EMP006197
ARR004010,CR005038,A005038,2025-10-12,EMP009180
ARR004011,CR005039,A005039,2025-06-03,EMP008592
ARR004012,CR005040,A005040,2025-07-06,EMP003255
ARR004013,CR005041,A005041,2024-11-29,EMP001408
ARR004014,CR005042,A005042,2026-05-23,EMP001688
ARR004015,CR005043,A005043,2025-03-28,EMP003831
ARR004016,CR005045,A005045,2025-02-22,EMP007696
ARR004017,CR005046,A005046,2025-07-09,EMP008783
ARR004018,CR005047,A005047,2026-01-06,EMP007177
ARR004019,CR005048,A005048,2025-11-01,EMP001378
ARR004020,CR005049,A005049,2025-11-08,EMP009339
ARR004021,CR005050,A005050,2024-12-23,EMP003257
ARR004022,CR005051,A005051,2025-12-10,EMP001085
ARR004023,CR005052,A005052,2024-09-25,EMP007055
ARR004024,CR005054,A005054,2026-05-02,EMP003025
ARR004025,CR005055,A005055,2025-01-21,EMP006670
ARR004026,CR005058,A005058,2024-12-10,EMP003297
ARR004027,CR005059,A005059,2025-08-16,EMP005014
ARR004028,CR005060,A005060,2026-02-04,EMP003385
ARR004029,CR005061,A005061,2025-07-07,EMP009361
ARR004030,CR005063,A005063,2024-10-01,EMP004538
ARR004031,CR005064,A005064,2024-09-20,EMP001282
ARR004032,CR005065,A005065,2026-04-05,EMP007690
ARR004033,CR005066,A005066,2026-03-12,EMP009424
ARR004034,CR005067,A005067,2025-08-03,EMP003311
ARR004035,CR005068,A005068,2024-10-28,EMP006256
ARR004036,CR005070,A005070,2025-05-14,EMP006063
ARR004037,CR005071,A005071,2026-03-12,EMP008440
ARR004038,CR005073,A005073,2025-01-24,EMP001229
ARR004039,CR005074,A005074,2025-12-02,EMP004835
ARR004040,CR005075,A005075,2025-01-31,EMP006293
ARR004041,CR005076,A005076,2025-12-12,EMP009213
ARR004042,CR005077,A005077,2026-06-11,EMP005240
ARR004043,CR005078,A005078,2025-02-05,EMP001548
ARR004044,CR005079,A005079,2026-06-20,EMP007721
ARR004045,CR005081,A005081,2025-05-17,EMP003301
ARR004046,CR005082,A005082,2024-10-15,EMP009288
ARR004047,CR005083,A005083,2025-02-08,EMP003006
ARR004048,CR005084,A005084,2024-08-05,EMP004578
ARR004049,CR005085,A005085,2024-10-10,EMP009259
ARR004050,CR005087,A005087,2025-02-22,EMP004653
ARR004051,CR005088,A005088,2025-05-01,EMP009324
ARR004052,CR005089,A005089,2024-08-24,EMP003371
ARR004053,CR005090,A005090,2024-09-18,EMP003295
ARR004054,CR005091,A005091,2025-05-23,EMP007028
ARR004055,CR005092,A005092,2025-01-24,EMP001837
ARR004056,CR005093,A005093,2025-07-30,EMP004759
ARR004057,CR005094,A005094,2026-03-22,EMP004579
ARR004058,CR005095,A005095,2025-07-22,EMP005436
ARR004059,CR005096,A005096,2026-05-27,EMP006113
ARR004060,CR005097,A005097,2025-10-29,EMP003304
ARR004061,CR005098,A005098,2025-12-22,EMP006350
ARR004062,CR005099,A005099,2025-07-29,EMP006672
ARR004063,CR005100,A005100,2024-11-12,EMP001269
ARR004064,CR005101,A005101,2026-06-22,EMP008045
ARR004065,CR005102,A005102,2025-03-18,EMP004009
ARR004066,CR005103,A005103,2024-12-22,EMP006909
ARR004067,CR005104,A005104,2025-11-27,EMP001641
ARR004068,CR005105,A005105,2026-06-20,EMP006625
ARR004069,CR005106,A005106,2025-12-22,EMP000663
ARR004070,CR005107,A005107,2025-05-29,EMP002332
ARR004071,CR005108,A005108,2025-01-23,EMP007872
ARR004072,CR005109,A005109,2025-03-20,EMP008294
ARR004073,CR005110,A005110,2024-12-22,EMP002128
ARR004074,CR005111,A005111,2025-09-28,EMP007705
ARR004075,CR005113,A005113,2024-08-31,EMP004867
ARR004076,CR005114,A005114,2024-11-10,EMP007975
ARR004077,CR005115,A005115,2026-04-01,EMP005115
ARR004078,CR005116,A005116,2024-09-23,EMP006690
ARR004079,CR005117,A005117,2024-11-06,EMP006320
ARR004080,CR005118,A005118,2024-08-02,EMP008650
ARR004081,CR005120,A005120,2026-04-30,EMP010058
ARR004082,CR005121,A005121,2024-10-26,EMP009835
ARR004083,CR005122,A005122,2026-05-06,EMP008717
ARR004084,CR005123,A005123,2025-05-30,EMP009424
ARR004085,CR005124,A005124,2025-07-30,EMP008621
ARR004086,CR005125,A005125,2025-09-17,EMP006753
ARR004087,CR005127,A005127,2025-04-30,EMP003297
ARR004088,CR005128,A005128,2025-12-02,EMP009994
ARR004089,CR005129,A005129,2025-11-17,EMP002370
ARR004090,CR005130,A005130,2025-03-26,EMP000602
ARR004091,CR005131,A005131,2025-05-09,EMP003307
ARR004092,CR005133,A005133,2026-03-07,EMP003368
ARR004093,CR005134,A005134,2025-09-15,EMP003310
ARR004094,CR005135,A005135,2025-03-29,EMP009176
ARR004095,CR005136,A005136,2024-08-30,EMP008586
ARR004096,CR005137,A005137,2026-06-13,EMP004667
ARR004097,CR005138,A005138,2025-02-07,EMP001056
ARR004098,CR005139,A005139,2026-06-01,EMP004592
ARR004099,CR005140,A005140,2026-07-10,EMP004661
ARR004100,CR005141,A005141,2025-10-31,EMP009160
ARR004101,CR005143,A005143,2025-01-25,EMP003858
ARR004102,CR005144,A005144,2026-07-28,EMP006553
ARR004103,CR005145,A005145,2024-09-18,EMP004016
ARR004104,CR005146,A005146,2024-11-17,EMP004887
ARR004105,CR005147,A005147,2025-06-01,EMP007208
ARR004106,CR005148,A005148,2024-11-09,EMP008873
