district_id,ksp_district,lgd_district,police_station_name,address,email,phone,circle,latitude,longitude,geocode_status,geocode_query
544.0,Mandya,Mandya,Mandya Traffic PS,"M C Road, Mandya Town",trafficmdy@ksp.gov.in,08232-262248,Mandya Town Circle,12.488226,76.866782,,
544.0,Mandya,Mandya,Mandya West PS,"R P Road, Mandya Town",westmdy@ksp.gov.in,08232-224666,Mandya Town Circle,12.504852,76.916816,,
544.0,Mandya,Mandya,Mandya Women PS,Mandya TownMandya Dist,email@ksp.gov.in,88888-888888,Mandya Town Circle,12.508538,76.880869,,
544.0,Mandya,Mandya,Melukote PS,"Melukote, Pandavapura Taluk",melukotemdy@ksp.gov.in,08236-299800,Srirangapatna Circle,12.512011,76.8786,,
544.0,Mandya,Mandya,Nagamangala Rural PS,address,nmangalaruralmdy@ksp.gov.in,08232-285210,Nagamangala Circle,12.511817,76.932029,,
544.0,Mandya,Mandya,Nagamangala Town PS,Nagamangala Town,nmangalamdy@ksp.gov.in,08234-286040,Nagamangala Circle,12.510007,76.869931,,
544.0,Mandya,Mandya,Pandavapura PS,"Pandavapura, Pandavapura Taluk",ppuramdy@ksp.gov.in,08236-255132,Srirangapatna Sub-Division,12.535757,76.92078,,
544.0,Mandya,Mandya,Shivalli PS,"Shivalli, Mandya Taluk",shivallimdy@ksp.gov.in,08232-277144,Mandya Rural Circle,12.552666,76.913353,,
544.0,Mandya,Mandya,Srirangapatna PS,"Behind Government First Grade College, Sriran",srpatnamdy@ksp.gov.in,08236-259235,Srirangapatna Circle,12.522374,76.893949,,
544.0,Mandya,Mandya,Srirangapatna Rural PS,"Behind Govt. First Grade CollegeSrirangapatna Tq, Mandya Dist",email@ksp.gov.in,8232253027,Srirangapatna Circle,12.521709,76.860377,,
527.0,Belagavi City,Belagavi,APMC Yard PS,BUXITE ROAD  AZAM NAGAR BELGAUM-,apmcbgm@ksp.gov.in,0831-2405250,Market Sub Division,15.871792,74.469533,,
527.0,Belagavi City,Belagavi,Bagewadi PS,ON P.B.ROAD NH4  KAKATI,bagewadibgm@ksp.gov.in,0831-2405280,Belgaum Rural Sub Division,15.834953,74.515789,,
527.0,Belagavi City,Belagavi,Belagavi City CEN Crime PS,PHQ BelagaviOld PB road,ccbbgc@ksp.gov.in,8888-888888,Belagavi City,15.827474,74.495591,,
527.0,Belagavi City,Belagavi,Belagavi Rural PS,VADAGON ROAD HINDWADI,ruralbgm@ksp.gov.in,0831-2405252,Belgaum Rural Sub Division,15.829653,74.506912,,
527.0,Belagavi City,Belagavi,Belgaum North Traffic PS,KACHARI ROAD OPOSITE TAHASILDAR OFFICE-,trafficnorthbgm@ksp.gov.in,0831-2405240,Belagavi Traffic Sub Division,15.883455,74.526448,,
527.0,Belagavi City,Belagavi,Belgaum South Traffic PS,CAMP POLICE LANE CAMP,trafficsouthbgm@ksp.gov.in,0831-2405248,Belagavi Traffic Sub Division,15.852108,74.5276,,
527.0,Belagavi City,Belagavi,Camp PS,HIGH STREET CAMP,campbgm@ksp.gov.in,0831-2405234,Khadebazar Sub Division,15.865601,74.535073,,
527.0,Belagavi City,Belagavi,Kakati PS,ON P.B.ROAD NH4  KAKATI,kakatibgm@ksp.gov.in,0831-2405203,Belgaum Rural Sub Division,15.835448,74.535044,,
527.0,Belagavi City,Belagavi,Khadebazar PS,RISALDAR GALLI KHADE BAZAR,khadebazarbgm@ksp.gov.in,0831-2405232,Khadebazar Sub Division,15.854389,74.501664,,
527.0,Belagavi City,Belagavi,Malamaruthi PS,DOUBLE ROAD SRINAGAR,malmaruthibgm@ksp.gov.in,0831-2405251,Market Sub Division,15.811578,74.490924,,
527.0,Belagavi City,Belagavi,Marihal PS,BAGALKOT ROAD MARIHAL,marihalbgm@ksp.gov.in,0831-2405239,Belgaum Rural Sub Division,15.883322,74.516494,,
527.0,Belagavi City,Belagavi,Market PS,OPP  CENTRAL BUS STAND,marketbgm@ksp.gov.in,0831-2405242,Market Sub Division,15.838373,74.459404,,
527.0,Belagavi City,Belagavi,Shahapura PS,VADAGAON ROAD SHAHAPUR,shahapurbgm@ksp.gov.in,0831-2405244,Market Sub Division,15.884764,74.461829,,
527.0,Belagavi City,Belagavi,Tilakwadi PS,NEAR NATH PAI GARDEN TILKAWADI,tilakwadibgm@ksp.gov.in,0831-2405236,Khadebazar Sub Division,15.857183,74.515455,,
527.0,Belagavi City,Belagavi,Udyambag PS,NEAR STATE BANK OF INDIA  IDUSTRIAL ESTATE KH,udyambagbgm@ksp.gov.in,0831-2405238,Khadebazar Sub Division,15.884289,74.474036,,
534.0,Mangaluru City,Dakshina Kannada,Bajpe PS,BAJPE POST & VILLAGE,bajpemgc@ksp.gov.in,0824-2220531,North Subdivison,12.898387,74.872158,,
534.0,Mangaluru City,Dakshina Kannada,Barke PS,Gandhinagar,barkemgc@ksp.gov.in,0824-2220522,Central Sub Division,12.876102,74.885467,,
534.0,Mangaluru City,Dakshina Kannada,Cyber Crime PS Mangaluru City,Mangaloor CityMangaloor,email@ksp.gov.in,88888-888888,Mangalore COP,12.890855,74.820959,,
534.0,Mangaluru City,Dakshina Kannada,E and N Crime PS Mangaluru City,Mangalooru CityMangalooru,email@ksp.gov.in,88888-888888,Mangalore COP,12.902767,74.863192,,
534.0,Mangaluru City,Dakshina Kannada,Kankanady Town PS,"Garodi, Maroli PostMangaluru City",ccmgc@ksp.gov.in,8242220529,South Sub division,12.930087,74.886836,,
534.0,Mangaluru City,Dakshina Kannada,Kavoor PS,"Kavoor P.S Shanthinagara, Kavoor, Mangalore",kavoormgc@ksp.gov.in,0824-2220533,North Subdivison,12.947854,74.892518,,
534.0,Mangaluru City,Dakshina Kannada,Konaje PS,"Konaje Police Station, Assaigoli Post",konajemgc@ksp.gov.in,0824-2220536,South Sub division,12.952124,74.848058,,
534.0,Mangaluru City,Dakshina Kannada,Mangalore East PS,Kadri Hills,mangaloreeastmgc@ksp.gov.in,0824-2220520,Central Sub Division,12.907881,74.845668,,
534.0,Mangaluru City,Dakshina Kannada,Mangalore East Traffic PS,Kadrihills Mangalore,trafficeastmaq@ksp.gov.in,0824-2220825,Traffic Sub Division,12.899178,74.835282,,
534.0,Mangaluru City,Dakshina Kannada,Mangalore North PS,BUNDER      MANGALORE,mangalorenorthmgc@ksp.gov.in,0824-2220516,Central Sub Division,12.9288,74.860756,,
534.0,Mangaluru City,Dakshina Kannada,Mangalore Rural PS,Kulashekara,mangaloreruralmgc@ksp.gov.in,0824-2220535,South Sub division,12.914904,74.881342,,
534.0,Mangaluru City,Dakshina Kannada,Mangalore South PS,"Managalore South P.S, Pandeshwara",mangaloresouthmgc@ksp.gov.in,0824-2220518,Central Sub Division,12.896173,74.893362,,
534.0,Mangaluru City,Dakshina Kannada,Mangalore West Traffic PS,address,trafficwestmaq@ksp.gov.in,0824-2220524,Traffic Sub Division,12.892296,74.816458,,
534.0,Mangaluru City,Dakshina Kannada,Mangalore Women PS,"Women Police Station , Pandeshwara",womenmgc@ksp.gov.in,0824-2220525,Central Sub Division,12.939473,74.846166,,
534.0,Mangaluru City,Dakshina Kannada,Moodabidre PS,"Jyothinagara, Pranthya Village",moodabidremgc@ksp..gov.in,08258 - 236333,North Subdivison,12.88538,74.859508,,
534.0,Mangaluru City,Dakshina Kannada,Mulki PS,Bappanadu,mulkimgc@ksp.gov.in,0824-2290533,North Subdivison,12.938885,74.861382,,
534.0,Mangaluru City,Dakshina Kannada,Panambur PS,"PANAMBUR POLICE STATION, PANAMBUR , NEW MANGA",panamburmgc@ksp.gov.in,0824-2220530,North Subdivison,12.929164,74.891131,,
534.0,Mangaluru City,Dakshina Kannada,Surathkal PS,surathkal police station,surathkalmgc@ksp.gov.in,0824-2220540,North Subdivison,12.887737,74.863944,,
534.0,Mangaluru City,Dakshina Kannada,Traffic North Police Station,Traffic North Police Station,trafficnorthmgc@ksp.gov.in,88888-888888,Traffic Sub Division,12.916402,74.851053,,
534.0,Mangaluru City,Dakshina Kannada,Traffic South Police Station,"Kallapu, Near TokkottuMangaluru City",maqsysadm@ksp.gov.in,88888-888888,Traffic Sub Division,12.890586,74.852406,,
534.0,Mangaluru City,Dakshina Kannada,Ullal PS,"Near Abbakka Circle, Ullal Post, Mangalore",ullalmgc@ksp.gov.in,0824-2466269,South Sub division,12.945427,74.842907,,
534.0,Mangaluru City,Dakshina Kannada,Urva PS,Ashokanagar,urwamgc@ksp.gov.in,0824-2220521,Central Sub Division,12.949555,74.849089,,
545.0,Mysuru City,Mysuru,Alanahally PS,"No 71, SB Jayarama Badavane,Alanahally, Devegowda Circle, Bannuru Ring Road",alanahallimyc@ksp.gov.in,0821-2418318,Devaraja Sub-Division,12.300337,76.608284,,
545.0,Mysuru City,Mysuru,Ashokpuram PS,"ADICHUNCHANAGIR ROAD, KUVEMPUNAGARA,  MYSORE.",ashokpurammyc@ksp.gov.in,2418521,Krishnaraja Sub-Division,12.335752,76.600976,,
545.0,Mysuru City,Mysuru,Devaraja PS,"DHANVANTHRI ROAD,K.R. HOSPITAL COMPUND, DEVAR",devarajamyc@ksp.gov.in,2418306,Devaraja Sub-Division,12.258588,76.635553,,
545.0,Mysuru City,Mysuru,Deveraja Traffic PS,"DEEWANS  ROAD,MYSORE.        570 001",devrajatrfmyc@ksp.gov.in,2418526,Traffic Sub-Division,12.309551,76.634114,,
545.0,Mysuru City,Mysuru,Hebbal PS,"NO 71 S B JAYARAMA BADAVANEALANAHALLI, NEAR DEVEGOWDA CIRCLE MYSURU",hebbalmyc@ksp.gov.in,0821-2418855,Narasimharaja Sub-Division,12.306483,76.638241,,
545.0,Mysuru City,Mysuru,Jayalakshmipuram PS,"BEHIND ISWARIYA PETROL BUNK, VIJAYANAGARA 3RD",jailaxmipurammyc@ksp.gov.in,2418316,Narasimharaja Sub-Division,12.316726,76.663999,,
545.0,Mysuru City,Mysuru,Krishnaraja PS,"M.G. ROAD. K.R. MOHALLA, MYSORE. 570 004",krishnarajmyc@ksp.govin,2418519,Krishnaraja Sub-Division,12.292011,76.6196,,
545.0,Mysuru City,Mysuru,Krishnaraja Traffic PS,J.L.B ROAD LAXMIPURAM MYSORE. 570 004,krtrafficmyc@ksp.gov.in,2418530,Traffic Sub-Division,12.265168,76.662634,,
545.0,Mysuru City,Mysuru,Kuvempunagar PS,"DAKSHINESHWARA MAIN ROAD, NEAR CHURCH, RAMAKR",kuvempunagarmyc@ksp.gov.in,2418324,Krishnaraja Sub-Division,12.281922,76.64821,,
545.0,Mysuru City,Mysuru,Lashkar PS,NEHRU CIRLCE ASHOKA ROAD MYSORE. 570 001,lashkarmyc@ksp.gov.in,2418307,Devaraja Sub-Division,12.325179,76.621132,,
545.0,Mysuru City,Mysuru,Laxmipuram PS,"J.L.B ROAD, LAXMIPURAM,MYSORE. 570 004",laxmipurammyc@ksp.gov.in,2418320,Krishnaraja Sub-Division,12.322268,76.671631,,
545.0,Mysuru City,Mysuru,Mandi PS,KABEER ROAD MANDI MOHALLA MYSORE. 570 021,mandimyc@ksp.gov.in,2418313,Narasimharaja Sub-Division,12.271357,76.674914,,
545.0,Mysuru City,Mysuru,Metagalli PS,"K.R.S ROAD, METEGALLY, MYSORE. 570 016",metagallymyc@ksp.gov.in,2418315,Narasimharaja Sub-Division,12.270725,76.618094,,
545.0,Mysuru City,Mysuru,Narasimharaja PS,"RAJENADRA  NAGARA , PANCHAMUKU GANAPATHI TEMP",nsimharajamyc@ksp.gov.in,2418312,Narasimharaja Sub-Division,12.272263,76.601391,,
545.0,Mysuru City,Mysuru,Narasimharaja Traffic PS,"ASHOKA ROAD , LASHKAR MOHALLA MYSORE. 570 021",nrtrafficmyc@ksp.gov.in,2418527,Traffic Sub-Division,12.267874,76.678895,,
545.0,Mysuru City,Mysuru,Nazarbad PS,"NAZARBAD CIRCLE, M.M. ROAD, NZARBAD MOHALLA,",nazarbadmyc@ksp.gov.in,2418308,Devaraja Sub-Division,12.294724,76.611817,,
545.0,Mysuru City,Mysuru,Saraswathipuram PS,"SAHUKAR CHENNAIH ROAD, S.S. PURAM, MYSORE. 57",saraswathipurammyc@ksp.gov.in,2418323,Krishnaraja Sub-Division,12.265968,76.658234,,
545.0,Mysuru City,Mysuru,Siddarthanagar Traffic PS,,email@ksp.gov.in,88888-888888,Traffic Sub-Division,12.256598,76.667262,,
545.0,Mysuru City,Mysuru,Udayagiri PS,"MAHADEVAPURA MAIN ROAD, SHANTHI NAGAR MYSORE.",udayagirimyc@ksp.gov.in,2418309,Devaraja Sub-Division,12.272741,76.65186,,
545.0,Mysuru City,Mysuru,V.V. Puram PS,TEMPLE ROAD V.V.MOHALLA MYSORE. 570 002,vvpurammyc@ksp.gov.in,2418314,Narasimharaja Sub-Division,12.335368,76.655625,,
545.0,Mysuru City,Mysuru,Vidyaranyarpuram PS,"J.P. NAGARA MAIN RAO, J.P. NAGARA MYSORE.570",vidyaranyamyc@ksp.gov.in,2418522,Krishnaraja Sub-Division,12.308098,76.616435,,
545.0,Mysuru Dist,Mysuru,Bannur PS,"BANNUR  POLICE STATION, BANNUR, T.N.PURA TALU",email@ksp.gov.in,08227-275632,Nanjanagudu Sub-Division,12.316089,76.649452,,
545.0,Mysuru Dist,Mysuru,Beechanahalli PS,BEECHANAHALLI PS BEECHANAHALLI  H.D. KOTE TAL,email@ksp.gov.in,08228-268333,H.D. Kote Circle,12.310261,76.616345,,
545.0,Mysuru Dist,Mysuru,Bettadapura PS,"BETTADAPURA POLICE STATION, BETTADAPURA, PERI",email@ksp.gov.in,0822-3275700,Periyapatna Circle,12.278706,76.666369,,
545.0,Mysuru Dist,Mysuru,Biligere PS I Badanavalu,"BADANAVALU POLICE STATION,  BADANAVALU, NANJA",email@ksp.gov.in,08221-221745,Nanjanagudu Circle,12.332504,76.67568,,
545.0,Mysuru Dist,Mysuru,Bilikere PS,"BILIKERE PS,  BILIKERE,  HUNSUR TALUK",email@ksp.gov.in,08222-240002,Hunusur Sub-Division,12.320857,76.643049,,
545.0,Mysuru Dist,Mysuru,Bylakuppe PS,"BYLAKUPPE POLICE STATION, BYLAKUPPE PERIYAPAT",email@ksp.gov.in,0822-3254433,Periyapatna Circle,12.267721,76.667684,,
545.0,Mysuru Dist,Mysuru,H.D. Kote PS,H.D. KOTE POLICE STATION  H.D. KOTE,email@ksp.gov.in,08228-255329,Hunusur Sub-Division,12.264185,76.679335,,
545.0,Mysuru Dist,Mysuru,Hullahalli PS,"HULLAHALLI POLICE STATION,  HULLAHALLI , NANJ",email@ksp.gov.in,08221-220111,Nanjanagudu Circle,12.323253,76.67425,,
545.0,Mysuru Dist,Mysuru,Hunusur Rural PS,"HUNSUR RURAL PS,  HUNSUR",email@ksp.gov.in,08222-252042,Hunusur Sub-Division,12.333944,76.67104,,
545.0,Mysuru Dist,Mysuru,Hunusur Town PS,"HUNSUR TOWN POLICE STATION ,HUNSUR",email@ksp.gov.in,08222-253133,Hunusur Sub-Division,12.288157,76.602222,,
545.0,Mysuru Dist,Mysuru,Jayapura PS,"JAYAPURA POLICE STATION,  JAYAPURA, MYSORE TA",email@ksp.gov.in,0821-2595781,Mysore South Circle,12.286828,76.639644,,
545.0,Mysuru Dist,Mysuru,K.R. Nagar PS,"K.R. NAGARA POLICE STATION,  K.R. NAGARA",email@ksp.gov.in,08223-262222,K.R. Nagar Circle,12.290067,76.633386,,
545.0,Mysuru Dist,Mysuru,Kowlande PS,"KOWLANDE POLICE STATION , KOWLANDE ,NANJANGUD",email@ksp.gov.in,08221-221621,Nanjanagudu Circle,12.302517,76.649952,,
545.0,Mysuru Dist,Mysuru,Mysore South PS,"MYSORE SOUTH PS , NEAR DHO OFFICE NAZARBAD- M",email@ksp.gov.in,0821-2444955,Mysore Rural Sub-Division,12.275568,76.677834,,
545.0,Mysuru Dist,Mysuru,Mysuru CEN Crime PS,MysuruMysuru,email@ksp.gov.in,88888-888888,Mysuru District,12.318161,76.678803,,
545.0,Mysuru Dist,Mysuru,Mysuru Women PS,"Station  Near District Health OfficeNazarbad, Mysore -570010",email@ksp.gov.in,9480606468,Mysore Rural Sub-Division,12.328851,76.624605,,
545.0,Mysuru Dist,Mysuru,Nanjanagudu Rural PS,"NANJANGUD RURAL POLICE STATION,  NANJANGUD",email@ksp.gov.in,08221-226259,Nanjanagudu Sub-Division,12.317044,76.630333,,
545.0,Mysuru Dist,Mysuru,Nanjanagudu Town PS,"NANJANGUD TOWN POLICE STATION,  NANJANGUD",email@ksp.gov.in,08221-228383,Nanjanagudu Circle,12.300313,76.677596,,
545.0,Mysuru Dist,Mysuru,Nanjangudu Traffic PS,Nanjangudu,email@ksp.gov.in,88888-888888,Nanjanagudu Circle,12.267487,76.635041,,
545.0,Mysuru Dist,Mysuru,Periyapatna PS,"PERIYAPATNA POLICE STATION, PERIYAPATNA",email@ksp.gov.in,0822-3273100,Hunusur Sub-Division,12.329705,76.638364,,
545.0,Mysuru Dist,Mysuru,Saligrama PS,"SALIGRAMA POLICE STATION, SALIGRAMA, K.R. NAG",email@ksp.gov.in,08223-283341,K.R. Nagar Circle,12.324309,76.601357,,
545.0,Mysuru Dist,Mysuru,Saragur PS,"SARGUR PS ,SARGUR, H.D. KOTE TALUK",email@ksp.gov.in,08228-265542,H.D. Kote Circle,12.276705,76.644619,,
545.0,Mysuru Dist,Mysuru,T. Narasipura PS,"T.NARASIPURA POLICE STATION, T.N.PURA",email@ksp.gov.in,08227-260990,T. Narasipura Circle,12.281813,76.623011,,
545.0,Mysuru Dist,Mysuru,Talakadu PS,"TALAKADU POLICE STATION, TALAKADU, T.N. PURA",email@ksp.gov.in,08227-273369,T. Narasipura Circle,12.29315,76.653016,,
545.0,Mysuru Dist,Mysuru,Varuna PS,"Meghalapura, T Narasipura Road",email@ksp.gov.in,88888-888888,Mysore South Circle,12.316269,76.620742,,
545.0,Mysuru Dist,Mysuru,Yelawala PS,"YELWALA POLICE STATION , YELWALA , MYSORE TAL",email@ksp.gov.in,0821-2402222,Mysore South Circle,12.313713,76.618699,,
546.0,Raichur,Raichur,Balaganoor PS,Balaganoor,balaganoorrcr@ksp.gov.in,08535-258631,Sindhanoor Circle,16.242295,77.345574,,
546.0,Raichur,Raichur,Devadurga PS,Deodurga,deodurgarcr@ksp.gov.in,08531-260333,Lingasugur Sub-Division,16.222429,77.327514,,
546.0,Raichur,Raichur,Gabbur PS,Gabbur,gabburrcr@ksp.gov.in,08531-260333,Devadurga Circle,16.225482,77.345722,,
546.0,Raichur,Raichur,Hutti PS,hutti,huttircr@ksp.gov.in,08537-275033,Lingasugur Circle,16.196664,77.337895,,
546.0,Raichur,Raichur,Idapanur PS,Idapanoor,idapanoorrcr@ksp.gov.in,08532-200033,Yeragera Circle,16.236321,77.382002,,
546.0,Raichur,Raichur,Jalhalli PS,Jalahalli,jalahallircr@ksp.gov.in,08531-265233,Devadurga Circle,16.182623,77.374891,,
546.0,Raichur,Raichur,Kowthal PS,Kowthal,kowthalrcr@ksp.gov.in,08538-252028,Manvi Circle,16.173429,77.324951,,
546.0,Raichur,Raichur,Lingasugur PS,Lingasugur,lingasugurrcr@ksp.gov.in,08537-257227,Lingasugur Circle,16.207964,77.385102,,
546.0,Raichur,Raichur,Manvi PS,Manvi,manvircr@ksp.gov.in,08538-220333,Sindhanoor Sub-Division,16.182856,77.36374,,
546.0,Raichur,Raichur,Market Yard PS,Raichur,marketyardrcr@ksp.gov.in,08532-235600,Raichur West Circle,16.16828,77.324208,,
546.0,Raichur,Raichur,Maski PS,Maski,maskircr@ksp.gov.in,08537-270244,Maski Circle,16.186983,77.376049,,
546.0,Raichur,Raichur,Mudgal PS,Mudgal,mudgalrcr@ksp.gov.in,08537-280536,Maski Circle,16.209083,77.343539,,
546.0,Raichur,Raichur,Raichur CEN Crime PS,,email@ksp.gov.in,88888-888888,Raichur District,16.205696,77.381748,,
546.0,Raichur,Raichur,Raichur Rural PS,Riahcur,ruralrcr@ksp.gov.in,08532-235308,Raichur Rural Circle,16.219219,77.375943,,
546.0,Raichur,Raichur,Raichur Traffic PS,Raichur,trafficrcr@ksp.gov.in,08532-226124,Raichur West Circle,16.234246,77.383927,,
546.0,Raichur,Raichur,Raichur West PS,Raichur,westrcr@ksp.gov.in,08532-232570,Raichur West Circle,16.185602,77.366128,,
546.0,Raichur,Raichur,Sadar Bazar PS,Riahcur,sardarbazarrcr@ksp.gov.in,08532-226148,Raichur Sub-Division,16.185612,77.379924,,
546.0,Raichur,Raichur,Shakti Nagar PS,Shakthinagar,shakthinagararcr@ksp.gov.in,08532-246133,Raichur Rural Circle,16.190461,77.353628,,
546.0,Raichur,Raichur,Sindanur Traffic PS,,email@ksp.gov.in,88888-888888,Sindhanoor Circle,16.245572,77.360674,,
546.0,Raichur,Raichur,Sirwar PS,Sirwar,sirwarrcr@ksp.gov.in,08538-270020,Manvi Circle,16.210951,77.3742,,
546.0,Raichur,Raichur,Turvihal PS,Turvihal,turvihalrcr@ksp.gov.in,08535-244233,Sindhanoor Circle,16.183918,77.36487,,
546.0,Raichur,Raichur,Yapaladinni PS,Yapaldinni,yapaldinnircr@ksp.gov.in,08532-280111,Raichur Rural Circle,16.205696,77.369244,,
546.0,Raichur,Raichur,Yeregera PS,Yeragera,yeragerarcr@ksp.gov.in,08532-282033,Yeragera Circle,16.239674,77.318349,,
631.0,Bengaluru South,Bengaluru South,Akkur PS,"IGGALUR ROAD, VIRUPAKSHIPURA(H),",akkurrmn@ksp.gov.in,080-27263253,Channapatna Rural Circle,12.944414,77.575728,,
631.0,Bengaluru South,Bengaluru South,Bidadi PS,NEAR BUS STAND,bidadirmn@ksp.gov.in,080-27282237,Ramanagara Rural Circle,12.999171,77.584548,,
631.0,Bengaluru South,Bengaluru South,Channapatna East PS,"NEAR RMC YARD, B.M ROAD",cpatnaeastrmn@ksp.gov.in,080-27251229,Channapatna Town Circle,12.978046,77.573647,,
631.0,Bengaluru South,Bengaluru South,Channapatna Rural PS,NEAR HANUMANTHANAGAR,cpatnaruralrmn@ksp.gov.in,080-27251256,Channapatna Rural Circle,13.011507,77.630826,,
631.0,Bengaluru South,Bengaluru South,Channapatna Town PS,"Opp. SBI, B.M ROAD, NEAR GANDHI BHAVAN",cpatnatownrmn@ksp.gov.in,080-27251749,Channapatna Town Circle,12.947256,77.584973,,
631.0,Bengaluru South,Bengaluru South,CHANNAPATNA TRAFFIC PS,"Opp. SBI, B.M Road, Near Gandhi BhavanChannapatna Town",email@ksp.gov.in,88888-888888,Channapatna Town Circle,12.972346,77.621596,,
631.0,Bengaluru South,Bengaluru South,Harohalli PS,NEAR BANGALORE - KANAKAPURA MAIN ROAD,hhallirmn@ksp.gov.in,080-27562240,Ramanagara Sub-Division,13.003777,77.58875,,
631.0,Bengaluru South,Bengaluru South,Ijoor PS,"B.M, ROAD, NEAR DPO",ijoorrmn@ksp.gov.in,080-27271786,Ramanagara Town Circle,12.992137,77.634459,,
631.0,Bengaluru South,Bengaluru South,Kaggalipura PS,,email@ksp.gov.in,88888-888888,Ramanagara Sub-Division,12.94198,77.585946,,
631.0,Bengaluru South,Bengaluru South,Kanakapura Rural PS,"RAMANAGARA MAIN ROAD, NEAR KSRTC DIPO,",kpuraruralrmn@ksp.gov.in,080-27523616,Kanakapura Circle,12.951949,77.574897,,
631.0,Bengaluru South,Bengaluru South,Kanakapura Town PS,"NEAR TALUK OFFICE,",kpuratownrmn@ksp.gov.in,080-27522441,Kanakapura Circle,12.986934,77.603947,,
631.0,Bengaluru South,Bengaluru South,Kanakapura Traffic PS,Kanakapura Traffic PS,email@ksp.gov.in,88888-888888,Kanakapura Circle,12.933895,77.58629,,
631.0,Bengaluru South,Bengaluru South,Kodihalli PS,"NEAR BABU RAO CIRCLE,",khallirmn@ksp.gov.in,080-27541240,Kanakapura Circle,12.936848,77.629829,,
631.0,Bengaluru South,Bengaluru South,Kudur PS,MUROOR - KUDUR MAIN ROAD,kudurrmn@ksp.gov.in,080-27762241,Magadi Sub Division,13.009741,77.623946,,
631.0,Bengaluru South,Bengaluru South,M.K. Doddi PS,"H.MOGENAHALLI (P), MALUR(H)",mkdoddirmn@ksp.gov.in,080-27266231,Channapatna Rural Circle,12.985343,77.605212,,
631.0,Bengaluru South,Bengaluru South,Magadi PS,NEAR BUS STAND,magadirmn@ksp.gov.in,080-27745224,Magadi Sub Division,12.945812,77.573531,,
631.0,Bengaluru South,Bengaluru South,Ramanagar CEN Crime PS,RamanagarRamanagar,email@ksp.gov.in,88888-888888,Ramanagara District,12.99803,77.614569,,
631.0,Bengaluru South,Bengaluru South,Ramanagara Rural PS,"NEAR PWD CIRCLE, B.M ROAD,",rnagarruralrmn@ksp.gov.in,080-27271321,Ramanagara Rural Circle,12.958058,77.576072,,
631.0,Bengaluru South,Bengaluru South,Ramanagara Town PS,"NEAR OLD TALUK OFFICE & Govt.HOSPITAL,",rnagartownrmn@ksp.gov.in,080-27271230,Ramanagara Town Circle,12.949974,77.632382,,
631.0,Bengaluru South,Bengaluru South,Ramanagara Traffic PS,"NEAR PWD CIRCLE, B.M ROAD,",tfcrmn@ksp.gov.in,080-27273904,Ramanagara Town Circle,13.002263,77.622051,,
631.0,Bengaluru South,Bengaluru South,Ramanagara Women PS,"B M Road, Above Ijoor PSRamanagara Town",email@ksp.gov.in,88888-888888,Ramanagara Town Circle,12.986486,77.578644,,
631.0,Bengaluru South,Bengaluru South,Sathnoor PS,DODDAHALAHALLI ROAD,sathanoorrmn2@ksp.gov.in,080-27551233,Kanakapura Circle,12.955663,77.577997,,
631.0,Bengaluru South,Bengaluru South,Tavarekere PS,MAGADI MAIN ROAD,tkerermn2@ksp.gov.in,080-28434365,Magadi Sub Division,12.955194,77.612566,,
547.0,Shivamogga,Shivamogga,Agumbe PS,"AGUMBE POLICE STATION, ABUMBE, THIRTHAHALLI T",agumbeshi@ksp.gov.in,08181-233181,Thirthahalli Circle,13.934872,75.559992,,
547.0,Shivamogga,Shivamogga,Anavatti PS,"ANAVATTI, SORABA TQ, SHIMOGA",anavattishi@ksp.gov.in,08184 267135,Soraba Circle,13.922267,75.594112,,
547.0,Shivamogga,Shivamogga,Bhadravathi New Town PS,"UBLEBAILU ROAD, NEWTOWN, BHADRAVATHI",bdvtnewtownshi@ksp.gov.in,08282 274313,Bhadravathi Town Circle,13.953074,75.535026,,
547.0,Shivamogga,Shivamogga,Bhadravathi Old Town PS,"MADHAVACHAR CIRCLE, OLD TOWN, BHADRAVATHI",bdvtoldtownshi@ksp.gov.in,08282 266343,Bhadravathi Town Circle,13.941798,75.528658,,
547.0,Shivamogga,Shivamogga,Bhadravathi Rural PS,"BEHIND TALUK OFFICE, RANGAPPA CIRCLE, BHADRAV",bdvtruralshi@ksp.gov.in,8282266033,Bhadravathi Sub-Division,13.917958,75.555245,,
547.0,Shivamogga,Shivamogga,Bhadravathi Traffic PS,"UBLEBAILU ROAD, NEWTOWN, BHADRAVATHI",bdvttrafficshi@ksp.gov.in,08282 276314,Bhadravathi Town Circle,13.92818,75.537515,,
547.0,Shivamogga,Shivamogga,Doddapete PS,"BESIDE PROVITE BUS STAND, SAGAR ROAD, SHIMOGA",cpidoddapeteshi@ksp.gov.in,08182-261414,Shimoga Sub-Division,13.894456,75.60542,,
547.0,Shivamogga,Shivamogga,Holehonnur PS,"HOLEHONNUR, BHADRAVATHI TQ, SHIMOGA DIST",holehonnurshi@ksp.gov.in,08282-235494,Bhadravathi Rural Circle,13.917974,75.580092,,
547.0,Shivamogga,Shivamogga,Hosamane PS,address,hosamaneshi@ksp.gov.in,8282266022,Bhadravathi Town Circle,13.96806,75.577357,,
547.0,Shivamogga,Shivamogga,Hosanagara PS,"SHIMOGA-MASTIKATTE MAIN ROAD, HOSANAGARA TQ",hosanagarashi@ksp.gov.in,08185-221244,Hosanagara Circle,13.949311,75.556085,,
