district_id,ksp_district,lgd_district,police_station_name,address,email,phone,circle,latitude,longitude
26,Kodagu,Kodagu,Sunticoppa PS,"Madapura Road, Suntikoppa Town",sunticoppamcr@ksp.gov.in,08276-262333,Kushalnagar Circle,12.4525,75.8289
26,Kodagu,Kodagu,Virajpet Rural PS,"Meenupet, Viajpet Town",virajpetruralmcr@ksp.gov.in,08274-257462,Virajpet Circle,12.19305,75.8011
26,Kodagu,Kodagu,Virajpet Town PS,"Meenupet, Viajpet Town",virajpettownmcr@ksp.gov.in,08274-257333,Virajpet Circle,12.19287,75.80102
27,Kolar,Kolar,Gownapalli PS,"Gownipalli Police Station, Gownipalli, Sriniv",gownipalliklr@ksp.gov.in,08157-248106,Srinivasapura Circle,13.51123,78.22563
27,Kolar,Kolar,Gulpet PS,"Gulpet Police Station, Chickaballapura Road,",gulpetklr@ksp.gov.in,08152-240596,Kolar Town Circle,13.14567,78.13095
27,Kolar,Kolar,Kolar CEN Crime PS,,email@ksp.gov.in,88888-888888,Kolar District,13.14167,78.13692
27,Kolar,Kolar,Kolar DCRE PS,---,---,---,Kolar Circle,0.0,0.0
27,Kolar,Kolar,Kolar Rural PS,"Kolar Rural Police Station, Near AC Office, K",ruralklr@ksp.gov.in,08152-222616,Kolar Rural Circle,13.14167,78.13692
27,Kolar,Kolar,Kolar Town PS,"Kolar Town Police station, Near Gandhi chowk,",townklr@ksp.gov.in,08152-222024,Kolar Town Circle,13.13152,78.13352
27,Kolar,Kolar,Kolar Traffic PS,"Kolar Traffic Police Station, Behind Indian O",trafficklr@ksp.gov.in,08152-222025,Kolar Town Circle,13.16949,78.39958
27,Kolar,Kolar,Kolar Women PS,Near MG CircleKolar,email@ksp.gov.in,9480802630,Kolar Town Circle,13.131524,78.133516
27,Kolar,Kolar,Malur PS,"Office of the Circle Inspector of Police, Mar",malurklr@ksp.gov.in,08151-232220,Malur Circle,13.00252,77.93838
27,Kolar,Kolar,Masti PS,"Masthi Police Station, Masthi,  Malur Taluk.",masthiklr@ksp.gov.in,08151-236222,Malur Circle,12.87305,77.99797
27,Kolar,Kolar,Mulbagal Rural PS,,email@ksp.gov.in,88888-888888,Mulbagal Circle,13.058323,78.425844
27,Kolar,Kolar,Mulbagal Town PS,"Mulbagal Police Station, Near Ambedkar Circel",mulbagalklr@ksp.gov.in,08159-242040,Mulbagal Circle,13.1684,78.39303
27,Kolar,Kolar,Nangli PS,"Nangali Police Station, Nangali,   Mulbalgal",nangliklr@ksp.gov.in,08159-248126,Mulbagal Circle,13.19423,78.53718
27,Kolar,Kolar,Rayalpad PS,"Rayalpadu Police Station, Rayalpadu, Srinivas",rayalpadklr@ksp.gov.in,08157-240006,Srinivasapura Circle,13.53105,78.34519
27,Kolar,Kolar,Srinivasapura PS,"Srinivasapura Police Station, Near Mini Vidha",srinivasapuraklr@ksp.gov.in,08157-246234,Srinivasapura Circle,13.34122,78.21268
27,Kolar,Kolar,Vemagal PS,"Vemagal Police Station, Kolar Taluk",vemagalklr@ksp.gov.in,08152-246421,Kolar Rural Circle,13.1919,78.01713
28,Koppal,Koppal,Alwandi PS,Police Sub Inspector Alwandi Police Station A,alwandikpl@ksp.gov.in,08539-285233,Koppal Rural Circle,15.23163,75.99057
28,Koppal,Koppal,Bevoor PS,Police Sub Inspector Bevoor Police Station Be,bevoorkpl@ksp.gov.in,08534-227641,Yelburga Circle,16.20709,75.89477
28,Koppal,Koppal,Gangavathi Rural PS,"Police Sub Gangavati Rural Police Station, Op",gvtruralkpl@ksp.gov.in,08533-230854,Gangavathi Rural Circle,15.42611,76.52972
28,Koppal,Koppal,Gangavathi Town PS,Police Inspector Gangavati Town Police Statio,gvttownkpl@ksp.gov.in,08533-230633,Gangavathi Sub-Division,15.42588,76.53019
28,Koppal,Koppal,Gangavathi Traffic PS,"Police Sub Gangavati Traffic Police Station,",gvttraffickpl@ksp.gov.in,08533-231533,Gangavathi Town PS,15.42563,76.52996
28,Koppal,Koppal,Hanumasagar PS,Police Sub-Insector Hanumsagar  Police Statio,hanumsagarkpl@ksp.gov.in,08536-270333,Kushtagi Circle,15.87277,76.04762
28,Koppal,Koppal,Kanakagiri PS,Police Sub-Insector Kanakagiri Police Station,kanakagirikpl@ksp.gov.in,08533-240233,Gangavathi Rural Circle,15.57236,76.42374
28,Koppal,Koppal,Karatagi PS,Police Sub-Insector Karatagi Police Station K,karatagikpl@ksp.gov.in,08533-275331,Gangavathi Rural Circle,15.60059,76.65798
28,Koppal,Koppal,Koppal CEN Crime PS,DCB UnitKoppal,email@ksp.gov.in,88888-888888,Koppal District,15.35246,76.15093
28,Koppal,Koppal,Koppal DCRE PS,---,---,---,Koppal Circle,0.0,0.0
28,Koppal,Koppal,Koppal Rural PS,Police Sub Inspector Koppal Rural Police Stat,ruralkpl@ksp.gov.in,08539-221333,Koppal Rural Circle,15.34864,76.15049
28,Koppal,Koppal,Koppal Town PS,"Police Inspector Koppal Town Police Station,",townkpl@ksp.gov.in,08539-220333,Koppal Sub-Division,15.34883,76.15071
28,Koppal,Koppal,Koppal Traffic PS,Koppal,email@ksp.gov.in,88888-888888,Koppal Town PS,15.35182,76.1576
28,Koppal,Koppal,Koppal Women PS,"Hasan Road, Near Tippu Sultan CircleKoppal",womenpskpl@ksp.gov.in,88888-888888,Koppal Sub-Division,15.348834,76.150712
28,Koppal,Koppal,Kuknoor PS,Police Sub Inspector Kuknoor Police Station K,kuknoorkpl@ksp.gov.in,08534-230438,Yelburga Circle,15.49262,75.99151
28,Koppal,Koppal,Kushtagi PS,Police Sub-Insector Kushtagi Police Station K,kushtagikpl@ksp.gov.in,08536-267033,Kushtagi Circle,15.75488,76.1935
28,Koppal,Koppal,Munirabad PS,Police Sub Inspector Munirabad Police Station,munirabadkpl@ksp.gov.in,08539-270333,Koppal Rural Circle,15.27958,76.32185
28,Koppal,Koppal,Tavaregera PS,Police Sub-Insector Tawargera  Police Station,tawargerakpl@ksp.gov.in,08536-275322,Kushtagi Circle,15.77005,76.40431
28,Koppal,Koppal,Yelburga PS,Police Sub Inspector Yelburga Police Station,yelburgakpl@ksp.gov.in,08534-220133,Yelburga Circle,15.61332,76.01221
29,Mandya,Mandya,Arakere PS,"Arakere, Srirangaptna Taluk",arakeremdy@ksp.gov.in,08236-257233,Srirangapatna Circle,12.41068,76.81357
29,Mandya,Mandya,Basaralu PS,"Basaralu, Mandya Taluk",basaralumdy@ksp.gov.in,08232-276634,Mandya Rural Circle,12.70584,76.81725
29,Mandya,Mandya,Belakavadi PS,"Belkavadi, Malavalli Taluk",belakavadimdy@ksp.gov.in,08231-240034,Malavalli Rural Circle,12.25664,77.12265
29,Mandya,Mandya,Bellur PS,"Bellur, Nagamangala Taluk",bellurmdy@ksp.gov.in,08234-287535,Nagamangala Circle,12.98144,76.73564
29,Mandya,Mandya,Besagaraghalli PS,"Besagarahalli, Maddur Taluk",besagarahallimdy@ksp.gov.in,08232-278264,Maddur Circle,12.63614,77.00603
29,Mandya,Mandya,Bindiganavile PS,"Binidiganavile, Nagamangala Taluk",bnavilemdy@ksp.gov.in,08234-284240,Nagamangala Circle,12.88119,76.63097
29,Mandya,Mandya,Halagur PS,"MALAVALLI TQ,",halagurumdy@ksp.gov.in,08231-295322,Malavalli Rural Circle,12.4275,77.22836
29,Mandya,Mandya,K.M. Doddi PS,"K M Doddi C A kere HOBLI, MADDUR TQ.",kmdoddimdy@ksp.gov.in,08231-235032,Malavalli Sub-Division,12.48931,77.03516
29,Mandya,Mandya,K.R. Pet Rural PS,"K R Pet Town, K R Pet Taluk",krpetruralmdy@ksp.gov.in,08232-262440,K.R. Pet Circle,12.65939,76.48833
29,Mandya,Mandya,K.R. Pet Town PS,"K R Pet Town, K R Pet Taluk",krpettownmdy@ksp.gov.in,08230-262248,K.R. Pet Circle,12.65924,76.48829
29,Mandya,Mandya,K.R. Sagar PS,"K R Sagara, Srirangapatna Taluk",krsagaramdy@ksp.gov.in,08236-252027,Srirangapatna Circle,12.40578,76.57242
29,Mandya,Mandya,Keragodu PS,"Keragodu, Mandya Taluk",keragodumdy@ksp.gov.in,08232-272044,Mandya Rural Circle,12.64286,76.91703
29,Mandya,Mandya,Kesthur PS,"Kesthur, Maddur Taluk",kesturmdy@ksp.gov.in,08232-279735,Maddur Circle,12.69169,77.06078
29,Mandya,Mandya,Kikkeri PS,"Kikkeri, K R Pet Taluk",kikkerimdy@ksp.gov.in,08232-265433,K.R. Pet Circle,12.76872,76.42292
29,Mandya,Mandya,Kirugavalu PS,"Kirugavalu, Malavalli Taluk",kirugavalumdy@ksp.gov.in,082312-249481,Malavalli Rural Circle,12.35847,76.94514
29,Mandya,Mandya,Koppa PS,"Koppa, Maddur Taluk",koppamdy@ksp.gov.in,08232-248032,Maddur Circle,12.70769,76.95723
29,Mandya,Mandya,Maddur PS,Maddur Town,maddurmdy@ksp.gov.in,08232-232170,Maddur Circle,12.58779,77.04138
29,Mandya,Mandya,Maddur Traffic PS,Maddur Town,maddurtrafficmdy@ksp.gov.in,08232-232033,Maddur Circle,12.58809,77.04111
29,Mandya,Mandya,Malavalli Rural PS,Malavalli Town,malavalliruralmdy@ksp.gov.in,08231-242233,Malavalli Rural Circle,12.38364,77.06028
29,Mandya,Mandya,Malavalli Town PS,Malavalli Town,malavallitownmdy@ksp.gov.in,08231-242244,Malavalli Sub-Division,12.38353,77.06044
29,Mandya,Mandya,Mandya CEN Crime PS,Mandya Town,email@ksp.gov.in,88888-888888,Mandya Sub-Division,12.526694,76.890722
29,Mandya,Mandya,Mandya Central PS,"DC Office Road, Mandya City,Mandya Dist",email@ksp.gov.in,8232221345,Mandya Town Circle,12.52304,76.88514
29,Mandya,Mandya,Mandya DCRE PS,---,---,---,Mandya Circle,0.0,0.0
29,Mandya,Mandya,Mandya East PS,"M C Road, Mandya Town",eastmdy@ksp.gov.in,08232-224777,Mandya Town Circle,12.52846,76.90077
29,Mandya,Mandya,Mandya Rural PS,"Bannur Road, Mandya Town",ruralmdy@ksp.gov.in,08232-224200,Mandya Rural Circle,12.51948,76.88447
29,Mandya,Mandya,Mandya Traffic PS,"M C Road, Mandya Town",trafficmdy@ksp.gov.in,08232-262248,Mandya Town Circle,12.52846,76.90077
29,Mandya,Mandya,Mandya West PS,"R P Road, Mandya Town",westmdy@ksp.gov.in,08232-224666,Mandya Town Circle,12.52669,76.89072
29,Mandya,Mandya,Mandya Women PS,Mandya TownMandya Dist,email@ksp.gov.in,88888-888888,Mandya Town Circle,12.52846,76.90077
29,Mandya,Mandya,Melukote PS,"Melukote, Pandavapura Taluk",melukotemdy@ksp.gov.in,08236-299800,Srirangapatna Circle,12.66174,76.64808
29,Mandya,Mandya,Nagamangala Rural PS,address,nmangalaruralmdy@ksp.gov.in,08232-285210,Nagamangala Circle,12.83088,76.75885
29,Mandya,Mandya,Nagamangala Town PS,Nagamangala Town,nmangalamdy@ksp.gov.in,08234-286040,Nagamangala Circle,12.81982,76.7563
29,Mandya,Mandya,Pandavapura PS,"Pandavapura, Pandavapura Taluk",ppuramdy@ksp.gov.in,08236-255132,Srirangapatna Sub-Division,12.50301,76.67358
29,Mandya,Mandya,Shivalli PS,"Shivalli, Mandya Taluk",shivallimdy@ksp.gov.in,08232-277144,Mandya Rural Circle,12.58571,76.8239
29,Mandya,Mandya,Srirangapatna PS,"Behind Government First Grade College, Sriran",srpatnamdy@ksp.gov.in,08236-259235,Srirangapatna Circle,12.42399,76.68308
29,Mandya,Mandya,Srirangapatna Rural PS,"Behind Govt. First Grade CollegeSrirangapatna Tq, Mandya Dist",email@ksp.gov.in,8232253027,Srirangapatna Circle,12.41459,76.69136
29,Mandya,Mandya,Srirangapatna Traffic PS,Srirangapatna,email@ksp.gov.in,88888-888888,Srirangapatna Circle,0.0,0.0
3,Belagavi City,Belagavi,APMC Yard PS,BUXITE ROAD  AZAM NAGAR BELGAUM-,apmcbgm@ksp.gov.in,0831-2405250,Market Sub Division,15.13179,76.92145
3,Belagavi City,Belagavi,Bagewadi PS,ON P.B.ROAD NH4  KAKATI,bagewadibgm@ksp.gov.in,0831-2405280,Belgaum Rural Sub Division,15.77615,74.63784
3,Belagavi City,Belagavi,Belagavi City CEN Crime PS,PHQ BelagaviOld PB road,ccbbgc@ksp.gov.in,8888-888888,Belagavi City,15.873568,74.529618
3,Belagavi City,Belagavi,Belagavi Rural PS,VADAGON ROAD HINDWADI,ruralbgm@ksp.gov.in,0831-2405252,Belgaum Rural Sub Division,15.83317,74.51456
3,Belagavi City,Belagavi,Belgaum North Traffic PS,KACHARI ROAD OPOSITE TAHASILDAR OFFICE-,trafficnorthbgm@ksp.gov.in,0831-2405240,Belagavi Traffic Sub Division,15.86323,74.51308
3,Belagavi City,Belagavi,Belgaum South Traffic PS,CAMP POLICE LANE CAMP,trafficsouthbgm@ksp.gov.in,0831-2405248,Belagavi Traffic Sub Division,15.85743,74.50535
3,Belagavi City,Belagavi,Camp PS,HIGH STREET CAMP,campbgm@ksp.gov.in,0831-2405234,Khadebazar Sub Division,15.85471,74.50455
3,Belagavi City,Belagavi,Kakati PS,ON P.B.ROAD NH4  KAKATI,kakatibgm@ksp.gov.in,0831-2405203,Belgaum Rural Sub Division,15.92986,74.52751
3,Belagavi City,Belagavi,Khadebazar PS,RISALDAR GALLI KHADE BAZAR,khadebazarbgm@ksp.gov.in,0831-2405232,Khadebazar Sub Division,15.86238,74.51074
3,Belagavi City,Belagavi,Malamaruthi PS,DOUBLE ROAD SRINAGAR,malmaruthibgm@ksp.gov.in,0831-2405251,Market Sub Division,15.88174,74.52919
3,Belagavi City,Belagavi,Marihal PS,BAGALKOT ROAD MARIHAL,marihalbgm@ksp.gov.in,0831-2405239,Belgaum Rural Sub Division,15.88145,74.6642
3,Belagavi City,Belagavi,Market PS,OPP  CENTRAL BUS STAND,marketbgm@ksp.gov.in,0831-2405242,Market Sub Division,15.86247,74.51967
3,Belagavi City,Belagavi,Shahapura PS,VADAGAON ROAD SHAHAPUR,shahapurbgm@ksp.gov.in,0831-2405244,Market Sub Division,15.838089,74.518013
3,Belagavi City,Belagavi,Tilakwadi PS,NEAR NATH PAI GARDEN TILKAWADI,tilakwadibgm@ksp.gov.in,0831-2405236,Khadebazar Sub Division,15.83594,74.50154
3,Belagavi City,Belagavi,Udyambag PS,NEAR STATE BANK OF INDIA  IDUSTRIAL ESTATE KH,udyambagbgm@ksp.gov.in,0831-2405238,Khadebazar Sub Division,15.82069,74.49141
3,Belagavi City,Belagavi,Women PS,KACHARI ROAD OPPOSITE TAHASILDAR OFFICE,womenbgm@ksp.gov.in,0831-2405253,Khadebazar Sub Division,15.8578,74.50571
30,Mangaluru City,Dakshina Kannada,Bajpe PS,BAJPE POST & VILLAGE,bajpemgc@ksp.gov.in,0824-2220531,North Subdivison,12.98086,74.8925
30,Mangaluru City,Dakshina Kannada,Barke PS,Gandhinagar,barkemgc@ksp.gov.in,0824-2220522,Central Sub Division,12.8866,74.83202
30,Mangaluru City,Dakshina Kannada,Cyber Crime PS Mangaluru City,Mangaloor CityMangaloor,email@ksp.gov.in,88888-888888,Mangalore COP,12.86416,74.83351
30,Mangaluru City,Dakshina Kannada,E and N Crime PS Mangaluru City,Mangalooru CityMangalooru,email@ksp.gov.in,88888-888888,Mangalore COP,12.85498,74.83993
30,Mangaluru City,Dakshina Kannada,Kankanady Town PS,"Garodi, Maroli PostMangaluru City",ccmgc@ksp.gov.in,8242220529,South Sub division,12.86983,74.87264
30,Mangaluru City,Dakshina Kannada,Kavoor PS,"Kavoor P.S Shanthinagara, Kavoor, Mangalore",kavoormgc@ksp.gov.in,0824-2220533,North Subdivison,12.92423,74.84935
30,Mangaluru City,Dakshina Kannada,Konaje PS,"Konaje Police Station, Assaigoli Post",konajemgc@ksp.gov.in,0824-2220536,South Sub division,12.8095,74.91542
30,Mangaluru City,Dakshina Kannada,Mangalore East PS,Kadri Hills,mangaloreeastmgc@ksp.gov.in,0824-2220520,Central Sub Division,12.8903,74.85261
30,Mangaluru City,Dakshina Kannada,Mangalore East Traffic PS,Kadrihills Mangalore,trafficeastmaq@ksp.gov.in,0824-2220825,Traffic Sub Division,12.8903,74.85261
30,Mangaluru City,Dakshina Kannada,Mangalore North PS,BUNDER      MANGALORE,mangalorenorthmgc@ksp.gov.in,0824-2220516,Central Sub Division,12.86427,74.8335
30,Mangaluru City,Dakshina Kannada,Mangalore Rural PS,Kulashekara,mangaloreruralmgc@ksp.gov.in,0824-2220535,South Sub division,12.8822,74.87764
30,Mangaluru City,Dakshina Kannada,Mangalore South PS,"Managalore South P.S, Pandeshwara",mangaloresouthmgc@ksp.gov.in,0824-2220518,Central Sub Division,12.85498,74.83993
30,Mangaluru City,Dakshina Kannada,Mangalore West Traffic PS,address,trafficwestmaq@ksp.gov.in,0824-2220524,Traffic Sub Division,12.85498,74.83993
30,Mangaluru City,Dakshina Kannada,Mangalore Women PS,"Women Police Station , Pandeshwara",womenmgc@ksp.gov.in,0824-2220525,Central Sub Division,12.85689,74.83821
30,Mangaluru City,Dakshina Kannada,Moodabidre PS,"Jyothinagara, Pranthya Village",moodabidremgc@ksp..gov.in,08258 - 236333,North Subdivison,13.06645,74.99993
30,Mangaluru City,Dakshina Kannada,Mulki PS,Bappanadu,mulkimgc@ksp.gov.in,0824-2290533,North Subdivison,13.09426,74.78928
30,Mangaluru City,Dakshina Kannada,Panambur PS,"PANAMBUR POLICE STATION, PANAMBUR , NEW MANGA",panamburmgc@ksp.gov.in,0824-2220530,North Subdivison,12.95256,74.8169
30,Mangaluru City,Dakshina Kannada,Surathkal PS,surathkal police station,surathkalmgc@ksp.gov.in,0824-2220540,North Subdivison,12.98818,74.80111
30,Mangaluru City,Dakshina Kannada,Traffic North Police Station,Traffic North Police Station,trafficnorthmgc@ksp.gov.in,88888-888888,Traffic Sub Division,12.96984,74.080457
30,Mangaluru City,Dakshina Kannada,Traffic South Police Station,"Kallapu, Near TokkottuMangaluru City",maqsysadm@ksp.gov.in,88888-888888,Traffic Sub Division,12.96984,74.08046
30,Mangaluru City,Dakshina Kannada,Ullal PS,"Near Abbakka Circle, Ullal Post, Mangalore",ullalmgc@ksp.gov.in,0824-2466269,South Sub division,12.81951,74.84157
30,Mangaluru City,Dakshina Kannada,Urva PS,Ashokanagar,urwamgc@ksp.gov.in,0824-2220521,Central Sub Division,12.89922,74.82878
31,Mysuru City,Mysuru,Alanahally PS,"No 71, SB Jayarama Badavane,Alanahally, Devegowda Circle, Bannuru Ring Road",alanahallimyc@ksp.gov.in,0821-2418318,Devaraja Sub-Division,12.30712,76.70377
31,Mysuru City,Mysuru,Ashokpuram PS,"ADICHUNCHANAGIR ROAD, KUVEMPUNAGARA,  MYSORE.",ashokpurammyc@ksp.gov.in,2418521,Krishnaraja Sub-Division,12.28931,76.6313
31,Mysuru City,Mysuru,Cyber Crime PS Mysuru City,Mysuru City,email@ksp.gov.in,88888-888888,Mysore CCB,0.0,0.0
31,Mysuru City,Mysuru,Devaraja PS,"DHANVANTHRI ROAD,K.R. HOSPITAL COMPUND, DEVAR",devarajamyc@ksp.gov.in,2418306,Devaraja Sub-Division,12.31282,76.64942
31,Mysuru City,Mysuru,Deveraja Traffic PS,"DEEWANS  ROAD,MYSORE.        570 001",devrajatrfmyc@ksp.gov.in,2418526,Traffic Sub-Division,12.3081,76.64729
31,Mysuru City,Mysuru,E and N Crime PS Mysuru City,Mysuru City,email@ksp.gov.in,88888-888888,Mysore CCB,0.0,0.0
31,Mysuru City,Mysuru,Hebbal PS,"NO 71 S B JAYARAMA BADAVANEALANAHALLI, NEAR DEVEGOWDA CIRCLE MYSURU",hebbalmyc@ksp.gov.in,0821-2418855,Narasimharaja Sub-Division,13.03839,77.58966
31,Mysuru City,Mysuru,Jayalakshmipuram PS,"BEHIND ISWARIYA PETROL BUNK, VIJAYANAGARA 3RD",jailaxmipurammyc@ksp.gov.in,2418316,Narasimharaja Sub-Division,12.32369,76.6227
31,Mysuru City,Mysuru,Krishnaraja PS,"M.G. ROAD. K.R. MOHALLA, MYSORE. 570 004",krishnarajmyc@ksp.govin,2418519,Krishnaraja Sub-Division,12.29774,76.64283
31,Mysuru City,Mysuru,Krishnaraja Traffic PS,J.L.B ROAD LAXMIPURAM MYSORE. 570 004,krtrafficmyc@ksp.gov.in,2418530,Traffic Sub-Division,12.29774,76.64284
31,Mysuru City,Mysuru,Kuvempunagar PS,"DAKSHINESHWARA MAIN ROAD, NEAR CHURCH, RAMAKR",kuvempunagarmyc@ksp.gov.in,2418324,Krishnaraja Sub-Division,12.28608,76.62772
31,Mysuru City,Mysuru,Lashkar PS,NEHRU CIRLCE ASHOKA ROAD MYSORE. 570 001,lashkarmyc@ksp.gov.in,2418307,Devaraja Sub-Division,12.30143,76.65682
31,Mysuru City,Mysuru,Laxmipuram PS,"J.L.B ROAD, LAXMIPURAM,MYSORE. 570 004",laxmipurammyc@ksp.gov.in,2418320,Krishnaraja Sub-Division,12.29774,76.64284
31,Mysuru City,Mysuru,Mandi PS,KABEER ROAD MANDI MOHALLA MYSORE. 570 021,mandimyc@ksp.gov.in,2418313,Narasimharaja Sub-Division,12.31634,76.65419
31,Mysuru City,Mysuru,Metagalli PS,"K.R.S ROAD, METEGALLY, MYSORE. 570 016",metagallymyc@ksp.gov.in,2418315,Narasimharaja Sub-Division,12.34713,76.63038
31,Mysuru City,Mysuru,Narasimharaja PS,"RAJENADRA  NAGARA , PANCHAMUKU GANAPATHI TEMP",nsimharajamyc@ksp.gov.in,2418312,Narasimharaja Sub-Division,12.33484,76.664
31,Mysuru City,Mysuru,Narasimharaja Traffic PS,"ASHOKA ROAD , LASHKAR MOHALLA MYSORE. 570 021",nrtrafficmyc@ksp.gov.in,2418527,Traffic Sub-Division,12.31986,76.65792
31,Mysuru City,Mysuru,Nazarbad PS,"NAZARBAD CIRCLE, M.M. ROAD, NZARBAD MOHALLA,",nazarbadmyc@ksp.gov.in,2418308,Devaraja Sub-Division,12.30828,76.66733
31,Mysuru City,Mysuru,Saraswathipuram PS,"SAHUKAR CHENNAIH ROAD, S.S. PURAM, MYSORE. 57",saraswathipurammyc@ksp.gov.in,2418323,Krishnaraja Sub-Division,12.30175,76.62396
31,Mysuru City,Mysuru,Siddarthanagar Traffic PS,,email@ksp.gov.in,88888-888888,Traffic Sub-Division,12.29923,76.67921
31,Mysuru City,Mysuru,Udayagiri PS,"MAHADEVAPURA MAIN ROAD, SHANTHI NAGAR MYSORE.",udayagirimyc@ksp.gov.in,2418309,Devaraja Sub-Division,12.32679,76.68094
31,Mysuru City,Mysuru,V V Puram Traffic PS,V V Puram,email@ksp.gov.in,88888-888888,Traffic Sub-Division,12.960586,77.564034
31,Mysuru City,Mysuru,V.V. Puram PS,TEMPLE ROAD V.V.MOHALLA MYSORE. 570 002,vvpurammyc@ksp.gov.in,2418314,Narasimharaja Sub-Division,12.32612,76.63284
31,Mysuru City,Mysuru,Vidyaranyarpuram PS,"J.P. NAGARA MAIN RAO, J.P. NAGARA MYSORE.570",vidyaranyamyc@ksp.gov.in,2418522,Krishnaraja Sub-Division,12.29223,76.64764
31,Mysuru City,Mysuru,Vijayanagar PS,"23RD CROSS,VIJAYANGARA 2ND STAGE, MYSORE. 570",vijayangrmyc@ksp.gov.in,2418317,Narasimharaja Sub-Division,12.97071,77.53777
31,Mysuru City,Mysuru,Women PS,"HAMILTON BUILDING, NEHRU CIRCLE, LASHKAR MOHA",womenmyc@ksp.gov.in,2418310,Devaraja Sub-Division,15.8578,74.50571
32,Mysuru Dist,Mysuru,Bannur PS,"BANNUR  POLICE STATION, BANNUR, T.N.PURA TALU",email@ksp.gov.in,08227-275632,Nanjanagudu Sub-Division,12.19584,76.51591
32,Mysuru Dist,Mysuru,Beechanahalli PS,BEECHANAHALLI PS BEECHANAHALLI  H.D. KOTE TAL,email@ksp.gov.in,08228-268333,H.D. Kote Circle,11.59266,76.20599
32,Mysuru Dist,Mysuru,Bettadapura PS,"BETTADAPURA POLICE STATION, BETTADAPURA, PERI",email@ksp.gov.in,0822-3275700,Periyapatna Circle,12.27564,76.6446
32,Mysuru Dist,Mysuru,Biligere PS I Badanavalu,"BADANAVALU POLICE STATION,  BADANAVALU, NANJA",email@ksp.gov.in,08221-221745,Nanjanagudu Circle,12.41161,76.44444
32,Mysuru Dist,Mysuru,Bilikere PS,"BILIKERE PS,  BILIKERE,  HUNSUR TALUK",email@ksp.gov.in,08222-240002,Hunusur Sub-Division,12.20928,76.26519
32,Mysuru Dist,Mysuru,Bylakuppe PS,"BYLAKUPPE POLICE STATION, BYLAKUPPE PERIYAPAT",email@ksp.gov.in,0822-3254433,Periyapatna Circle,12.25379,75.59507
32,Mysuru Dist,Mysuru,H.D. Kote PS,H.D. KOTE POLICE STATION  H.D. KOTE,email@ksp.gov.in,08228-255329,Hunusur Sub-Division,12.52465,76.19543
32,Mysuru Dist,Mysuru,Hullahalli PS,"HULLAHALLI POLICE STATION,  HULLAHALLI , NANJ",email@ksp.gov.in,08221-220111,Nanjanagudu Circle,12.5503,76.33237
32,Mysuru Dist,Mysuru,Hunusur Rural PS,"HUNSUR RURAL PS,  HUNSUR",email@ksp.gov.in,08222-252042,Hunusur Sub-Division,12.18267,76.17388
32,Mysuru Dist,Mysuru,Hunusur Town PS,"HUNSUR TOWN POLICE STATION ,HUNSUR",email@ksp.gov.in,08222-253133,Hunusur Sub-Division,12.18191,76.17258
32,Mysuru Dist,Mysuru,Jayapura PS,"JAYAPURA POLICE STATION,  JAYAPURA, MYSORE TA",email@ksp.gov.in,0821-2595781,Mysore South Circle,12.12169,76.3319
32,Mysuru Dist,Mysuru,K.R. Nagar PS,"K.R. NAGARA POLICE STATION,  K.R. NAGARA",email@ksp.gov.in,08223-262222,K.R. Nagar Circle,12.26811,76.225
32,Mysuru Dist,Mysuru,Kowlande PS,"KOWLANDE POLICE STATION , KOWLANDE ,NANJANGUD",email@ksp.gov.in,08221-221621,Nanjanagudu Circle,12.032781,76.798738
32,Mysuru Dist,Mysuru,Mysore South PS,"MYSORE SOUTH PS , NEAR DHO OFFICE NAZARBAD- M",email@ksp.gov.in,0821-2444955,Mysore Rural Sub-Division,12.18462,76.39518
32,Mysuru Dist,Mysuru,Mysuru CEN Crime PS,MysuruMysuru,email@ksp.gov.in,88888-888888,Mysuru District,12.314659,76.667469
32,Mysuru Dist,Mysuru,Mysuru DCRE PS,---,---,---,Mysuru Circle,0.0,0.0
32,Mysuru Dist,Mysuru,Mysuru Women PS,"Station  Near District Health OfficeNazarbad, Mysore -570010",email@ksp.gov.in,9480606468,Mysore Rural Sub-Division,12.18456,76.39528
32,Mysuru Dist,Mysuru,Nanjanagudu Rural PS,"NANJANGUD RURAL POLICE STATION,  NANJANGUD",email@ksp.gov.in,08221-226259,Nanjanagudu Sub-Division,12.65242,76.40269
32,Mysuru Dist,Mysuru,Nanjanagudu Town PS,"NANJANGUD TOWN POLICE STATION,  NANJANGUD",email@ksp.gov.in,08221-228383,Nanjanagudu Circle,12.7524,76.41101
32,Mysuru Dist,Mysuru,Nanjangudu Traffic PS,Nanjangudu,email@ksp.gov.in,88888-888888,Nanjanagudu Circle,12.72023,76.40131
32,Mysuru Dist,Mysuru,Periyapatna PS,"PERIYAPATNA POLICE STATION, PERIYAPATNA",email@ksp.gov.in,0822-3273100,Hunusur Sub-Division,12.20149,76.51904
32,Mysuru Dist,Mysuru,Saligrama PS,"SALIGRAMA POLICE STATION, SALIGRAMA, K.R. NAG",email@ksp.gov.in,08223-283341,K.R. Nagar Circle,12.33436,76.15491
32,Mysuru Dist,Mysuru,Saragur PS,"SARGUR PS ,SARGUR, H.D. KOTE TALUK",email@ksp.gov.in,08228-265542,H.D. Kote Circle,12.0108,76.23433
