crime_id,crime_datetime,time_slot,district_id,district,taluk_id,taluk,gp_id,gram_panchayat,village_id,village,police_station_name,crime_latitude,crime_longitude,crime_category,crime_type,crime_severity,hotspot_score,victim_age,victim_gender,accused_id,accused_age,accused_gender,fir_registered,case_status,cctv_available,response_time_minutes
CR023682,2024-11-10 22:13:09,Afternoon,543,Koppal,5464,Yelbarga,219179.0,Gaddigeri,601308,Hulegudda,Kushtagi PS,15.773444,76.19151,Cyber Crime,OTP Scam,Medium,36,29,Female,ACC816479,48,Female,Yes,Under Investigation,Yes,34
CR023683,2026-05-17 14:08:26,Morning,526,Bengaluru Rural,5602,Doddaballapura,215468.0,Melina Joganahalli ( S.S.Ghati),910224,Tiruvanahalli (D),Suryanagar PS,13.089173,77.387634,Crime Against Women,Domestic Violence,High,36,27,Female,ACC00298,18,Male,No,Pending Trial,No,24
CR023684,2025-10-06 03:08:29,Night,545,Mysuru,5573,Heggadadevankote,219452.0,Hyrige,618878,Malara,Jayapura PS,12.117097,76.321829,Economic Crime,Cheating,Medium,32,63,Female,ACC00440,49,Female,Yes,Pending Trial,Yes,51
CR023685,2025-02-06 16:15:32,Evening,533,Chitradurga,5508,Hiriyur,217111.0,Metikurke,606067,Guilalu,Chitradurga Extension PS,14.212511,76.431075,Rural Crime,Sand Mining,Medium,21,42,Male,ACC370074,41,Female,No,Charge Sheet Filed,No,60
CR023686,2025-02-14 03:40:07,Afternoon,550,Uttara Kannada,5485,Kumta,220669.0,Holangadde,603436,Holanagadde(Part),Kumta PS,14.428803,74.417614,Crime Against Women,Stalking,High,11,31,Female,ACC782598,41,Female,Yes,Closed,Yes,25
CR023687,2026-01-04 12:53:50,Night,524,Bagalkote,7062,Ilkal,215229.0,Budihal S.K.,598988,Nidasanur,Guledagudda PS,16.045079,75.759974,Property Crime,Chain Snatching,Medium,17,67,Male,ACC324081,54,Male,Yes,Pending Trial,Yes,22
CR023688,2026-04-04 03:51:10,Night,548,Tumakuru,5533,Sira,220288.0,Baragur,610289,Kaligonahalli,Patanayakanahalli PS,13.868059,76.914678,Rural Crime,Crop Theft,Medium,60,67,Female,ACC00292,64,Male,Yes,Charge Sheet Filed,Yes,52
CR023689,2025-09-22 04:27:15,Night,537,Gadag,7083,Laxmeshwar,217844.0,Batturu,602064,Shettikeri,Naregal PS,15.341447,75.491238,Rural Crime,Sand Mining,Medium,74,24,Male,ACC00300,51,Male,No,Charge Sheet Filed,No,21
CR023690,2026-05-24 01:38:01,Evening,548,Tumakuru,5539,Tiptur,220326.0,Baluvaneralu,611964,Muddenahalli,Medigeshi PS,13.507544,77.122862,Property Crime,Chain Snatching,Medium,31,29,Male,ACC736111,58,Female,Yes,Closed,Yes,55
CR023691,2024-11-08 02:49:20,Morning,535,Davanagere,5511,Jagalur,217622.0,Hiremallanahole,606502,Tummaraguddu,Davanagere Extention PS,14.448817,75.910215,Property Crime,House Burglary,Medium,50,69,Male,ACC633375,63,Female,No,Pending Trial,No,42
CR023692,2025-05-18 15:57:55,Night,538,Kalaburagi,5581,Afzalpur,217869.0,Bandarwada,620173,Huvinhalli,Chittapura PS,17.120053,77.095669,Public Order,Illegal Gambling,Medium,76,30,Male,ACC00015,61,Male,Yes,Under Investigation,No,37
CR023693,2025-08-05 04:28:03,Evening,548,Tumakuru,5537,Tumakuru,,Unknown,611600,Lingapura,Chikkanayakanahalli PS,13.259508,76.372233,Economic Crime,Forgery,Medium,67,49,Female,ACC00355,28,Female,Yes,Charge Sheet Filed,Yes,41
CR023694,2025-03-04 21:52:14,Night,537,Gadag,7083,Laxmeshwar,217860.0,Suranagii,602089,Suvarnagiri,Nargund PS,15.414647,75.244118,Cyber Crime,OTP Scam,Medium,25,73,Male,ACC007613,21,Male,Yes,Under Investigation,Yes,21
CR023695,2024-12-30 02:30:41,Afternoon,542,Kolar,5590,Srinivaspur,219067.0,Thadigol,621545,Kamatampalli,Malur PS,12.998826,77.928947,Rural Crime,Cattle Theft,Medium,41,56,Female,ACC281944,67,Female,Yes,Under Investigation,Yes,40
CR023696,2026-05-05 04:45:26,Evening,526,Bengaluru Rural,5603,Devanahalli,215433.0,Godlumuddena Halli,948556,P Ranganathpura,Doddabelavangala PS,13.278186,77.419591,Property Crime,Chain Snatching,Medium,80,44,Male,ACC888309,44,Male,Yes,Pending Trial,Yes,46
CR023697,2025-08-14 18:46:54,Evening,544,Mandya,5552,Malavalli,219296.0,Hosahalli,614806,Mallikyathanahalli,Mandya East PS,12.53058,76.887548,Economic Crime,Forgery,Medium,75,78,Male,ACC00266,48,Female,Yes,Pending Trial,No,40
CR023698,2025-07-21 08:56:30,Night,630,Chikkaballapura,5596,Chikkaballapura,218843.0,Peresandra,623456,Yalagalahalli,Nandi Giridhama PS,13.406799,77.705475,Public Order,Illegal Liquor,Medium,20,37,Male,ACC00194,51,Male,Yes,Charge Sheet Filed,Yes,22
CR023699,2025-03-16 05:35:02,Night,539,Hassan,5554,Belur,218291.0,Andale,615330,Chomanahalli,Hassan Traffic PS,13.009186,76.131822,Public Order,Rioting,Medium,99,75,Female,ACC00420,52,Male,No,Under Investigation,Yes,42
CR023700,2026-07-04 16:43:02,Night,546,Raichur,5461,Raichur,219777.0,Ganadhal,600875,Chickmanchal,Maski PS,15.946282,76.644647,Public Order,Rioting,Medium,63,27,Female,ACC362550,55,Female,Yes,Closed,Yes,52
CR023701,2024-08-20 02:23:16,Night,542,Kolar,5592,Malur,218981.0,Nutuve,622454,Thoralakki,Kolar Rural PS,13.162409,78.141441,Economic Crime,Financial Fraud,Medium,68,25,Female,ACC074921,69,Male,No,Under Investigation,No,38
CR023702,2024-10-21 05:17:52,Evening,547,Shivamogga,5517,Shikarpur,219978.0,Tharalagatta,607803,Doopadahalli,Kargal PS,14.173449,74.815937,Property Crime,Chain Snatching,Medium,11,68,Male,ACC00472,45,Male,No,Charge Sheet Filed,Yes,46
CR023703,2026-01-16 13:03:35,Night,542,Kolar,7002,Kolar Gold Field,218822.0,Vengasandra,622779,Gopenahalli,KGF CEN Crime PS,12.945819,78.256486,Rural Crime,Crop Theft,Medium,42,72,Male,ACC236422,45,Female,Yes,Charge Sheet Filed,Yes,37
CR023704,2026-03-02 06:56:13,Afternoon,536,Dharwad,5476,Kalghatgi,217690.0,Belavantar,602501,Shivanapur,Old Hubli PS,15.342129,75.132985,Economic Crime,Cheating,Medium,90,32,Female,ACC00005,66,Female,Yes,Charge Sheet Filed,No,50
CR023705,2026-06-11 18:14:16,Night,631,Bengaluru South,7196,Harohalli,215525.0,Kaggalahalli,626351,Ragihalli State Forest,Kanakapura Town PS,12.535897,77.43822,Property Crime,Vehicle Theft,Medium,77,73,Male,ACC039170,66,Female,Yes,Under Investigation,Yes,52
CR023706,2025-10-02 14:21:26,Morning,548,Tumakuru,5537,Tumakuru,220377.0,Maidala,611385,Basavapatna,Tiptur Town PS,13.160813,76.283667,Economic Crime,Financial Fraud,Medium,63,23,Female,ACC00161,61,Male,No,Under Investigation,No,38
CR023707,2024-10-08 22:23:04,Afternoon,527,Belagavi,5434,Athni,215654.0,Parthanahalli,597270,Agrani-Ingalgaon,Marihal PS,15.896935,74.653146,Cyber Crime,Phishing,Medium,41,75,Female,ACC262427,28,Male,Yes,Closed,No,33
CR023708,2026-02-17 06:36:13,Night,542,Kolar,5592,Malur,218978.0,Chokkandahalli,622159,Chokkondahalli,KGF CEN Crime PS,12.973929,78.257484,Property Crime,House Burglary,Medium,31,70,Male,ACC00260,28,Male,Yes,Pending Trial,No,33
CR023709,2024-07-31 16:56:20,Morning,542,Kolar,5590,Srinivaspur,219046.0,Arikunte,621582,Pillakunte,Oorgaum PS,12.952468,78.257656,Public Order,Rioting,Medium,14,79,Female,ACC158221,22,Male,Yes,Charge Sheet Filed,No,53
CR023710,2025-07-04 16:46:31,Night,527,Belagavi,5442,Ramdurg,216047.0,Haletorgal,598370,Mallapur,Belgaum South Traffic PS,15.851768,74.515002,Economic Crime,Financial Fraud,Medium,62,54,Female,ACC277767,69,Male,Yes,Closed,Yes,59
CR023711,2025-11-12 01:29:42,Evening,541,Kodagu,7125,Ponnampet,218747.0,Kanur,618057,Bekke Sodlur,Gonikoppa PS,12.198066,75.909424,Violent Crime,Murder,Critical,59,78,Male,ACC380330,66,Female,Yes,Closed,Yes,6
CR023712,2025-09-17 14:09:29,Afternoon,524,Bagalkote,5445,Mudhol,215286.0,Bantnur,598607,Badnur,Mudhol PS,16.346978,75.289338,Public Order,Illegal Liquor,Medium,49,68,Female,ACC00091,46,Female,Yes,Closed,Yes,41
CR023713,2025-07-17 00:45:09,Afternoon,535,Davanagere,5513,Honnali,217568.0,Benakanahalli,606853,Benakanahalli,RMC Yard PS,14.449472,75.948068,Crime Against Women,Sexual Harassment,High,13,37,Female,ACC759426,53,Female,Yes,Charge Sheet Filed,No,27
CR023714,2024-07-26 18:01:46,Evening,540,Haveri,5491,Hangal,218500.0,Kirawadi,604186,Hallibail,Savanoor PS,14.99198,75.318029,Economic Crime,Cheating,Medium,50,33,Female,ACC00268,56,Male,No,Charge Sheet Filed,No,42
CR023715,2026-06-21 04:41:34,Night,537,Gadag,5470,Gadag,217762.0,Beladhadi,602035,Nabhapur,Gadag Town PS,15.441502,75.640645,Violent Crime,Assault,Critical,75,71,Male,ACC386987,44,Female,Yes,Under Investigation,Yes,15
CR023716,2024-08-22 18:57:49,Late Night,543,Koppal,5467,Koppal,219116.0,Boodagumpa,601834,Kumar Ramankunta,Karatagi PS,15.584917,76.670509,Property Crime,Vehicle Theft,Medium,77,60,Male,ACC00170,46,Male,No,Pending Trial,Yes,27
CR023717,2026-05-26 09:24:51,Afternoon,547,Shivamogga,5516,Sorab,220034.0,Hurali,607428,Hurali Koppa,Bhadravathi New Town PS,13.833839,75.708135,Cyber Crime,UPI Fraud,Medium,44,63,Female,ACC354772,68,Male,No,Charge Sheet Filed,No,53
CR023718,2025-06-04 04:10:22,Night,526,Bengaluru Rural,5604,Hosakote,215487.0,Khajihosahalli,625539,Tharabahalli,Nelamangala Rural PS,13.094193,77.374656,Violent Crime,Robbery,Critical,9,49,Female,ACC719223,66,Female,Yes,Under Investigation,Yes,7
CR023719,2026-07-13 17:35:02,Afternoon,538,Kalaburagi,5581,Afzalpur,217873.0,Devalagangapur,620162,D.Ghangapur,Jewargi PS,17.03535,76.796535,Property Crime,Shop Theft,Medium,66,76,Male,ACC00469,34,Male,Yes,Under Investigation,Yes,27
CR023720,2025-12-10 22:15:29,Night,538,Kalaburagi,5581,Afzalpur,217881.0,Mallabad,620124,Matoli,Madbool PS,17.292046,76.992312,Public Order,Illegal Gambling,Medium,6,28,Male,ACC147780,25,Female,No,Charge Sheet Filed,Yes,50
CR023721,2024-08-27 21:27:38,Afternoon,550,Uttara Kannada,5480,Haliyal,273200.0,Tattigeri,602826,Adikehosur,Dandeli Town PS,15.265844,74.606185,Cyber Crime,UPI Fraud,Medium,75,68,Female,ACC157780,59,Male,Yes,Charge Sheet Filed,No,21
CR023722,2025-01-20 16:28:47,Late Night,526,Bengaluru Rural,5604,Hosakote,215490.0,Mugabala,625614,Veerapura,Sarjapura PS,12.86627,77.794116,Property Crime,Vehicle Theft,Medium,57,31,Female,ACC274586,37,Female,Yes,Closed,No,39
CR023723,2024-08-14 05:16:25,Night,540,Haveri,5491,Hangal,218497.0,Kallapura,604165,Yallapur (Inam),Ranebennur Town PS,14.631198,75.635203,Crime Against Women,Stalking,High,98,40,Female,ACC00155,23,Female,Yes,Charge Sheet Filed,No,15
CR023724,2026-04-12 11:46:13,Night,534,Dakshina Kannada,5563,Beltangadi,217253.0,Charmadi,617675,Chibidre,Kadaba PS,12.434117,75.270638,Violent Crime,Assault,Critical,43,19,Female,ACC00391,59,Female,Yes,Charge Sheet Filed,No,5
CR023725,2026-04-16 13:46:38,Night,550,Uttara Kannada,5485,Kumta,220668.0,Hiregutti,603429,Morba,Karwar Traffic PS,14.819094,74.116112,Economic Crime,Cheating,Medium,31,72,Male,ACC00144,37,Female,Yes,Closed,Yes,32
CR023726,2025-04-01 16:34:02,Afternoon,546,Raichur,5461,Raichur,219799.0,Yapaladinni,600763,Yapaldinni,Market Yard PS,16.20353,77.373675,Cyber Crime,Phishing,Medium,8,61,Male,ACC582140,57,Male,Yes,Pending Trial,Yes,52
CR023727,2026-01-18 06:25:47,Night,545,Mysuru,5570,Hunsur,273321.0,Kademanuganhalli,618356,Beerathammanahalli,Ashokpuram PS,12.270153,76.616095,Economic Crime,Cheating,Medium,69,49,Female,ACC00419,51,Male,Yes,Charge Sheet Filed,No,56
CR023728,2026-07-07 20:27:37,Morning,548,Tumakuru,5535,Madhugiri,220221.0,Chandragiri,610744,Sarjammanahalli,Arasikere PS,14.670651,76.060642,Rural Crime,Cattle Theft,Medium,82,70,Female,ACC00373,49,Male,Yes,Under Investigation,Yes,27
CR023729,2025-06-11 12:40:07,Evening,546,Raichur,5459,Lingasugur,219731.0,Sarjapur,600489,Chick-Hesarur,Raichur CEN Crime PS,16.216279,77.347386,Cyber Crime,Phishing,Medium,40,79,Male,ACC664633,68,Male,Yes,Closed,No,60
CR023730,2026-06-04 23:43:28,Evening,539,Hassan,5556,Hassan,218395.0,Mosalehosahalli,616177,Halenahalli,Holenarasipura Rural PS,12.77731,76.262288,Crime Against Women,Domestic Violence,High,11,44,Female,ACC00193,53,Female,Yes,Charge Sheet Filed,No,20
CR023731,2025-07-14 06:24:27,Night,631,Bengaluru South,5605,Magadi,215558.0,Kalya,625937,Vitalapura,Ramanagara Women PS,12.711415,77.264411,Property Crime,House Burglary,Medium,61,73,Male,ACC00192,58,Male,Yes,Under Investigation,No,54
CR023732,2024-08-27 07:25:34,Night,532,Chikkamagaluru,5527,Narasimharajapura,,Unknown,939540,Yadehalli,Jayapura PS,12.117825,76.32208,Economic Crime,Financial Fraud,Medium,66,37,Male,ACC068508,18,Male,No,Closed,No,50
CR023733,2025-04-01 23:09:46,Evening,527,Belagavi,5439,Khanapur,215968.0,Kakkeri,598016,Kakkeri,Market PS,15.881002,74.52903,Crime Against Women,Sexual Harassment,High,18,64,Female,ACC052648,22,Male,Yes,Under Investigation,Yes,23
CR023734,2026-02-11 11:13:16,Night,547,Shivamogga,5516,Sorab,220036.0,Jade,607378,Makoppa,Bhadravathi Rural PS,13.848075,75.694177,Rural Crime,Crop Theft,Medium,79,74,Male,ACC00423,49,Female,No,Closed,No,43
CR023735,2026-04-20 02:18:33,Night,548,Tumakuru,5533,Sira,272821.0,Kurubarahalli,610411,Kurubarahalli,Tumkur Town PS,13.357075,77.091827,Crime Against Women,Domestic Violence,High,100,68,Female,ACC392145,66,Female,Yes,Under Investigation,No,14
CR023736,2025-05-14 17:41:35,Morning,548,Tumakuru,5540,Turuvekere,220414.0,Talakere,612225,Pura Amanikere,Tavarekere PS,12.953657,77.414935,Rural Crime,Sand Mining,Medium,13,65,Female,ACC571149,54,Female,Yes,Under Investigation,No,47
CR023737,2024-09-04 01:54:54,Morning,545,Mysuru,5573,Heggadadevankote,219449.0,Hebbalaguppe,618883,Boppanahalli,Hunusur Rural PS,12.197087,76.164705,Public Order,Rioting,Medium,7,38,Male,ACC376082,55,Male,Yes,Under Investigation,Yes,53
CR023738,2025-06-10 23:51:40,Night,550,Uttara Kannada,5481,Yellapur,220760.0,Idgundi,602913,Donagar,Murudeshwar PS,14.073449,74.484682,Violent Crime,Robbery,Critical,72,46,Male,ACC669978,20,Female,Yes,Closed,Yes,7
CR023739,2026-05-17 12:06:47,Morning,542,Kolar,5594,Mulbagal,219000.0,H.Gollahalli,622871,Harapanayakanahalli,Bethamangala PS,13.01066,78.323014,Rural Crime,Cattle Theft,Medium,42,69,Male,ACC583936,42,Male,Yes,Closed,Yes,53
CR023740,2024-11-03 05:26:46,Evening,535,Davanagere,5514,Channagiri,217443.0,Medikere,606947,Narasipura,Santhebennur PS,14.1752,76.011086,Violent Crime,Murder,Critical,57,45,Male,ACC00048,61,Female,Yes,Under Investigation,Yes,11
CR023741,2025-05-30 19:17:38,Night,539,Hassan,5554,Belur,218294.0,Bantenahalli,615223,Machanaikanahalli,Holenarasipura Rural PS,12.763249,76.229267,Property Crime,Vehicle Theft,Medium,54,44,Female,ACC578969,39,Female,Yes,Pending Trial,Yes,21
CR023742,2025-03-14 05:27:23,Night,526,Bengaluru Rural,5601,Nelamangala,215588.0,Narasipura,624842,Govindapura,Nelamangala Rural PS,13.096114,77.38637,Violent Crime,Robbery,Critical,21,46,Female,ACC00324,47,Female,Yes,Under Investigation,Yes,5
CR023743,2024-11-28 10:43:49,Late Night,550,Uttara Kannada,5482,Mundgod,273208.0,Naganuru,603043,Ganadahalli,Karwar Town PS,14.813335,74.124415,Violent Crime,Robbery,Critical,18,34,Female,ACC00021,18,Male,Yes,Closed,Yes,9
CR023744,2025-09-30 09:54:16,Evening,541,Kodagu,7124,Kushalnagar,218705.0,Hebbale,939028,Halagote,Bhagamandala PS,12.365142,75.518869,Cyber Crime,OTP Scam,Medium,49,64,Male,ACC487138,45,Male,Yes,Pending Trial,Yes,51
CR023745,2024-10-30 03:08:43,Night,548,Tumakuru,5537,Tumakuru,220353.0,Ballagere,611505,Yeladahalli,Hebbur PS,13.107207,77.157914,Rural Crime,Sand Mining,Medium,55,55,Male,ACC379855,32,Female,No,Closed,No,27
CR023746,2025-12-05 08:02:06,Afternoon,539,Hassan,5555,Arsikere,218289.0,Yadavanahalli,615832,Sannenahalli,Hassan Extn. PS,12.991067,76.126042,Crime Against Women,Sexual Harassment,High,73,68,Female,ACC00415,23,Male,Yes,Charge Sheet Filed,No,15
CR023747,2025-07-14 15:48:18,Morning,533,Chitradurga,5507,Hosdurga,217152.0,Ballalasamudra,605950,Kalkere,Chitrahalli Gate PS,14.093533,76.270219,Public Order,Illegal Gambling,Medium,55,21,Female,ACC830816,50,Male,Yes,Charge Sheet Filed,No,38
CR023748,2026-04-01 08:12:39,Morning,738,Vijayanagara,5498,Hosapete,216198.0,Gadiganur,604744,Kottiginahal,Hatcholli PS,15.771432,76.97353,Public Order,Illegal Liquor,Medium,44,70,Female,ACC00322,28,Female,Yes,Pending Trial,Yes,42
CR023749,2025-04-19 13:37:51,Late Night,527,Belagavi,5436,Gokak,215846.0,Balobal,597450,Balobal,Camp PS,15.874222,74.482961,Violent Crime,Robbery,Critical,74,77,Female,ACC366619,29,Male,Yes,Pending Trial,Yes,12
CR023750,2025-10-16 20:39:49,Afternoon,544,Mandya,5547,Nagamangala,219369.0,Bindiganavile,613792,Bindiganavile,Mandya Women PS,12.535451,76.899908,Property Crime,House Burglary,Medium,11,39,Male,ACC00306,33,Male,Yes,Pending Trial,No,50
CR023751,2024-12-22 09:32:30,Afternoon,541,Kodagu,7124,Kushalnagar,218707.0,Kedakal,617956,Kedakal Negadal,Kodagu CEN Crime PS,12.42363,75.740595,Crime Against Women,Sexual Harassment,High,64,47,Female,ACC00365,33,Male,Yes,Charge Sheet Filed,Yes,28
CR023752,2025-10-12 21:56:54,Afternoon,538,Kalaburagi,5583,Chincholi,217947.0,Pastapur,620417,Khairtapur,Kalagi PS,17.201724,77.101286,Property Crime,Shop Theft,Medium,39,45,Male,ACC474248,30,Male,Yes,Under Investigation,Yes,34
CR023753,2026-01-05 08:48:50,Morning,547,Shivamogga,5515,Sagar,219926.0,Nadakalasi,607207,Kerodi,Shimoga Traffic PS,13.940536,75.576661,Crime Against Women,Domestic Violence,High,65,58,Female,ACC077549,36,Male,Yes,Pending Trial,No,20
CR023754,2025-10-03 02:25:48,Night,529,Bidar,5455,Bhalki,216371.0,Beeri(B),599873,Hachi Kamath,Bidar Rural PS,17.936744,77.490049,Economic Crime,Cheating,Medium,26,78,Female,ACC520856,63,Male,Yes,Under Investigation,Yes,49
CR023755,2024-08-20 21:08:14,Night,546,Raichur,5462,Manvi,219753.0,Kapgal,600986,Bommanahal,Mudgal PS,15.994461,76.452957,Property Crime,House Burglary,Medium,56,44,Female,ACC971705,53,Female,Yes,Pending Trial,No,22
CR023756,2025-03-30 23:15:25,Night,530,Vijayapura,7071,Devara Hipparagi,216660.0,Mannur,599404,Devoor,Nidagundi PS,16.359252,75.943623,Cyber Crime,UPI Fraud,Medium,94,37,Male,ACC513770,42,Male,Yes,Closed,No,45
CR023757,2026-03-03 20:16:56,Night,635,Yadgir,7096,Hunasagi,218143.0,Kodekall,620971,Kodekal,Saidapur PS,16.569359,77.240631,Property Crime,Vehicle Theft,Medium,76,75,Female,ACC936476,56,Female,Yes,Closed,Yes,28
CR023758,2026-05-10 03:41:51,Night,536,Dharwad,7079,Hubballi Urban,,Unknown,938712,Yallapura V,Dharwad Traffic PS,15.440321,75.027959,Public Order,Rioting,Medium,19,51,Female,ACC00384,29,Male,Yes,Pending Trial,Yes,29
CR023759,2025-08-28 09:32:33,Evening,738,Vijayanagara,5497,Hagaribommanahalli,273257.0,Madhuru,604677,Anekal,Kuduthini PS,15.20982,76.743578,Public Order,Illegal Liquor,Medium,73,78,Female,ACC279296,56,Female,Yes,Charge Sheet Filed,No,39
CR023760,2024-11-30 14:12:38,Morning,532,Chikkamagaluru,7078,Ajjampura,217008.0,Sollapura,609308,Malenahalli,Koppa PS,12.696158,76.956259,Crime Against Women,Stalking,High,50,30,Female,ACC00143,58,Male,No,Pending Trial,No,30
CR023761,2025-08-14 21:50:02,Afternoon,528,Ballari,5501,Sandur,216247.0,Anthapura,605028,Lingadahalli,Cowlbazar PS,15.141416,76.887026,Public Order,Illegal Gambling,Medium,59,52,Male,ACC673866,46,Male,Yes,Charge Sheet Filed,Yes,32
CR023762,2026-02-07 03:52:02,Afternoon,544,Mandya,5547,Nagamangala,219380.0,Devihalli,613712,Devihalli,Bellur PS,12.99819,76.749488,Rural Crime,Sand Mining,Medium,45,57,Female,ACC346220,58,Female,Yes,Pending Trial,No,38
CR023763,2025-06-27 16:49:27,Night,538,Kalaburagi,7090,Kamalapur,217929.0,Chengta,620323,Chengta,Sedam PS,17.179562,77.297181,Economic Crime,Forgery,Medium,47,66,Male,ACC00149,60,Female,Yes,Charge Sheet Filed,No,29
CR023764,2026-06-18 16:53:07,Night,548,Tumakuru,5541,Kunigal,220214.0,Yediyur,612485,Beeragonahalli,Tumkur CEN Crime PS,13.346254,77.121648,Property Crime,Vehicle Theft,Medium,27,36,Male,ACC141419,31,Female,No,Closed,Yes,54
CR023765,2026-05-25 11:37:03,Evening,534,Dakshina Kannada,5563,Beltangadi,217254.0,Dharmasthala,617674,Dharmasthala,Kankanady Town PS,12.854509,74.890895,Rural Crime,Sand Mining,Medium,64,46,Female,ACC00171,61,Female,No,Under Investigation,No,37
CR023766,2026-05-21 02:54:48,Afternoon,540,Haveri,5493,Byadgi,218464.0,Gundenahalli,604321,Arabagonda,Hanagal PS,14.780256,75.125845,Economic Crime,Forgery,Medium,38,29,Male,ACC656785,37,Female,Yes,Closed,Yes,42
CR023767,2025-11-17 21:11:29,Night,544,Mandya,5548,Pandavapura,219412.0,Narayanapura,614094,Singapura,Basaralu PS,12.705053,76.819048,Economic Crime,Cheating,Medium,63,42,Male,ACC971887,61,Female,Yes,Pending Trial,Yes,33
CR023768,2024-08-04 16:23:55,Night,526,Bengaluru Rural,5604,Hosakote,,Unknown,938777,Hosakote,Nelamangala Rural PS,13.085461,77.399497,Crime Against Women,Sexual Harassment,High,35,32,Female,ACC00453,55,Female,Yes,Pending Trial,No,25
CR023769,2026-02-09 22:15:42,Evening,529,Bidar,5454,Basavakalyan,216336.0,Bhosga,599800,Mankhed,Bidar CEN Crime PS,18.063472,77.225517,Crime Against Women,Sexual Harassment,High,62,42,Female,ACC749603,60,Male,Yes,Under Investigation,No,12
CR023770,2025-12-03 21:01:29,Night,550,Uttara Kannada,5478,Karwar,220647.0,Devalmakki,602616,Naitisavar,Siddapura PS,12.958633,77.595206,Violent Crime,Robbery,Critical,90,37,Female,ACC00176,66,Male,Yes,Under Investigation,Yes,7
CR023771,2025-04-08 08:07:00,Morning,542,Kolar,5594,Mulbagal,219003.0,Kappalamadugu,622997,Chikkapadmaghatta,Gownapalli PS,13.505557,78.223217,Crime Against Women,Sexual Harassment,High,14,63,Female,ACC980425,60,Male,Yes,Pending Trial,Yes,22
CR023772,2024-07-31 03:27:49,Evening,524,Bagalkote,5444,Bilgi,273103.0,Heggura,598522,Koppa S.R Rc,Jamakhandi Town PS,16.493357,75.294575,Property Crime,House Burglary,Medium,37,19,Male,ACC413400,65,Female,Yes,Closed,Yes,46
CR023773,2026-04-03 13:08:03,Morning,525,Bengaluru Urban,5545,Anekal,215341.0,Vanakanahalli,613327,Chudenahalli,Byatarayanapura PS,12.962137,77.556052,Rural Crime,Sand Mining,Medium,32,43,Male,ACC00134,34,Male,No,Charge Sheet Filed,No,39
CR023774,2026-02-13 13:26:49,Night,529,Bidar,5458,Homnabad,216441.0,Dakulgi,600277,Sindbandigi,Bidar CEN Crime PS,18.055845,77.224874,Property Crime,Shop Theft,Medium,76,34,Male,ACC00245,47,Male,Yes,Pending Trial,Yes,28
CR023775,2025-05-02 12:21:45,Evening,526,Bengaluru Rural,5603,Devanahalli,215424.0,Anneshwara,910264,Yarrappanahalli (D),Anekal PS,12.708817,77.707177,Crime Against Women,Domestic Violence,High,84,67,Female,ACC00058,42,Male,Yes,Charge Sheet Filed,No,30
CR023776,2025-07-06 12:30:57,Evening,527,Belagavi,5441,Savadatti,216034.0,Yakkundi,598226,Venkateshnagar,APMC Yard PS,15.12679,76.901935,Economic Crime,Financial Fraud,Medium,19,64,Female,ACC00407,26,Female,No,Charge Sheet Filed,No,53
CR023777,2026-03-05 11:31:31,Night,531,Chamarajanagar,5576,Gundlupet,216718.0,Belachavadi,619525,Balachavady,Chamarajanagar Traffic PS,11.937899,76.942072,Crime Against Women,Domestic Violence,High,54,30,Female,ACC00069,41,Male,Yes,Pending Trial,Yes,24
CR023778,2026-01-17 22:57:21,Night,540,Haveri,5491,Hangal,218490.0,Herur,604156,Chikkahullal,Haveri Town PS,14.812339,75.387008,Violent Crime,Robbery,Critical,18,46,Male,ACC00206,27,Male,Yes,Charge Sheet Filed,Yes,14
CR023779,2026-04-25 11:11:09,Night,539,Hassan,5553,Sakleshpur,218452.0,Kyanahalli,614918,Hullahalli,Goruru PS,12.806215,76.050978,Public Order,Illegal Gambling,Medium,58,35,Male,ACC631583,50,Male,No,Pending Trial,Yes,29
CR023780,2024-12-30 07:08:58,Morning,548,Tumakuru,5539,Tiptur,220349.0,Tadasur,612110,Honnenahalli,Chikkanayakanahalli PS,13.258143,76.377648,Cyber Crime,UPI Fraud,Medium,86,76,Male,ACC00110,24,Male,Yes,Charge Sheet Filed,No,25
CR023781,2025-05-04 17:51:08,Morning,550,Uttara Kannada,5480,Haliyal,220601.0,Belwatgi,602865,Belwatgi,Gokarna PS,14.536263,74.320548,Rural Crime,Cattle Theft,Medium,11,58,Female,ACC476203,34,Male,Yes,Closed,No,21
CR023782,2025-10-31 09:23:31,Night,528,Ballari,5499,Siruguppa,216278.0,K.Sugur,604810,Bandrahal,Sirigeri PS,15.452279,76.853687,Economic Crime,Forgery,Medium,77,70,Male,ACC00269,37,Male,No,Charge Sheet Filed,No,32
CR023783,2026-03-09 11:14:07,Afternoon,530,Vijayapura,7073,Talikoti,216625.0,Tumbagi,599687,Tumbagi,Indi Rural PS,17.166285,75.966215,Crime Against Women,Stalking,High,23,22,Female,ACC030622,60,Male,Yes,Under Investigation,Yes,26
CR023784,2024-10-22 11:06:34,Late Night,543,Koppal,5467,Koppal,219130.0,Irakalgada,601799,Kodadhal,Gangavathi Town PS,15.417772,76.535271,Property Crime,Vehicle Theft,Medium,93,59,Male,ACC00285,23,Female,Yes,Charge Sheet Filed,Yes,41
