village_id,gp_id,gp_name
610833,220253,Siddapura
610834,220253,Siddapura
610835,220253,Siddapura
610836,220253,Siddapura
610838,220253,Siddapura
610839,220226,D.V.Halli
610840,220226,D.V.Halli
610841,220226,D.V.Halli
610842,220226,D.V.Halli
610843,220226,D.V.Halli
610844,220226,D.V.Halli
610845,220225,Chinakavajra
610846,220226,D.V.Halli
610847,220226,D.V.Halli
610848,220226,D.V.Halli
610849,220226,D.V.Halli
610851,220225,Chinakavajra
610852,220225,Chinakavajra
610854,220231,Ganjalagunte
610856,220218,Bijavara
610857,220231,Ganjalagunte
610858,220218,Bijavara
610860,220218,Bijavara
610861,220218,Bijavara
610862,220218,Bijavara
610863,220218,Bijavara
610865,220232,Garani
610866,220217,Bedathuru
610867,220235,I.D.Halli
610868,220235,I.D.Halli
610869,220235,I.D.Halli
610870,220235,I.D.Halli
610871,220223,Chikkadaalavatta
610872,220223,Chikkadaalavatta
610873,220223,Chikkadaalavatta
610874,220223,Chikkadaalavatta
610875,220223,Chikkadaalavatta
610876,220223,Chikkadaalavatta
610877,220223,Chikkadaalavatta
610878,220223,Chikkadaalavatta
610879,220223,Chikkadaalavatta
610880,220223,Chikkadaalavatta
610881,220229,Doddayalkuru
610882,220229,Doddayalkuru
610883,220229,Doddayalkuru
610884,220229,Doddayalkuru
610885,220232,Garani
610886,220232,Garani
610888,220232,Garani
610889,220219,Bramhasamudra
610890,220232,Garani
610891,220219,Bramhasamudra
610893,220219,Bramhasamudra
610894,220229,Doddayalkuru
610895,220229,Doddayalkuru
610896,220229,Doddayalkuru
610897,220229,Doddayalkuru
610898,220229,Doddayalkuru
610899,220219,Bramhasamudra
610900,220219,Bramhasamudra
610901,220246,Muddenahalli
610902,220246,Muddenahalli
610903,220246,Muddenahalli
610904,220246,Muddenahalli
610905,220246,Muddenahalli
610906,220246,Muddenahalli
610907,220236,Kadagathuru
610908,220236,Kadagathuru
610909,220236,Kadagathuru
610911,220246,Muddenahalli
610912,220254,Singanahalli
610913,220254,Singanahalli
610914,220254,Singanahalli
610915,220254,Singanahalli
610916,220254,Singanahalli
610917,220254,Singanahalli
610918,220224,Chikkamaalur
610919,220240,Kodigenahalli
610920,220240,Kodigenahalli
610921,220240,Kodigenahalli
610922,220254,Singanahalli
610923,220240,Kodigenahalli
610924,220237,Kalidevapura
610925,220237,Kalidevapura
610926,220236,Kadagathuru
610927,220236,Kadagathuru
610928,220237,Kalidevapura
610929,220237,Kalidevapura
610930,220237,Kalidevapura
610931,220228,Doddamaalur
610932,220224,Chikkamaalur
610933,220224,Chikkamaalur
610934,220224,Chikkamaalur
610935,220224,Chikkamaalur
610936,220228,Doddamaalur
610937,220228,Doddamaalur
610938,220242,Kondavaadi
610939,220228,Doddamaalur
610940,220237,Kalidevapura
610941,220228,Doddamaalur
610942,220237,Kalidevapura
610943,220241,Kodlapura
610944,220219,Bramhasamudra
610945,220241,Kodlapura
610946,220241,Kodlapura
610947,220241,Kodlapura
610948,220241,Kodlapura
610949,220233,Gondihalli
610950,220233,Gondihalli
610951,220248,Puravara
610952,220233,Gondihalli
610953,220241,Kodlapura
610954,220248,Puravara
610955,220233,Gondihalli
610956,220233,Gondihalli
610957,220248,Puravara
610958,220248,Puravara
610959,220248,Puravara
610960,220242,Kondavaadi
610961,220248,Puravara
610962,220233,Gondihalli
610963,220233,Gondihalli
610964,220233,Gondihalli
610965,220233,Gondihalli
610966,220233,Gondihalli
610967,220233,Gondihalli
610968,220248,Puravara
610969,220233,Gondihalli
610970,220248,Puravara
610971,220242,Kondavaadi
610972,220248,Puravara
610973,220220,Byalya
610974,220220,Byalya
610975,220220,Byalya
610976,220239,Kodagadaala
610977,220239,Kodagadaala
610978,220220,Byalya
610979,220220,Byalya
610980,220220,Byalya
610981,220220,Byalya
610982,220242,Kondavaadi
610983,220239,Kodagadaala
610984,220239,Kodagadaala
610985,220239,Kodagadaala
610986,220239,Kodagadaala
610987,220242,Kondavaadi
610988,220242,Kondavaadi
610989,220242,Kondavaadi
610990,220175,Thovinakere
610991,220175,Thovinakere
610992,220175,Thovinakere
610993,220175,Thovinakere
610994,220175,Thovinakere
610995,220175,Thovinakere
610996,220175,Thovinakere
610997,220175,Thovinakere
610998,220175,Thovinakere
610999,220175,Thovinakere
611000,220175,Thovinakere
611002,220175,Thovinakere
611003,220175,Thovinakere
611004,220175,Thovinakere
611005,220175,Thovinakere
611006,220170,Kuramkotte
611007,220170,Kuramkotte
611008,220175,Thovinakere
611009,220175,Thovinakere
611010,220162,Budagavi
611011,220162,Budagavi
611012,220162,Budagavi
611013,220162,Budagavi
611014,220170,Kuramkotte
611015,220170,Kuramkotte
611016,220170,Kuramkotte
611017,220170,Kuramkotte
611018,220170,Kuramkotte
611019,220170,Kuramkotte
611020,220162,Budagavi
611021,220162,Budagavi
611022,220162,Budagavi
611023,220162,Budagavi
611024,220162,Budagavi
611025,220163,Bukkapatanna
611026,220163,Bukkapatanna
611027,220163,Bukkapatanna
611028,220157,Agrahaara
611029,220157,Agrahaara
611030,220163,Bukkapatanna
611031,220163,Bukkapatanna
611032,220163,Bukkapatanna
611034,220162,Budagavi
611035,220162,Budagavi
611036,220162,Budagavi
611037,220163,Bukkapatanna
611038,220163,Bukkapatanna
611039,220157,Agrahaara
611040,220157,Agrahaara
611041,220157,Agrahaara
611042,220157,Agrahaara
611043,220157,Agrahaara
611044,220157,Agrahaara
611045,220157,Agrahaara
611046,220157,Agrahaara
611048,220176,Tumbadi
611049,220176,Tumbadi
611050,220177,Vaddagere
611051,220177,Vaddagere
611052,220177,Vaddagere
611053,220177,Vaddagere
611055,220177,Vaddagere
611057,220177,Vaddagere
611058,220177,Vaddagere
611059,220176,Tumbadi
611060,220176,Tumbadi
611061,220176,Tumbadi
611062,220176,Tumbadi
611063,220176,Tumbadi
611064,220176,Tumbadi
611065,220168,Hullikunte
611066,220168,Hullikunte
611067,220168,Hullikunte
611068,220177,Vaddagere
611069,220177,Vaddagere
611070,220158,Akkirampura
611071,220168,Hullikunte
611073,220168,Hullikunte
611075,220168,Hullikunte
611077,220168,Hullikunte
611078,220168,Hullikunte
611079,220168,Hullikunte
611080,220166,Hanchihalli
611081,220166,Hanchihalli
611082,220168,Hullikunte
611084,220168,Hullikunte
611085,220166,Hanchihalli
611086,220166,Hanchihalli
611087,220166,Hanchihalli
611089,220166,Hanchihalli
611090,220166,Hanchihalli
611091,220166,Hanchihalli
611092,220174,Teeta
611093,220174,Teeta
611094,220158,Akkirampura
611095,220160,Bichapura
611096,220160,Bichapura
611097,220159,Arasapura
611098,220160,Bichapura
611099,220159,Arasapura
611100,220159,Arasapura
611101,220160,Bichapura
611102,220160,Bichapura
611103,220160,Bichapura
611104,220158,Akkirampura
611105,220158,Akkirampura
611106,220158,Akkirampura
611107,220160,Bichapura
611108,220159,Arasapura
611109,220159,Arasapura
611110,220160,Bichapura
611111,220161,Bommaladevipura
611112,220161,Bommaladevipura
611113,220167,Hollavannahalli
611114,220167,Hollavannahalli
611115,220171,Kyamenahalli
611116,220167,Hollavannahalli
611117,220168,Hullikunte
611118,220171,Kyamenahalli
611119,220171,Kyamenahalli
611120,220171,Kyamenahalli
611121,220174,Teeta
611122,220171,Kyamenahalli
611123,220174,Teeta
611124,220171,Kyamenahalli
611125,220171,Kyamenahalli
611126,220171,Kyamenahalli
611127,220161,Bommaladevipura
611128,220161,Bommaladevipura
611129,220161,Bommaladevipura
611130,220161,Bommaladevipura
611131,220161,Bommaladevipura
611132,220161,Bommaladevipura
611133,220161,Bommaladevipura
611134,220165,Doddasaagere
611135,220171,Kyamenahalli
611136,220171,Kyamenahalli
611137,220174,Teeta
611138,220174,Teeta
611139,220165,Doddasaagere
611140,220165,Doddasaagere
611141,220165,Doddasaagere
611142,220161,Bommaladevipura
611143,220161,Bommaladevipura
611144,220165,Doddasaagere
611145,220165,Doddasaagere
611146,220165,Doddasaagere
611147,220165,Doddasaagere
611148,220165,Doddasaagere
611149,220172,Mavathuru
611150,220172,Mavathuru
611151,220172,Mavathuru
611152,220172,Mavathuru
611153,220172,Mavathuru
611154,220172,Mavathuru
611155,220172,Mavathuru
611156,220172,Mavathuru
611157,220173,Nilagondanahalli
611158,220173,Nilagondanahalli
611159,220173,Nilagondanahalli
611160,220166,Hanchihalli
611161,220173,Nilagondanahalli
611162,220173,Nilagondanahalli
611163,220178,Vajjanakurike
611164,220174,Teeta
611165,220174,Teeta
611166,220174,Teeta
611167,220174,Teeta
611168,220174,Teeta
611169,220178,Vajjanakurike
611170,272807,Pathaganahalli
611171,220178,Vajjanakurike
611172,220178,Vajjanakurike
611173,220178,Vajjanakurike
611174,220173,Nilagondanahalli
611175,220173,Nilagondanahalli
611176,220173,Nilagondanahalli
611177,220179,Yelerampura
611178,220179,Yelerampura
611179,220173,Nilagondanahalli
611180,220179,Yelerampura
611181,220178,Vajjanakurike
611182,220178,Vajjanakurike
611183,272807,Pathaganahalli
611184,220178,Vajjanakurike
611185,272807,Pathaganahalli
611186,272807,Pathaganahalli
611187,272807,Pathaganahalli
611188,220164,Chinnahalli
611189,220165,Doddasaagere
611190,220165,Doddasaagere
611191,220165,Doddasaagere
611192,220165,Doddasaagere
611193,220164,Chinnahalli
611194,220164,Chinnahalli
611195,220164,Chinnahalli
611196,220164,Chinnahalli
611197,220164,Chinnahalli
611198,272807,Pathaganahalli
611200,220178,Vajjanakurike
611201,220179,Yelerampura
611202,220179,Yelerampura
611203,220179,Yelerampura
611204,220179,Yelerampura
611205,220179,Yelerampura
611206,220179,Yelerampura
611207,220179,Yelerampura
611208,220179,Yelerampura
611209,220179,Yelerampura
611210,220179,Yelerampura
611211,220169,Kollala
611212,220178,Vajjanakurike
611213,220164,Chinnahalli
611214,220164,Chinnahalli
611215,220164,Chinnahalli
611216,220164,Chinnahalli
611218,220164,Chinnahalli
611219,220164,Chinnahalli
611220,220164,Chinnahalli
611223,220164,Chinnahalli
611224,220164,Chinnahalli
611225,220169,Kollala
611226,220169,Kollala
611227,220169,Kollala
611228,220169,Kollala
611229,220169,Kollala
611231,220169,Kollala
611232,220169,Kollala
611233,220169,Kollala
611234,220169,Kollala
611235,220169,Kollala
611236,220169,Kollala
611238,220169,Kollala
611239,220169,Kollala
611240,220169,Kollala
611241,220387,Sorekunte
611242,220387,Sorekunte
611243,220381,Nelahal
611244,220381,Nelahal
611245,220381,Nelahal
611246,220381,Nelahal
611247,220381,Nelahal
611248,220381,Nelahal
611249,220387,Sorekunte
611250,220387,Sorekunte
611251,220387,Sorekunte
611252,220389,Thimmarajanahalli
611253,220389,Thimmarajanahalli
611254,220389,Thimmarajanahalli
611255,220389,Thimmarajanahalli
611256,220389,Thimmarajanahalli
611257,220389,Thimmarajanahalli
611258,220389,Thimmarajanahalli
611259,220389,Thimmarajanahalli
611260,220389,Thimmarajanahalli
611261,220389,Thimmarajanahalli
611262,220387,Sorekunte
611263,220387,Sorekunte
611264,220387,Sorekunte
611265,220356,Bellavi
611266,220356,Bellavi
611267,220356,Bellavi
611268,220389,Thimmarajanahalli
611269,220389,Thimmarajanahalli
611270,220356,Bellavi
611271,220356,Bellavi
611272,220356,Bellavi
611273,220356,Bellavi
611274,220356,Bellavi
611275,220360,Doddanaravangala
611276,220360,Doddanaravangala
611277,220356,Bellavi
611278,220357,Bugudanahalli
611279,220357,Bugudanahalli
611280,220357,Bugudanahalli
611281,220357,Bugudanahalli
611282,220357,Bugudanahalli
611283,220360,Doddanaravangala
611284,220360,Doddanaravangala
611285,220360,Doddanaravangala
611286,220360,Doddanaravangala
611287,220360,Doddanaravangala
611288,220360,Doddanaravangala
611289,220360,Doddanaravangala
611290,220357,Bugudanahalli
611291,220366,Hegere
611292,220357,Bugudanahalli
611293,220357,Bugudanahalli
611294,220381,Nelahal
611295,220381,Nelahal
611296,220381,Nelahal
611297,220381,Nelahal
611298,220381,Nelahal
611299,220381,Nelahal
611300,220381,Nelahal
611302,220375,Kestur
611303,220375,Kestur
611304,220375,Kestur
611305,220375,Kestur
611306,220375,Kestur
611307,220375,Kestur
611308,220359,Devalaapura
611309,220375,Kestur
611310,220359,Devalaapura
611312,220359,Devalaapura
611313,220359,Devalaapura
611314,220359,Devalaapura
611315,220359,Devalaapura
611316,220358,Chikkatotlakere
611317,220359,Devalaapura
611318,220359,Devalaapura
611319,220359,Devalaapura
611320,220359,Devalaapura
611321,220375,Kestur
611322,220375,Kestur
611323,220375,Kestur
611324,220389,Thimmarajanahalli
611325,220375,Kestur
611327,220389,Thimmarajanahalli
611328,220389,Thimmarajanahalli
611329,220389,Thimmarajanahalli
611330,220389,Thimmarajanahalli
611331,220389,Thimmarajanahalli
611332,220359,Devalaapura
611333,220358,Chikkatotlakere
611334,220376,Kora
611335,220358,Chikkatotlakere
611336,220376,Kora
611337,220376,Kora
611338,220376,Kora
611339,220376,Kora
611340,220376,Kora
611341,220376,Kora
611342,220376,Kora
611343,220376,Kora
611344,220376,Kora
611345,220358,Chikkatotlakere
611346,220358,Chikkatotlakere
611347,220358,Chikkatotlakere
611349,220358,Chikkatotlakere
611350,220383,Oblapura
611351,220350,Arakere
611352,220383,Oblapura
611353,220383,Oblapura
611354,220383,Oblapura
611355,220354,Beladara
611356,220354,Beladara
611357,220354,Beladara
611358,220354,Beladara
611359,220354,Beladara
611360,220354,Beladara
611361,220383,Oblapura
611362,220383,Oblapura
611363,220383,Oblapura
611364,220383,Oblapura
611365,220383,Oblapura
611366,220354,Beladara
611367,220354,Beladara
611368,220354,Beladara
611369,220351,Aregujjanahalli
611370,220351,Aregujjanahalli
611371,220351,Aregujjanahalli
611372,220351,Aregujjanahalli
611373,220351,Aregujjanahalli
611374,220390,Urdigere
611375,220390,Urdigere
611376,220390,Urdigere
611377,220351,Aregujjanahalli
611378,220377,Maidala
611379,220351,Aregujjanahalli
611380,220351,Aregujjanahalli
611381,220351,Aregujjanahalli
611382,220377,Maidala
611383,220377,Maidala
611384,220377,Maidala
611385,220377,Maidala
611386,220377,Maidala
611388,220374,Kesaramadu
611389,220374,Kesaramadu
611390,220374,Kesaramadu
611391,220374,Kesaramadu
611392,220374,Kesaramadu
611393,220374,Kesaramadu
611394,220374,Kesaramadu
611395,220368,Hirehalli
611396,220377,Maidala
611397,220368,Hirehalli
611398,220368,Hirehalli
611399,220368,Hirehalli
611400,220368,Hirehalli
611401,220368,Hirehalli
611402,220368,Hirehalli
611403,220368,Hirehalli
611404,220377,Maidala
611406,220377,Maidala
611407,220351,Aregujjanahalli
611408,220390,Urdigere
611409,220386,Sitakallu
611410,220390,Urdigere
611411,220386,Sitakallu
611412,220386,Sitakallu
611413,220386,Sitakallu
611415,220390,Urdigere
611416,220386,Sitakallu
611417,220386,Sitakallu
611418,220386,Sitakallu
611419,220386,Sitakallu
611420,220386,Sitakallu
611421,220386,Sitakallu
611422,220386,Sitakallu
611423,220386,Sitakallu
611424,220386,Sitakallu
611425,220386,Sitakallu
611426,220384,Urukere
611427,220384,Urukere
611428,220384,Urukere
611429,220384,Urukere
611430,220350,Arakere
611431,220350,Arakere
611432,220358,Chikkatotlakere
611433,220350,Arakere
611434,220384,Urukere
611435,220350,Arakere
611436,220350,Arakere
611437,220350,Arakere
611438,220350,Arakere
611439,220388,Swandenahalli
611440,220388,Swandenahalli
611441,220384,Urukere
611442,220366,Hegere
611443,220357,Bugudanahalli
611444,220366,Hegere
611445,220366,Hegere
611446,220366,Hegere
611447,220378,Malasandra
611448,220378,Malasandra
611449,220378,Malasandra
611450,220378,Malasandra
611451,220378,Malasandra
611452,220378,Malasandra
611453,220378,Malasandra
611454,220378,Malasandra
611455,220367,Hethanahalli
611456,220378,Malasandra
611457,220355,Belagumba
611458,220388,Swandenahalli
611459,220388,Swandenahalli
611460,220388,Swandenahalli
611461,220388,Swandenahalli
611462,220355,Belagumba
611463,220355,Belagumba
611466,220355,Belagumba
611467,220388,Swandenahalli
611468,220352,Ariyuru
611469,220352,Ariyuru
611470,220352,Ariyuru
611471,220352,Ariyuru
611472,220352,Ariyuru
611473,220352,Ariyuru
611474,220361,Galigenahalli
611475,220361,Galigenahalli
611476,220352,Ariyuru
611477,220361,Galigenahalli
611478,220352,Ariyuru
611479,220385,Siravara
611480,220385,Siravara
611481,220352,Ariyuru
611482,220361,Galigenahalli
611483,220361,Galigenahalli
611484,220380,Nagavalli
611485,220380,Nagavalli
611486,220380,Nagavalli
611487,220380,Nagavalli
611488,220362,Gangonahalli
611489,220362,Gangonahalli
611490,220362,Gangonahalli
611491,220362,Gangonahalli
611492,220385,Siravara
611493,220385,Siravara
611494,220385,Siravara
611495,220385,Siravara
611496,220385,Siravara
611497,220373,Kanakoppa
611501,220380,Nagavalli
611502,220370,Honasigere
611503,220370,Honasigere
611504,220370,Honasigere
611505,220353,Ballagere
611506,220353,Ballagere
611507,220353,Ballagere
611508,220362,Gangonahalli
611510,220373,Kanakoppa
611511,220373,Kanakoppa
611512,220373,Kanakoppa
611513,220373,Kanakoppa
611514,220373,Kanakoppa
611515,220373,Kanakoppa
611516,220373,Kanakoppa
611517,220373,Kanakoppa
611518,220365,Hebbur
611519,220353,Ballagere
611520,220353,Ballagere
611521,220353,Ballagere
611522,220353,Ballagere
611523,220370,Honasigere
611524,220370,Honasigere
611525,220370,Honasigere
611526,220370,Honasigere
611527,220382,Nidavallalu
611528,220382,Nidavallalu
611529,220382,Nidavallalu
611530,220382,Nidavallalu
611531,220353,Ballagere
611532,220365,Hebbur
611533,220370,Honasigere
611534,220373,Kanakoppa
611535,220373,Kanakoppa
611536,220365,Hebbur
611537,220365,Hebbur
611538,220365,Hebbur
611539,220382,Nidavallalu
611540,220382,Nidavallalu
611541,220382,Nidavallalu
611542,220382,Nidavallalu
611543,220382,Nidavallalu
611544,220382,Nidavallalu
611545,220382,Nidavallalu
611546,220361,Galigenahalli
611547,220361,Galigenahalli
611548,220367,Hethanahalli
611549,220361,Galigenahalli
611550,220367,Hethanahalli
611551,220367,Hethanahalli
611552,220367,Hethanahalli
611553,220363,Gulur
611554,220367,Hethanahalli
611555,220367,Hethanahalli
611556,220367,Hethanahalli
611557,220367,Hethanahalli
611558,220367,Hethanahalli
611559,220369,Holakal
611560,220361,Galigenahalli
611562,220369,Holakal
611563,220369,Holakal
611564,220369,Holakal
611565,220363,Gulur
611566,220363,Gulur
611567,220372,K.Palasandra
611568,220372,K.Palasandra
611569,220363,Gulur
611570,220363,Gulur
611571,220372,K.Palasandra
611572,220372,K.Palasandra
611573,220372,K.Palasandra
611574,220364,Haraluru
611575,220372,K.Palasandra
611576,220372,K.Palasandra
611577,220369,Holakal
611578,220369,Holakal
611579,220371,Honnudike
611580,220370,Honasigere
611581,220371,Honnudike
611582,220371,Honnudike
611583,220371,Honnudike
611584,220371,Honnudike
611585,220371,Honnudike
611586,220371,Honnudike
611587,220364,Haraluru
611588,220364,Haraluru
611589,220364,Haraluru
611590,220364,Haraluru
611591,220364,Haraluru
611592,220364,Haraluru
611593,220364,Haraluru
611594,220364,Haraluru
611595,220364,Haraluru
611596,220364,Haraluru
611597,220371,Honnudike
611598,220371,Honnudike
611599,220370,Honasigere
611601,220373,Kanakoppa
611602,220379,Maskal
611603,220379,Maskal
611604,220364,Haraluru
611605,220379,Maskal
611606,220379,Maskal
611607,220379,Maskal
611608,220379,Maskal
611609,220379,Maskal
611610,220379,Maskal
611611,220379,Maskal
611612,220379,Maskal
611613,220379,Maskal
611615,220135,Hagalavadi
611616,220135,Hagalavadi
611617,220135,Hagalavadi
611618,220146,Manchaladore
611619,220146,Manchaladore
611620,220146,Manchaladore
611622,220146,Manchaladore
611623,220146,Manchaladore
611624,220146,Manchaladore
611626,220146,Manchaladore
611627,220146,Manchaladore
611628,220146,Manchaladore
611629,220146,Manchaladore
611630,220146,Manchaladore
611631,220146,Manchaladore
611632,220146,Manchaladore
611633,220135,Hagalavadi
611634,220135,Hagalavadi
611636,220135,Hagalavadi
611637,220155,Shivapura
611638,220155,Shivapura
611639,220155,Shivapura
611640,220155,Shivapura
611642,220155,Shivapura
611643,220155,Shivapura
611644,220146,Manchaladore
611645,220135,Hagalavadi
611648,220155,Shivapura
611649,220155,Shivapura
611650,220155,Shivapura
611651,220155,Shivapura
611652,220155,Shivapura
611653,220155,Shivapura
611654,220138,Hosakere
611655,220138,Hosakere
611656,220138,Hosakere
611657,220138,Hosakere
611658,220138,Hosakere
611659,220138,Hosakere
611660,220138,Hosakere
611661,220125,Allilughatta
611663,220125,Allilughatta
611664,220125,Allilughatta
611665,220125,Allilughatta
611666,220125,Allilughatta
611667,220125,Allilughatta
611668,220127,Ankasandra
611669,220127,Ankasandra
611670,220127,Ankasandra
611671,220127,Ankasandra
611672,220127,Ankasandra
611673,220127,Ankasandra
611674,220127,Ankasandra
611675,220127,Ankasandra
611677,220127,Ankasandra
611678,220127,Ankasandra
611679,220127,Ankasandra
611680,220151,Nallur
611681,220127,Ankasandra
611682,220151,Nallur
611683,220151,Nallur
611684,220151,Nallur
611685,220127,Ankasandra
611686,220138,Hosakere
611687,220138,Hosakere
611688,220138,Hosakere
611689,220138,Hosakere
611690,220138,Hosakere
611691,220151,Nallur
611692,220131,Chellur
611693,220151,Nallur
611694,220151,Nallur
611695,220151,Nallur
611696,220151,Nallur
611697,220140,Irakasandra
611698,220140,Irakasandra
611699,220140,Irakasandra
611700,220151,Nallur
611701,220151,Nallur
611702,220151,Nallur
611703,220131,Chellur
611704,220131,Chellur
611705,220131,Chellur
611706,220131,Chellur
611707,220131,Chellur
611708,220131,Chellur
611709,220131,Chellur
611710,220129,Bidire
611711,220129,Bidire
611712,220140,Irakasandra
611713,220140,Irakasandra
611714,220140,Irakasandra
611715,220140,Irakasandra
611716,220140,Irakasandra
611717,220140,Irakasandra
611718,220129,Bidire
611719,220129,Bidire
611720,220129,Bidire
611722,220129,Bidire
611723,220129,Bidire
611724,220129,Bidire
611725,220129,Bidire
611726,220140,Irakasandra
611727,220140,Irakasandra
611728,220129,Bidire
611729,220143,Kondli
611730,220125,Allilughatta
611731,220125,Allilughatta
611733,220155,Shivapura
611734,220125,Allilughatta
611735,220125,Allilughatta
611736,220125,Allilughatta
611737,220125,Allilughatta
611738,220125,Allilughatta
611739,220125,Allilughatta
611740,220125,Allilughatta
611741,220149,Muganayanakote
611742,220149,Muganayanakote
611743,220149,Muganayanakote
611744,220149,Muganayanakote
611745,220149,Muganayanakote
611746,220149,Muganayanakote
611747,220149,Muganayanakote
611748,220149,Muganayanakote
611749,220149,Muganayanakote
611750,220149,Muganayanakote
611752,220156,Thyagattur
611753,220143,Kondli
611754,220143,Kondli
611755,220143,Kondli
611756,220143,Kondli
611757,220143,Kondli
611758,220143,Kondli
611759,220143,Kondli
611760,220143,Kondli
611761,220133,Doddagunni
611762,220133,Doddagunni
611763,220133,Doddagunni
611764,220133,Doddagunni
611765,220156,Thyagattur
611766,220156,Thyagattur
611767,220156,Thyagattur
611768,220156,Thyagattur
611769,220149,Muganayanakote
611770,220149,Muganayanakote
611771,220149,Muganayanakote
611772,220126,Ammanaghatta
611773,220152,Nittur
611774,220152,Nittur
611775,220156,Thyagattur
611776,220156,Thyagattur
611777,220152,Nittur
611778,220152,Nittur
611779,220156,Thyagattur
611780,220147,Marashettyhalli
611781,220133,Doddagunni
611782,220133,Doddagunni
611783,220147,Marashettyhalli
611784,220147,Marashettyhalli
611785,220133,Doddagunni
611786,220133,Doddagunni
611787,220133,Doddagunni
611788,220133,Doddagunni
611790,220133,Doddagunni
611791,220133,Doddagunni
611792,220133,Doddagunni
611793,220133,Doddagunni
611794,220147,Marashettyhalli
611795,220152,Nittur
611796,220147,Marashettyhalli
611797,220147,Marashettyhalli
611798,220147,Marashettyhalli
611799,220152,Nittur
611800,220152,Nittur
611801,220152,Nittur
611802,220126,Ammanaghatta
611803,220152,Nittur
611804,220128,Belavatha
611805,220128,Belavatha
611806,220147,Marashettyhalli
611807,220147,Marashettyhalli
611808,220128,Belavatha
611809,220126,Ammanaghatta
611810,220126,Ammanaghatta
611811,220126,Ammanaghatta
611812,220126,Ammanaghatta
611813,220150,Mukanahalli Patana
611814,220150,Mukanahalli Patana
611815,220150,Mukanahalli Patana
611816,220150,Mukanahalli Patana
611817,220150,Mukanahalli Patana
611818,220150,Mukanahalli Patana
611819,220150,Mukanahalli Patana
611820,220150,Mukanahalli Patana
611822,220150,Mukanahalli Patana
611823,220126,Ammanaghatta
611824,220126,Ammanaghatta
611825,220126,Ammanaghatta
611826,220150,Mukanahalli Patana
611827,220124,Adagur
611828,220150,Mukanahalli Patana
611829,220150,Mukanahalli Patana
611830,220124,Adagur
611831,220124,Adagur
611832,220124,Adagur
611833,220124,Adagur
611834,220124,Adagur
611836,220136,Herur
611837,272803,Byadigere
611838,220136,Herur
611839,220136,Herur
611840,220136,Herur
611841,220124,Adagur
611842,220136,Herur
611843,220134,G.Hosahalli
611844,220144,Koppa
611845,220134,G.Hosahalli
611846,220134,G.Hosahalli
611847,220134,G.Hosahalli
611848,220124,Adagur
611849,220124,Adagur
611850,220134,G.Hosahalli
611851,220134,G.Hosahalli
611852,220134,G.Hosahalli
611853,220154,S.Koddagihalli
611854,220154,S.Koddagihalli
611855,220154,S.Koddagihalli
611856,220154,S.Koddagihalli
611857,220154,S.Koddagihalli
611858,220154,S.Koddagihalli
611859,220154,S.Koddagihalli
611860,220154,S.Koddagihalli
611861,220147,Marashettyhalli
611862,220147,Marashettyhalli
611863,220147,Marashettyhalli
611864,220147,Marashettyhalli
611865,220147,Marashettyhalli
611866,220133,Doddagunni
611868,220147,Marashettyhalli
611869,220147,Marashettyhalli
611870,220141,Kadaba
611871,220147,Marashettyhalli
611872,220147,Marashettyhalli
611873,220128,Belavatha
611874,220128,Belavatha
611875,220141,Kadaba
611876,220141,Kadaba
611877,220141,Kadaba
611878,220141,Kadaba
611879,220128,Belavatha
611880,220128,Belavatha
611881,220128,Belavatha
611882,220128,Belavatha
611883,220144,Koppa
611884,220144,Koppa
611885,220134,G.Hosahalli
611886,220144,Koppa
611887,220144,Koppa
611888,220144,Koppa
611889,272803,Byadigere
611890,272803,Byadigere
611891,272803,Byadigere
611892,220144,Koppa
611893,220144,Koppa
611894,220145,Kunnala
611895,220145,Kunnala
611896,220145,Kunnala
611897,220145,Kunnala
611898,272803,Byadigere
611899,272803,Byadigere
611900,220134,G.Hosahalli
611901,220141,Kadaba
611902,220141,Kadaba
611903,220153,Peddanahalli
611904,220153,Peddanahalli
611905,220153,Peddanahalli
611906,220153,Peddanahalli
611907,220142,Kallur
611908,220153,Peddanahalli
611910,220153,Peddanahalli
611911,220153,Peddanahalli
611912,220153,Peddanahalli
611913,220137,Hindsagere
611914,220137,Hindsagere
611915,220137,Hindsagere
611916,220137,Hindsagere
611917,220137,Hindsagere
611918,220137,Hindsagere
611919,220142,Kallur
611920,220142,Kallur
611921,220153,Peddanahalli
611922,220153,Peddanahalli
611923,220142,Kallur
611924,220139,Idagur
611925,220137,Hindsagere
611926,220132,Chengavi
611927,220132,Chengavi
611928,220132,Chengavi
611929,220132,Chengavi
611930,220132,Chengavi
611931,220132,Chengavi
611932,220148,Mavinahalli
611933,220132,Chengavi
611934,220148,Mavinahalli
611935,220148,Mavinahalli
611936,220148,Mavinahalli
611937,220148,Mavinahalli
611938,220137,Hindsagere
611939,220137,Hindsagere
611940,220130,Chandrashekarapura
611941,220137,Hindsagere
611942,220130,Chandrashekarapura
611943,220130,Chandrashekarapura
611944,220130,Chandrashekarapura
611945,220130,Chandrashekarapura
611946,220130,Chandrashekarapura
611947,220130,Chandrashekarapura
611948,220130,Chandrashekarapura
611949,220130,Chandrashekarapura
611950,220139,Idagur
611951,220139,Idagur
611952,220139,Idagur
611953,220139,Idagur
611955,220148,Mavinahalli
611956,220139,Idagur
